Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3998604.00;0.53;0.24;0.00;-1.00;0.00
1;0.00;4084708.00;0.66;0.24;0.00;-1.00;0.00
2;0.00;4170824.00;0.56;0.24;0.00;-0.99;0.00
3;0.00;4256944.00;0.59;0.24;0.00;-1.00;0.00
4;0.00;4343064.00;0.76;0.24;0.00;-1.00;0.00
5;0.00;4429180.00;0.46;0.24;0.00;-1.00;0.00
6;0.00;4515300.00;0.37;0.24;0.00;-0.99;0.00
7;0.00;4601428.00;0.41;0.24;0.00;-1.00;0.00
8;0.00;4687548.00;0.49;0.24;0.00;-1.00;0.00
9;0.00;4773676.00;0.84;0.24;0.00;-1.00;0.00
10;0.00;4859800.00;0.60;0.24;0.00;-1.00;0.00
11;0.00;4945908.00;0.39;0.24;0.00;-1.00;0.00
12;0.00;5032028.00;0.47;0.24;0.00;-1.00;0.00
13;0.00;5118140.00;0.70;0.24;0.00;-0.99;0.01
14;0.00;5204276.00;0.68;0.24;-0.00;-1.01;0.00
15;0.00;5290372.00;0.47;0.24;0.00;-0.99;0.00
16;9.00;5376512.00;0.43;0.69;-0.08;-1.01;0.21
17;9.00;5462640.00;2.13;0.81;-0.02;-1.03;0.06
18;9.00;5548748.00;13.13;0.93;0.04;-1.00;0.08
19;9.00;5634852.00;25.87;0.61;0.16;-1.00;0.01
20;9.00;5720964.00;33.41;0.61;-0.12;-1.04;0.06
21;9.00;5807072.00;37.50;0.61;0.13;-0.98;0.04
22;19.00;5893192.00;39.92;1.01;0.12;-1.22;0.01
23;19.00;5979296.00;50.61;1.22;-0.19;-0.95;0.08
24;19.00;6065408.00;82.98;1.50;0.20;-0.75;0.09
25;19.00;6151516.00;102.63;1.38;0.21;-0.77;0.06
26;29.00;6237628.00;107.37;2.27;-0.57;-1.39;0.10
27;29.00;6323744.00;125.71;2.88;0.60;-0.28;0.16
28;29.00;6409868.00;178.00;3.41;0.28;-1.34;0.05
29;29.00;6495984.00;204.57;3.09;-0.36;-1.57;0.14
30;29.00;6582100.00;208.23;3.13;-0.51;-1.25;0.00
31;39.00;6754324.00;208.77;4.19;0.18;-1.55;0.18
32;39.00;6840440.00;230.10;5.16;-0.94;-1.26;0.00
33;39.00;6926572.00;298.72;6.26;-0.48;-0.29;0.10
34;39.00;7012676.00;334.01;6.02;0.82;-0.71;0.01
35;39.00;7098800.00;337.73;6.06;1.00;-0.70;0.10
36;49.00;7184916.00;338.20;7.24;0.04;-1.19;0.22
37;49.00;7271048.00;372.13;8.58;-1.19;-0.46;0.17
38;49.00;7357156.00;453.65;9.68;1.23;-0.26;0.21
39;49.00;7443288.00;483.50;9.72;0.69;-1.03;0.16
40;49.00;7529404.00;485.81;10.09;-1.49;-0.94;0.21
41;59.00;7615516.00;485.41;10.13;0.68;-0.11;0.03
42;59.00;7701644.00;484.13;10.00;1.10;-0.75;0.06
43;59.00;7787776.00;482.81;10.05;-1.60;-1.12;0.14
44;59.00;7873868.00;482.07;10.09;0.27;-0.25;0.03
45;59.00;7959988.00;482.66;10.41;1.15;-0.85;0.16
46;69.00;8046120.00;482.46;10.00;-1.39;-1.08;0.17
47;69.00;8132212.00;481.21;9.96;0.25;-0.07;0.19
48;69.00;8218332.00;480.29;9.80;1.27;-0.78;0.11
49;69.00;8304476.00;481.01;10.21;-1.30;-1.02;0.11
50;69.00;8390564.00;480.72;10.00;0.08;-0.23;0.00
51;79.00;8476696.00;477.29;9.84;1.36;-0.63;0.20
52;79.00;8562820.00;476.34;9.48;-1.25;-1.15;0.08
53;79.00;8648948.00;476.02;9.88;0.10;-0.22;0.03
54;79.00;8735068.00;476.19;10.17;1.24;-0.74;0.25
55;79.00;8821180.00;476.27;10.17;-1.32;-1.10;0.20
56;89.00;8907308.00;476.08;10.21;0.22;-0.17;0.07
57;89.00;8993412.00;475.42;10.41;1.08;-0.70;0.40
58;89.00;9079528.00;476.32;10.66;-1.54;-0.96;0.28
59;89.00;9165636.00;478.64;10.45;0.84;-0.43;0.30
60;89.00;9251744.00;477.05;10.21;0.03;-0.70;0.70
61;89.00;9337884.00;475.45;9.80;-1.01;-0.29;0.01
62;100.00;9423984.00;476.31;9.56;1.20;-0.88;0.44
63;100.00;9510116.00;479.68;9.44;-1.22;-0.71;0.07
64;100.00;9596220.00;480.79;9.72;-0.22;-0.26;0.13
65;100.00;9682336.00;475.31;10.17;1.31;-0.71;0.06
66;100.00;9768476.00;473.46;10.05;-1.65;-0.97;0.26
67;100.00;9854564.00;474.86;9.88;0.75;-0.26;0.16
68;100.00;9940692.00;476.16;9.76;0.57;-1.16;0.21
69;100.00;10026804.00;475.93;9.76;-0.96;-0.89;0.56
70;100.00;10112932.00;476.70;9.76;1.29;-0.73;0.23
