Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;180394.11;180394.11;180394.11;180394.11;180394.11;180394.11
1;11.00;0.00;-0.84;0.00;0.00;0.00
2;11.00;0.00;-0.84;0.00;0.00;0.00
3;11.00;0.00;-0.84;0.00;0.00;0.00
4;11.00;0.00;-0.84;0.00;0.00;0.00
5;11.00;0.00;-0.84;0.00;0.00;0.00
6;11.00;0.00;-0.84;0.00;0.00;0.00
7;11.00;0.00;-0.84;0.00;0.00;0.00
8;11.00;0.00;-0.84;0.00;0.00;0.00
9;11.00;0.00;-0.84;0.00;0.00;0.00
10;11.00;0.00;-0.84;0.00;0.00;0.00
11;11.00;0.00;-0.84;0.00;0.00;0.00
12;11.00;0.00;-0.84;0.00;0.00;0.00
13;11.00;0.00;-0.84;0.00;0.00;0.00
14;11.00;0.00;-0.84;0.00;0.00;0.00
15;11.00;0.00;-0.84;0.00;0.00;0.00
16;11.00;0.00;-0.84;0.00;0.00;0.00
17;11.00;0.00;-0.84;0.00;0.00;0.00
18;11.00;0.00;-0.84;0.00;0.00;0.00
19;11.00;0.00;-0.84;0.00;0.00;0.00
20;11.00;0.00;-0.84;0.00;0.00;0.00
21;11.00;0.00;-0.84;0.00;0.00;0.00
22;11.00;0.00;-0.84;0.00;0.00;0.00
23;11.00;0.00;-0.84;0.00;0.00;0.00
24;11.00;0.00;-0.84;0.00;0.00;0.00
25;11.00;0.00;-0.84;0.00;0.00;0.00
26;11.00;0.00;-0.84;0.00;0.00;0.00
27;11.00;0.00;-0.84;0.00;0.00;0.00
28;11.00;0.00;-0.84;0.00;0.00;0.00
29;11.00;0.00;-0.84;0.00;0.00;0.00
30;11.00;0.00;-0.84;0.00;0.00;0.00
31;11.00;0.00;-0.84;0.00;0.00;0.00
32;11.00;0.00;-0.84;0.00;0.00;0.00
33;11.00;0.00;-0.84;0.00;0.00;0.00
34;11.00;0.00;-0.84;0.00;0.00;0.00
35;11.00;0.00;-0.84;0.00;0.00;0.00
36;11.00;0.00;-0.84;0.00;0.00;0.00
37;11.00;0.00;-0.84;0.00;0.00;0.00
38;11.00;0.00;-0.84;0.00;0.00;0.00
39;11.00;0.00;-0.84;0.00;0.00;0.00
40;11.00;0.00;-0.84;0.00;0.00;0.00
41;11.00;0.00;-0.84;0.00;0.00;0.00
42;11.00;0.00;-0.84;0.00;0.00;0.00
43;11.00;0.00;-0.84;0.00;0.00;0.00
44;11.00;0.00;-0.84;0.00;0.00;0.00
45;11.00;0.00;-0.84;0.00;0.00;0.00
46;11.00;0.00;-0.84;0.00;0.00;0.00
47;11.00;0.00;-0.84;0.00;0.00;0.00
48;11.00;0.00;-0.84;0.00;0.00;0.00
49;11.00;0.00;-0.84;0.00;0.00;0.00
50;11.00;0.00;-0.84;0.00;0.00;0.00
51;11.00;0.00;-0.84;0.00;0.00;0.00
52;11.00;0.00;-0.84;0.00;0.00;0.00
53;11.00;0.00;-0.84;0.00;0.00;0.00
54;11.00;0.00;-0.84;0.00;0.00;0.00
55;11.00;0.00;-0.84;0.00;0.00;0.00
56;11.00;0.00;-0.84;0.00;0.00;0.00
57;11.00;0.00;-0.84;0.00;0.00;0.00
58;11.00;0.00;-0.84;0.00;0.00;0.00
59;11.00;0.00;-0.84;0.00;0.00;0.00
60;11.00;0.00;-0.84;0.00;0.00;0.00
61;11.00;0.00;-0.84;0.00;0.00;0.00
62;11.00;0.00;-0.84;0.00;0.00;0.00
63;11.00;0.00;-0.84;0.00;0.00;0.00
64;11.00;0.00;-0.84;0.00;0.00;0.00
65;11.00;0.00;-0.84;0.00;0.00;0.00
66;11.00;0.00;-0.84;0.00;0.00;0.00
67;11.00;0.00;-0.84;0.00;0.00;0.00
68;11.00;0.00;-0.84;0.00;0.00;0.00
69;11.00;0.00;-0.84;0.00;0.00;0.00
70;11.00;0.00;-0.84;0.00;0.00;0.00
71;11.00;0.00;-0.84;0.00;0.00;0.00
72;11.00;0.00;-0.84;0.00;0.00;0.00
73;11.00;0.00;-0.84;0.00;0.00;0.00
74;11.00;0.00;-0.84;0.00;0.00;0.00
75;11.00;0.00;-0.84;0.00;0.00;0.00
76;11.00;0.00;-0.84;0.00;0.00;0.00
77;11.00;0.00;-0.84;0.00;0.00;0.00
78;11.00;0.00;-0.84;0.00;0.00;0.00
79;11.00;0.00;-0.84;0.00;0.00;0.00
80;11.00;0.00;-0.84;0.00;0.00;0.00
81;11.00;0.00;-0.84;0.00;0.00;0.00
82;11.00;0.00;-0.84;0.00;0.00;0.00
83;11.00;0.00;-0.84;0.00;0.00;0.00
84;11.00;0.00;-0.84;0.00;0.00;0.00
85;11.00;0.00;-0.84;0.00;0.00;0.00
86;11.00;0.00;-0.84;0.00;0.00;0.00
87;11.00;0.00;-0.84;0.00;0.00;0.00
88;11.00;0.00;-0.84;0.00;0.00;0.00
89;11.00;0.00;-0.84;0.00;0.00;0.00
90;11.00;0.00;-0.84;0.00;0.00;0.00
91;11.00;0.00;-0.84;0.00;0.00;0.00
92;11.00;0.00;-0.84;0.00;0.00;0.00
93;11.00;0.00;-0.84;0.00;0.00;0.00
94;11.00;0.00;-0.84;0.00;0.00;0.00
95;11.00;0.00;-0.84;0.00;0.00;0.00
96;11.00;0.00;-0.84;0.00;0.00;0.00
97;11.00;0.00;-0.84;0.00;0.00;0.00
98;11.00;0.00;-0.84;0.00;0.00;0.00
99;11.00;0.00;-0.84;0.00;0.00;0.00
100;11.00;0.00;-0.84;0.00;0.00;0.00
101;11.00;0.00;-0.84;0.00;0.00;0.00
102;11.00;0.00;-0.84;0.00;0.00;0.00
103;11.00;0.00;-0.84;0.00;0.00;0.00
104;11.00;0.00;-0.84;0.00;0.00;0.00
105;11.00;0.00;-0.84;0.00;0.00;0.00
106;11.00;0.00;-0.84;0.00;0.00;0.00
107;11.00;0.00;-0.84;0.00;0.00;0.00
