Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;4244372.00;0.75;0.12;0.00;-0.99;0.00
1;0.00;4330504.00;0.69;0.12;-0.00;-1.00;0.01
2;0.00;4416588.00;0.57;0.12;0.00;-0.99;0.00
3;1.00;4502704.00;0.51;0.12;0.00;-1.00;0.00
4;2.00;4588832.00;0.65;0.12;0.00;-1.00;0.00
5;3.00;4674928.00;0.68;0.12;0.00;-1.00;0.00
6;4.00;4761048.00;0.66;0.12;0.00;-1.00;0.00
7;5.00;4847152.00;0.75;0.12;-0.00;-1.00;0.00
8;6.00;4933276.00;0.80;0.12;0.00;-1.00;0.00
9;7.00;5019364.00;0.63;0.12;0.00;-1.00;0.00
10;8.00;5105480.00;0.55;0.12;0.00;-1.00;0.00
11;9.00;5191584.00;0.69;0.12;0.00;-1.00;0.00
12;10.00;5277696.00;0.77;0.12;0.00;-1.00;0.00
13;11.00;5363796.00;0.66;0.12;0.00;-1.00;0.00
14;12.00;5449900.00;0.58;0.12;0.00;-0.99;0.00
15;13.00;5536012.00;0.64;0.12;0.00;-0.99;0.01
16;14.00;5622108.00;0.66;0.12;0.00;-0.99;0.00
17;15.00;5708228.00;0.61;0.12;0.00;-1.00;0.00
18;16.00;5794348.00;0.68;0.12;0.00;-1.00;0.00
19;17.00;5880436.00;0.73;0.12;0.00;-0.99;0.00
20;18.00;5966560.00;0.59;0.12;-0.00;-1.00;0.00
21;19.00;6052660.00;0.54;0.12;0.00;-1.00;0.00
22;20.00;6138756.00;0.40;0.12;0.00;-0.99;0.00
23;21.00;6224868.00;0.52;0.12;0.00;-0.99;0.01
24;22.00;6310984.00;0.72;0.12;0.00;-1.00;0.00
25;23.00;6397088.00;0.70;0.12;0.00;-1.00;0.00
26;24.00;6483192.00;0.49;0.12;0.00;-1.00;0.00
27;25.00;6569292.00;0.52;0.12;0.00;-1.00;0.00
28;27.00;6741492.00;0.56;0.12;0.00;-1.00;0.00
29;28.00;6827600.00;0.59;0.20;0.03;-1.00;0.03
30;28.00;6913696.00;0.90;0.28;-0.01;-0.99;0.02
31;29.00;6999812.00;1.87;0.36;-0.01;-0.98;0.03
32;30.00;7085924.00;4.70;0.36;-0.11;-1.05;0.00
33;31.00;7172028.00;10.48;0.40;0.10;-1.00;0.04
34;32.00;7258120.00;20.38;0.53;-0.07;-0.99;0.05
35;33.00;7344216.00;33.82;0.65;-0.05;-0.92;0.04
36;34.00;7430328.00;46.81;0.85;-0.17;-1.12;0.02
37;35.00;7516452.00;58.64;0.97;-0.32;-1.09;0.02
38;36.00;7602536.00;74.17;1.18;0.31;-0.68;0.06
39;37.00;7688632.00;91.59;1.42;0.32;-0.95;0.05
40;38.00;7774784.00;112.36;1.67;-0.37;-1.14;0.01
41;39.00;7860856.00;133.89;1.99;-0.10;-1.16;0.04
42;40.00;7946956.00;150.47;2.32;-0.43;-1.66;0.12
43;41.00;8033052.00;170.81;2.76;0.00;-0.53;0.10
44;42.00;8119164.00;196.99;3.37;-0.53;-1.21;0.01
45;43.00;8205248.00;222.30;3.94;0.81;-0.97;0.09
46;44.00;8291368.00;242.68;4.43;0.65;-1.06;0.02
47;45.00;8377464.00;267.81;4.88;-0.64;-0.77;0.08
48;46.00;8463552.00;299.54;5.57;-0.01;-0.53;0.03
49;47.00;8549676.00;330.47;6.43;-1.09;-0.89;0.06
50;49.00;8721864.00;383.67;8.05;1.35;-0.71;0.10
51;50.00;8807964.00;412.35;8.95;-1.04;-0.52;0.04
52;50.00;8894076.00;446.34;9.48;1.13;-0.64;0.30
53;51.00;8980184.00;479.19;9.84;-0.06;-1.30;0.33
54;52.00;9066288.00;489.07;10.09;-1.28;-0.95;0.27
55;53.00;9152396.00;488.97;10.13;0.85;-0.57;0.09
56;54.00;9238500.00;488.49;10.54;0.13;-1.05;0.22
57;55.00;9324604.00;488.14;10.54;-1.52;-0.90;0.03
58;56.00;9410696.00;487.68;10.66;0.96;-0.75;0.25
59;57.00;9496824.00;486.72;10.37;-0.03;-1.00;0.35
60;58.00;9582908.00;485.80;9.84;-1.39;-0.73;0.00
61;59.00;9669004.00;485.12;9.80;1.20;-0.90;0.50
62;60.00;9755120.00;485.08;10.09;0.05;-1.12;0.46
63;61.00;9841220.00;485.21;10.13;-0.99;-0.53;0.06
64;62.00;9927308.00;486.00;9.80;1.32;-0.81;0.44
65;63.00;10013428.00;485.79;9.36;-0.74;-1.16;0.11
66;64.00;10099528.00;485.56;9.44;-0.27;-0.41;0.15
