Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;10772944.00;0.43;0.24;0.00;-1.04;0.00
1;0.00;10859048.00;0.60;0.24;0.00;-1.03;0.00
2;0.00;10945156.00;0.72;0.24;0.00;-1.04;0.00
3;1.00;11031260.00;0.64;0.24;0.00;-1.04;0.00
4;2.00;11117368.00;0.57;0.36;0.00;-1.01;0.05
5;3.00;11203472.00;0.87;0.44;0.01;-1.04;0.06
6;4.00;11289592.00;2.77;0.48;-0.01;-1.04;0.01
7;5.00;11375688.00;6.29;0.44;0.02;-1.04;0.00
8;6.00;11461784.00;10.00;0.44;-0.03;-1.04;0.00
9;7.00;11547876.00;14.60;0.48;-0.18;-1.00;0.04
10;8.00;11633992.00;19.52;0.52;-0.08;-1.01;0.09
11;9.00;11720072.00;24.68;0.56;-0.05;-1.04;0.04
12;10.00;11806180.00;30.16;0.65;0.13;-1.06;0.05
13;11.00;11892272.00;35.28;0.65;-0.05;-0.94;0.08
14;12.00;11978404.00;40.51;0.73;-0.26;-1.00;0.01
15;13.00;12064508.00;46.58;0.77;-0.15;-1.07;0.04
16;14.00;12150600.00;53.67;0.89;0.18;-1.09;0.03
