Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;4029272.00;0.38;0.24;0.00;-1.00;0.00
1;0.00;4115384.00;0.54;0.24;-0.00;-1.00;0.00
2;0.00;4201504.00;0.68;0.28;-0.00;-1.00;0.00
3;0.00;4287628.00;0.54;0.28;-0.00;-1.00;0.01
4;0.00;4373736.00;0.45;0.28;0.00;-1.00;0.00
5;0.00;4459852.00;0.31;0.24;0.00;-1.00;0.00
6;0.00;4545968.00;0.41;0.24;0.00;-1.00;0.01
7;0.00;4632088.00;0.49;0.24;0.00;-1.00;0.00
8;0.00;4718216.00;0.37;0.24;0.00;-1.00;0.00
9;0.00;4804328.00;0.28;0.24;0.01;-0.99;0.00
10;0.00;4890460.00;0.27;0.24;0.00;-1.00;0.00
11;0.00;4976580.00;0.38;0.24;0.00;-1.00;0.00
12;0.00;5062692.00;0.23;0.24;0.00;-1.00;0.00
13;0.00;5148808.00;0.34;0.24;0.00;-1.00;0.00
14;0.00;5234924.00;0.32;0.24;-0.00;-1.00;0.00
15;0.00;5321040.00;0.06;0.24;0.00;-1.00;0.00
16;0.00;5407148.00;0.37;0.24;-0.00;-1.00;0.00
17;0.00;5493272.00;0.49;0.24;0.00;-1.00;0.00
18;0.00;5579384.00;0.44;0.28;0.00;-1.00;0.00
19;0.00;5665496.00;0.43;0.28;0.00;-1.00;0.00
20;0.00;5751608.00;0.56;0.28;0.00;-1.00;0.00
21;0.00;5837724.00;0.36;0.24;0.00;-0.99;0.00
22;0.00;5923836.00;0.21;0.24;0.00;-1.00;0.00
23;0.00;6009948.00;0.38;0.28;0.00;-1.00;0.00
24;0.00;6096052.00;0.44;0.28;-0.00;-1.00;0.00
25;0.00;6182184.00;0.31;0.28;0.00;-1.00;0.00
26;0.00;6268272.00;0.39;0.24;0.00;-1.00;0.00
27;0.00;6354392.00;0.30;0.24;-0.00;-1.00;0.00
28;0.00;6440504.00;0.35;0.28;0.00;-1.00;0.00
29;0.00;6526616.00;0.25;0.28;0.00;-1.00;0.00
30;0.00;6612724.00;0.22;0.28;0.00;-1.00;0.00
31;0.00;6698828.00;0.22;0.24;0.00;-1.00;0.00
32;0.00;6784940.00;0.23;0.24;0.00;-1.00;0.00
33;0.00;6871036.00;0.30;0.24;0.01;-0.99;0.00
34;0.00;6957156.00;0.48;0.24;0.00;-1.00;0.00
35;0.00;7043268.00;0.50;0.24;0.00;-1.00;0.00
36;0.00;7129368.00;0.50;0.24;0.00;-1.00;0.00
37;0.00;7215492.00;0.50;0.24;-0.00;-1.01;0.00
38;0.00;7301600.00;0.44;0.28;0.00;-1.00;0.00
39;0.00;7387700.00;0.46;0.28;0.00;-0.99;0.00
40;0.00;7473832.00;0.50;0.28;0.00;-1.00;0.00
41;0.00;7559944.00;0.33;0.24;0.00;-1.00;0.01
42;0.00;7646056.00;0.35;0.24;-0.00;-1.00;0.00
43;0.00;7732156.00;0.34;0.24;0.00;-1.00;0.00
44;0.00;7818308.00;0.43;0.24;-0.00;-1.00;0.00
45;0.00;7904388.00;0.55;0.24;-0.00;-1.00;0.00
46;0.00;7990512.00;0.33;0.24;-0.00;-1.00;0.00
47;0.00;8076636.00;0.33;0.24;0.00;-1.00;0.00
48;0.00;8162728.00;0.45;0.24;0.00;-1.00;0.01
49;0.00;8248844.00;0.54;0.24;0.00;-1.00;0.00
50;0.00;8334960.00;0.67;0.24;0.00;-1.00;0.00
51;0.00;8421068.00;0.62;0.24;-0.00;-1.00;0.00
52;0.00;8507172.00;0.30;0.24;0.00;-0.99;0.00
53;0.00;8593296.00;0.42;0.24;0.00;-1.00;0.00
54;0.00;8679412.00;0.34;0.24;0.00;-1.00;0.00
55;0.00;8765520.00;0.28;0.24;0.00;-1.00;0.00
56;0.00;8851636.00;0.35;0.24;0.00;-1.00;0.00
57;0.00;8937760.00;0.40;0.24;0.00;-0.99;0.00
58;0.00;9023872.00;0.36;0.24;0.00;-1.00;0.00
59;0.00;9109992.00;0.51;0.24;0.00;-1.00;0.00
60;0.00;9196108.00;0.44;0.28;0.00;-1.00;0.00
61;0.00;9282228.00;0.26;0.28;-0.00;-1.00;0.00
62;0.00;9368336.00;0.40;0.28;0.00;-0.99;0.00
63;0.00;9454448.00;0.49;0.24;0.01;-0.99;0.00
64;9.00;9540556.00;0.50;0.56;0.03;-0.96;0.12
65;19.00;9626692.00;1.19;1.74;-0.16;-1.00;0.06
66;29.00;9712804.00;11.13;2.84;-0.08;-1.26;0.00
67;39.00;9798904.00;69.77;4.63;0.86;-1.30;0.00
68;49.00;9885012.00;197.63;6.79;-1.47;-0.87;0.03
69;59.00;9971124.00;331.92;9.15;1.38;-0.68;0.11
70;69.00;10057256.00;446.64;10.66;-0.45;-1.15;0.38
71;79.00;10143364.00;488.51;10.74;-1.34;-0.82;0.24
72;89.00;10229480.00;491.22;10.78;1.09;-0.66;0.14
73;100.00;10315580.00;490.98;10.53;0.59;-1.29;0.21
74;100.00;10401696.00;488.98;10.29;-1.49;-0.98;0.09
75;89.00;10487804.00;487.19;10.41;1.10;-0.54;0.10
76;79.00;10573924.00;487.17;10.13;0.56;-1.09;0.00
77;69.00;10660052.00;486.54;10.29;-1.53;-1.04;0.06
78;59.00;10746140.00;485.60;10.05;0.63;-0.37;0.05
79;49.00;10832248.00;486.79;10.21;0.70;-1.08;0.09
80;39.00;10918396.00;484.09;8.70;-1.13;-1.21;0.04
81;29.00;11004484.00;445.45;6.18;-0.21;-1.67;0.00
82;19.00;11090616.00;343.69;3.21;0.31;-1.03;0.03
83;9.00;11176708.00;235.55;1.50;0.27;-0.98;0.07
84;0.00;11262808.00;148.96;0.65;-0.03;-0.83;0.02
85;0.00;11348928.00;90.94;0.36;-0.10;-1.00;0.01
86;0.00;11435048.00;54.11;0.24;-0.14;-1.00;0.02
87;0.00;11521152.00;33.10;0.24;0.13;-0.99;0.14
88;0.00;11607288.00;21.46;0.24;-0.07;-1.01;0.04
89;0.00;11693392.00;14.50;0.24;-0.13;-1.02;0.07
90;0.00;11779512.00;9.93;0.24;-0.06;-1.01;0.04
91;0.00;11865612.00;7.14;0.24;0.00;-1.00;0.05
92;0.00;11951724.00;5.12;0.24;0.03;-1.00;0.03
93;0.00;12037844.00;3.59;0.24;0.01;-1.01;0.02
94;0.00;12123940.00;2.45;0.24;-0.01;-1.01;0.04
95;0.00;12210048.00;1.73;0.24;-0.00;-1.00;0.00
96;0.00;12296144.00;1.26;0.24;0.01;-0.99;0.00
97;0.00;12382256.00;0.98;0.24;0.00;-1.00;0.03
98;0.00;12468364.00;0.63;0.24;-0.00;-1.00;0.02
99;0.00;12554480.00;0.45;0.24;-0.00;-1.00;0.02
100;0.00;12640592.00;0.27;0.24;0.00;-1.00;0.03
101;0.00;12726700.00;0.02;0.24;0.00;-1.00;0.02
102;0.00;12812808.00;-0.06;0.24;-0.00;-1.00;0.03
103;0.00;12898936.00;0.04;0.24;0.00;-0.99;0.00
104;0.00;12985040.00;-0.06;0.24;-0.00;-1.00;0.00
105;0.00;13071132.00;-0.01;0.24;0.00;-1.00;0.00
106;0.00;13157244.00;0.12;0.24;0.00;-1.00;0.00
107;0.00;13243332.00;0.12;0.24;0.00;-1.00;0.00
108;0.00;13329460.00;0.29;0.24;-0.00;-1.00;0.00
109;0.00;13415552.00;0.17;0.24;0.00;-0.99;0.00
110;0.00;13501676.00;0.12;0.24;0.00;-0.99;0.00
