Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3112328.00;0.58;0.20;-0.00;-1.00;0.00
1;0.00;3284552.00;0.39;0.20;0.00;-1.00;0.00
2;0.00;3542896.00;0.56;0.24;0.00;-1.00;0.00
3;9.00;3715136.00;0.69;0.69;-0.07;-1.10;0.18
4;19.00;3887380.00;14.46;1.22;0.05;-1.19;0.10
5;29.00;4145716.00;103.16;2.03;-0.53;-1.54;0.03
6;39.00;4317924.00;184.92;4.35;0.74;-1.40;0.08
7;49.00;4576276.00;335.25;7.52;0.88;-0.50;0.02
8;59.00;4748508.00;451.37;10.41;-1.41;-0.61;0.30
9;79.00;5179060.00;483.38;9.72;0.65;-0.96;0.25
10;79.00;5351296.00;482.24;9.60;0.89;-0.44;0.23
11;89.00;5609636.00;480.99;10.09;1.25;-0.63;0.43
12;100.00;5781860.00;480.75;9.76;-1.03;-0.40;0.18
13;100.00;5954092.00;479.38;10.00;-1.13;-0.99;0.07
14;100.00;6126316.00;479.82;10.17;1.28;-0.73;0.08
15;89.00;6212444.00;480.05;10.09;-1.59;-1.06;0.39
16;89.00;6384648.00;479.04;10.25;0.32;-0.88;0.26
17;69.00;6901324.00;481.40;9.56;-1.45;-1.03;0.73
18;69.00;7073508.00;478.17;9.52;-0.65;-0.66;0.29
19;59.00;7245748.00;476.38;9.76;1.00;-1.03;0.06
20;49.00;7417964.00;472.58;10.29;1.18;-0.65;0.45
21;39.00;7590192.00;473.38;8.82;-1.46;-0.88;0.23
22;29.00;7762436.00;365.31;4.47;0.40;-0.21;0.00
23;19.00;7934632.00;234.21;2.07;-0.07;-1.21;0.01
24;9.00;8106844.00;146.98;0.93;0.17;-0.97;0.13
25;0.00;8279076.00;84.11;0.44;-0.09;-1.01;0.01
26;0.00;8451296.00;40.17;0.24;-0.12;-0.95;0.08
27;0.00;8623528.00;17.13;0.20;0.19;-0.99;0.07
28;0.00;8881868.00;5.56;0.24;-0.05;-1.00;0.05
29;0.00;9054096.00;2.94;0.24;0.01;-1.00;0.02
30;0.00;9226328.00;1.49;0.24;-0.00;-1.00;0.04
31;0.00;9398556.00;0.53;0.24;0.00;-1.00;0.02
32;0.00;9656876.00;0.05;0.20;0.00;-0.99;0.02
33;0.00;9829136.00;0.30;0.16;-0.01;-1.01;0.01
34;0.00;10001352.00;0.06;0.24;0.00;-1.00;0.00
35;0.00;10173572.00;0.29;0.24;0.00;-1.00;0.00
36;0.00;10431904.00;0.22;0.24;0.00;-1.00;0.00
37;0.00;10604136.00;0.26;0.24;0.00;-1.00;0.00
38;0.00;10776356.00;0.27;0.24;0.00;-0.99;0.00
