Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;4295748.00;0.62;0.24;-0.00;-1.00;0.00
1;0.00;4381844.00;0.54;0.24;0.00;-1.00;0.00
2;0.00;4467944.00;0.56;0.24;0.00;-1.00;0.00
3;0.00;4554032.00;0.45;0.24;-0.00;-1.00;0.00
4;0.00;4640116.00;0.34;0.24;0.00;-1.00;0.00
5;0.00;4726232.00;0.38;0.24;0.00;-1.00;0.00
6;0.00;4812312.00;0.39;0.24;0.00;-1.00;0.00
7;0.00;4898412.00;0.43;0.24;0.00;-1.00;0.00
8;0.00;4984512.00;0.34;0.24;0.00;-0.99;0.00
9;0.00;5070596.00;0.30;0.24;0.00;-0.99;0.00
10;0.00;5156700.00;0.30;0.24;0.00;-1.00;0.00
11;0.00;5242792.00;0.32;0.24;0.00;-1.00;0.00
12;0.00;5328876.00;0.60;0.24;0.01;-0.99;0.00
13;0.00;5414984.00;0.50;0.24;-0.00;-1.00;0.00
14;0.00;5501056.00;0.23;0.24;0.00;-0.99;0.00
15;0.00;5587184.00;0.40;0.20;0.00;-1.00;0.00
16;0.00;5673252.00;0.50;0.20;0.00;-0.99;0.00
17;0.00;5759348.00;0.51;0.20;0.00;-1.00;0.00
18;0.00;5845468.00;0.59;0.24;0.00;-1.00;0.00
19;0.00;5931544.00;0.33;0.24;-0.00;-1.00;0.00
20;0.00;6017632.00;0.43;0.24;0.00;-0.99;0.00
21;0.00;6103740.00;0.38;0.24;0.00;-1.00;0.00
22;0.00;6189836.00;0.32;0.24;0.00;-1.00;0.00
23;0.00;6275924.00;0.11;0.24;0.00;-1.00;0.00
24;0.00;6362020.00;0.34;0.24;0.00;-1.00;0.00
25;0.00;6448108.00;0.61;0.24;0.00;-0.99;0.00
26;0.00;6534200.00;0.51;0.24;0.00;-0.99;0.00
27;0.00;6706392.00;0.31;0.24;-0.00;-1.00;0.00
28;0.00;6792476.00;0.29;0.24;-0.00;-1.00;0.00
29;0.00;6878556.00;0.26;0.24;0.00;-1.00;0.00
30;0.00;6964628.00;0.35;0.24;0.00;-0.99;0.00
31;0.00;7050724.00;0.53;0.24;-0.00;-0.99;0.00
32;0.00;7136828.00;0.55;0.24;0.00;-1.00;0.00
33;0.00;7222920.00;0.43;0.24;-0.00;-1.00;0.00
34;0.00;7309008.00;0.41;0.24;0.00;-1.00;0.00
35;0.00;7395092.00;0.34;0.24;0.00;-1.00;0.00
36;0.00;7481192.00;0.39;0.24;0.00;-1.00;0.00
37;0.00;7567292.00;0.43;0.24;0.00;-1.00;0.00
38;0.00;7653372.00;0.45;0.24;0.00;-1.00;0.00
39;0.00;7739452.00;0.43;0.24;0.00;-0.99;0.00
40;0.00;7825548.00;0.34;0.24;0.00;-1.00;0.00
41;0.00;7911652.00;0.38;0.24;0.00;-1.00;0.00
42;0.00;7997760.00;0.65;0.24;0.00;-1.00;0.00
43;100.00;8083840.00;0.57;0.81;-0.09;-1.04;0.25
44;100.00;8169948.00;2.86;5.57;0.30;0.06;0.02
45;100.00;8256044.00;31.10;9.11;0.27;-0.57;0.07
46;100.00;8342124.00;186.63;11.67;-0.90;-0.92;0.21
47;0.00;8428232.00;400.27;6.91;0.02;-0.37;0.18
48;0.00;8514324.00;402.90;3.37;-0.21;-0.97;0.00
49;0.00;8600400.00;220.94;0.24;-0.14;-0.92;0.04
50;0.00;8686512.00;104.72;0.24;0.09;-0.99;0.05
51;0.00;8772588.00;58.35;0.24;0.05;-0.97;0.07
52;0.00;8858676.00;35.67;0.24;0.00;-0.96;0.06
53;100.00;8944780.00;24.48;4.51;0.50;-0.57;0.18
54;100.00;9030892.00;65.39;8.21;1.25;-1.10;0.05
