Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.44;0.00;-0.00;-1.04;-0.01
1;0.00;0.27;0.00;-0.01;-1.04;-0.01
2;0.00;0.28;0.00;-0.01;-1.04;-0.01
3;0.00;0.54;0.04;-0.01;-1.04;-0.01
4;0.00;0.40;0.04;-0.01;-1.04;-0.00
5;0.00;0.27;0.04;-0.01;-1.04;-0.01
6;0.00;0.40;0.00;-0.01;-1.04;-0.01
7;0.00;0.50;0.00;-0.00;-1.04;-0.01
8;0.00;0.36;0.00;-0.00;-1.04;-0.00
9;0.00;0.38;0.00;-0.01;-1.04;-0.01
10;0.00;0.31;0.00;-0.01;-1.04;-0.01
11;0.00;0.24;0.00;-0.01;-1.04;-0.01
12;0.00;0.30;0.00;-0.01;-1.04;-0.01
13;0.00;0.47;0.00;-0.00;-1.03;-0.00
14;0.00;0.29;0.00;-0.01;-1.04;-0.01
15;0.00;0.12;0.00;-0.01;-1.04;-0.00
16;0.00;0.05;0.00;-0.03;-1.04;-0.01
17;0.00;0.10;0.00;-0.01;-1.04;-0.01
18;0.00;0.26;0.00;-0.00;-1.04;-0.01
19;0.00;0.38;0.00;-0.00;-1.04;-0.00
20;0.00;0.22;0.00;-0.01;-1.04;-0.00
21;0.00;0.19;0.00;-0.01;-1.04;-0.01
22;0.00;0.33;0.00;-0.00;-1.04;-0.01
23;0.00;0.32;0.00;-0.01;-1.04;-0.01
24;0.00;0.41;0.00;-0.01;-1.04;-0.00
25;0.00;0.54;0.00;-0.01;-1.04;-0.01
26;0.00;0.30;0.00;-0.01;-1.04;-0.01
27;0.00;0.28;0.00;-0.00;-1.04;-0.01
28;0.00;0.39;0.00;-0.01;-1.04;-0.01
29;0.00;0.65;0.00;-0.01;-1.04;-0.00
30;0.00;0.47;0.00;-0.01;-1.04;-0.01
31;0.00;0.49;0.00;-0.00;-1.04;-0.01
32;0.00;0.53;0.00;-0.01;-1.04;-0.00
33;0.00;0.49;0.00;-0.01;-1.04;-0.00
34;0.00;0.45;0.00;-0.00;-1.04;-0.01
35;0.00;0.36;0.00;-0.01;-1.04;-0.01
36;0.00;0.25;0.00;-0.01;-1.04;-0.00
37;0.00;0.25;0.00;-0.00;-1.04;-0.01
38;0.00;0.34;0.00;-0.00;-1.04;-0.01
39;0.00;0.12;0.00;-0.01;-1.04;-0.01
40;0.00;0.13;0.00;-0.01;-1.04;-0.00
41;0.00;0.37;0.00;-0.00;-1.04;-0.01
42;0.00;0.30;0.00;-0.01;-1.04;-0.00
43;0.00;0.27;0.04;-0.01;-1.04;-0.01
