Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;2715852.00;0.40;0.24;0.00;-1.00;0.00
1;0.00;2801960.00;0.30;0.24;0.00;-0.99;0.00
2;0.00;2888088.00;0.38;0.24;-0.00;-1.00;0.00
3;0.00;2974216.00;0.45;0.24;0.00;-1.00;0.00
4;0.00;3060352.00;0.65;0.24;0.00;-1.00;0.00
5;0.00;3146472.00;0.59;0.24;-0.00;-1.00;0.00
6;0.00;3232596.00;0.52;0.24;0.00;-1.00;0.00
7;0.00;3318720.00;0.31;0.24;0.00;-1.00;0.00
8;0.00;3404852.00;0.34;0.24;0.00;-1.00;0.00
9;0.00;3490980.00;0.51;0.24;0.00;-1.01;0.00
10;0.00;3577124.00;0.41;0.24;0.00;-1.00;0.00
11;0.00;3663232.00;0.33;0.28;0.00;-0.99;0.00
12;0.00;3749364.00;0.36;0.28;0.00;-0.99;0.00
13;0.00;3835524.00;0.47;0.28;0.00;-1.00;0.00
14;0.00;3921632.00;0.41;0.24;0.00;-1.00;0.00
15;0.00;4007756.00;0.55;0.24;-0.00;-1.00;0.00
16;0.00;4093884.00;0.57;0.24;0.00;-1.00;0.00
17;0.00;4180028.00;0.29;0.24;-0.00;-1.00;0.00
18;0.00;4266156.00;0.40;0.24;-0.00;-1.00;0.00
19;0.00;4352288.00;0.46;0.24;0.00;-1.00;0.00
20;0.00;4438392.00;0.51;0.24;0.00;-0.99;0.00
21;0.00;4524532.00;0.45;0.24;0.00;-1.00;0.00
22;0.00;4610680.00;0.45;0.24;0.00;-1.00;0.00
23;0.00;4696816.00;0.50;0.24;-0.00;-1.00;0.00
24;0.00;4782940.00;0.50;0.24;0.00;-1.00;0.00
25;0.00;4869068.00;0.46;0.24;0.00;-1.00;0.00
26;0.00;4955224.00;0.60;0.24;0.00;-1.00;0.00
27;0.00;5041336.00;0.47;0.24;-0.00;-1.00;0.00
