Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.33;0.04;-0.01;-1.04;-0.01
1;0.00;0.38;0.08;-0.01;-1.04;-0.01
2;0.00;0.40;0.12;-0.01;-1.04;-0.02
3;0.00;0.49;0.12;-0.01;-1.04;-0.01
4;0.00;0.29;0.12;-0.00;-1.04;-0.01
5;0.00;0.37;0.12;-0.01;-1.04;-0.02
6;0.00;0.37;0.12;-0.01;-1.04;-0.01
7;0.00;0.36;0.12;-0.01;-1.04;-0.03
8;0.00;0.40;0.12;-0.00;-1.04;-0.01
9;0.00;0.36;0.12;-0.01;-1.04;-0.01
10;0.00;0.32;0.12;-0.01;-1.04;-0.01
11;0.00;0.34;0.12;-0.01;-1.04;-0.01
12;0.00;0.36;0.12;-0.01;-1.03;-0.01
13;0.00;0.43;0.12;-0.01;-1.04;-0.01
14;0.00;0.47;0.12;-0.01;-1.03;-0.01
15;0.00;0.49;0.16;-0.01;-1.04;-0.01
16;0.00;0.51;0.16;-0.01;-1.04;-0.01
17;0.00;0.49;0.16;-0.01;-1.04;-0.01
18;0.00;0.31;0.12;-0.01;-1.04;-0.01
19;0.00;0.39;0.12;-0.01;-1.04;-0.01
20;0.00;0.32;0.12;-0.01;-1.04;-0.01
21;0.00;0.19;0.12;-0.01;-1.04;-0.01
22;0.00;0.29;0.12;-0.01;-1.04;-0.01
23;0.00;0.36;0.12;-0.01;-1.04;-0.01
24;0.00;0.38;0.12;-0.01;-1.04;-0.01
25;0.00;0.43;0.12;-0.01;-1.04;-0.01
26;0.00;0.43;0.12;-0.01;-1.04;-0.01
27;0.00;0.30;0.12;-0.01;-1.04;-0.02
28;0.00;0.40;0.12;-0.01;-1.04;-0.01
29;0.00;0.32;0.12;-0.01;-1.04;-0.01
30;0.00;0.20;0.12;-0.01;-1.04;-0.01
31;0.00;0.30;0.12;-0.01;-1.04;-0.02
32;0.00;0.50;0.12;-0.01;-1.04;-0.01
33;0.00;0.33;0.12;-0.01;-1.04;-0.01
34;0.00;0.37;0.12;-0.01;-1.04;-0.01
35;0.00;0.51;0.12;-0.00;-1.04;-0.01
36;0.00;0.40;0.12;-0.01;-1.04;-0.01
37;0.00;0.17;0.12;-0.00;-1.04;-0.02
38;0.00;0.23;0.12;-0.01;-1.04;-0.01
39;0.00;0.39;0.12;-0.01;-1.05;-0.01
40;0.00;0.32;0.12;-0.01;-1.04;-0.01
41;0.00;0.44;0.12;-0.01;-1.04;-0.01
42;0.00;0.36;0.12;-0.00;-1.03;-0.01
43;0.00;0.38;0.12;-0.01;-1.04;-0.01
44;0.00;0.26;0.12;-0.01;-1.04;-0.01
45;0.00;0.14;0.12;-0.01;-1.04;-0.01
46;0.00;0.29;0.12;-0.01;-1.04;-0.01
47;0.00;0.45;0.12;-0.01;-1.04;-0.01
48;0.00;0.32;0.12;-0.01;-1.04;-0.01
49;0.00;0.49;0.12;-0.01;-1.04;-0.01
50;0.00;0.44;0.12;-0.01;-1.04;-0.00
51;0.00;0.41;0.12;-0.01;-1.04;-0.01
52;0.00;0.17;0.12;-0.01;-1.04;-0.02
53;0.00;0.10;0.12;-0.01;-1.04;-0.02
54;0.00;0.32;0.12;-0.01;-1.04;-0.01
55;0.00;0.27;0.12;-0.00;-1.04;-0.01
56;0.00;0.33;0.12;-0.00;-1.04;-0.01
57;0.00;0.25;0.12;-0.01;-1.04;-0.01
58;0.00;0.28;0.12;-0.01;-1.04;-0.01
59;0.00;0.32;0.12;-0.01;-1.04;-0.01
60;0.00;0.10;0.12;-0.01;-1.04;-0.01
61;0.00;0.39;0.12;-0.01;-1.03;-0.01
62;0.00;0.46;0.12;-0.01;-1.04;-0.01
63;0.00;0.29;0.12;-0.01;-1.04;-0.01
64;0.00;0.20;0.12;-0.01;-1.04;-0.01
65;0.00;0.16;0.12;-0.01;-1.04;-0.01
66;0.00;0.14;0.12;-0.01;-1.06;-0.01
67;0.00;0.26;0.12;-0.00;-1.04;-0.01
68;0.00;0.40;0.12;-0.01;-1.04;-0.02
69;0.00;0.42;0.12;-0.01;-1.04;-0.01
70;0.00;0.41;0.12;-0.01;-1.04;-0.01
71;0.00;0.14;0.12;-0.01;-1.04;-0.01
72;0.00;0.21;0.12;-0.01;-1.04;-0.02
73;0.00;0.35;0.12;-0.01;-1.04;-0.01
74;0.00;0.44;0.12;-0.01;-1.04;-0.02
75;0.00;0.31;0.12;-0.01;-1.04;-0.02
76;0.00;0.25;0.12;-0.01;-1.05;-0.02
77;0.00;0.23;0.12;-0.01;-1.04;-0.01
78;0.00;0.36;0.12;-0.01;-1.04;-0.01
79;40.00;0.34;0.16;-0.01;-1.04;-0.01
80;45.00;0.29;0.16;-0.01;-1.04;-0.01
81;50.00;0.04;0.20;0.00;-1.04;-0.07
82;55.00;0.18;0.24;-0.03;-1.06;0.01
83;60.00;1.46;0.32;0.05;-1.06;-0.03
84;65.00;6.34;0.40;0.05;-0.96;-0.01
85;70.00;14.36;0.52;-0.06;-1.04;0.02
86;75.00;26.55;0.73;-0.05;-1.10;-0.05
87;80.00;42.73;0.97;0.08;-0.96;0.00
88;85.00;59.79;1.22;0.23;-1.07;-0.06
89;90.00;77.94;1.54;-0.04;-1.00;0.15
90;95.00;100.45;1.87;0.09;-0.87;-0.13
91;100.00;125.57;2.36;0.13;-0.58;-0.13
92;105.00;149.58;2.88;0.04;-1.67;0.04
93;110.00;174.07;3.58;0.24;-1.56;0.06
94;115.00;200.68;4.02;-0.61;-0.59;-0.00
95;120.00;227.87;4.84;-1.22;-1.06;0.02
96;125.00;255.72;5.57;0.68;-0.78;-0.02
97;130.00;286.53;6.71;-0.20;-0.99;-0.03
98;135.00;316.08;7.60;0.87;-1.11;-0.11
99;140.00;345.07;8.26;0.77;-1.30;-0.10
100;140.00;372.28;9.03;1.38;-1.31;-0.18
101;135.00;386.92;8.78;1.44;-1.35;-0.05
102;130.00;385.63;8.30;-0.95;-1.41;0.06
103;125.00;369.52;7.08;0.46;-1.16;-0.00
104;120.00;340.67;5.98;-1.24;-1.28;0.00
105;115.00;310.59;5.04;0.45;-1.32;0.00
106;110.00;281.38;4.19;-0.81;-1.03;-0.01
107;105.00;250.45;3.82;-0.19;-1.52;0.00
108;100.00;223.83;3.41;-0.41;-0.70;-0.09
109;95.00;198.10;2.88;-0.30;-1.70;0.01
110;90.00;172.80;2.27;0.18;-0.80;-0.05
111;85.00;151.13;1.70;-0.11;-1.06;-0.01
112;80.00;131.65;1.30;0.24;-0.93;0.04
113;75.00;112.88;1.01;0.18;-1.13;-0.07
114;70.00;96.12;0.81;0.02;-0.92;0.05
115;65.00;81.52;0.65;0.12;-0.99;-0.03
116;60.00;69.06;0.48;0.10;-1.05;-0.05
117;55.00;57.75;0.40;-0.12;-1.03;-0.03
118;50.00;48.11;0.32;-0.14;-1.06;-0.18
119;45.00;38.88;0.24;0.07;-0.99;-0.03
120;40.00;27.26;0.16;-0.07;-1.02;0.05
121;0.00;20.06;0.12;-0.12;-1.06;0.01
122;0.00;15.13;0.12;0.07;-1.05;-0.07
123;0.00;11.76;0.12;0.05;-1.03;-0.05
124;0.00;9.31;0.12;-0.07;-1.04;0.00
125;0.00;7.80;0.12;-0.01;-1.04;0.00
126;0.00;6.45;0.12;0.03;-1.02;-0.02
127;0.00;5.46;0.12;-0.01;-1.03;-0.05
128;0.00;4.64;0.12;-0.03;-1.03;-0.00
129;0.00;4.10;0.12;-0.01;-1.03;0.03
130;0.00;3.80;0.12;0.00;-1.04;-0.03
