Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;6094168.00;0.43;0.24;0.00;-1.00;0.00
1;0.00;6180268.00;0.52;0.24;-0.00;-1.00;0.00
2;0.00;6266400.00;0.56;0.24;0.00;-1.00;0.01
3;0.00;6352524.00;0.35;0.24;0.00;-1.00;0.00
4;0.00;6438648.00;0.32;0.24;0.00;-1.00;0.00
5;0.00;6524768.00;0.41;0.24;0.00;-1.00;0.00
6;0.00;6610888.00;0.21;0.24;0.00;-1.00;0.00
7;0.00;6697012.00;0.36;0.24;0.00;-0.99;0.00
8;0.00;6783132.00;0.50;0.24;0.00;-0.99;0.00
9;0.00;6869264.00;0.58;0.24;0.00;-0.99;0.00
10;0.00;6955392.00;0.55;0.24;-0.00;-1.00;0.00
11;0.00;7041500.00;0.57;0.24;0.00;-1.00;0.00
12;0.00;7127620.00;0.42;0.24;0.00;-1.00;0.00
13;0.00;7213748.00;0.42;0.24;0.00;-1.00;0.00
14;0.00;7299884.00;0.32;0.24;-0.00;-1.00;0.00
15;0.00;7386008.00;0.39;0.24;0.00;-1.00;0.00
16;0.00;7472124.00;0.54;0.24;0.00;-1.00;0.00
17;0.00;7558252.00;0.42;0.28;0.00;-1.00;0.00
18;0.00;7644372.00;0.41;0.28;0.00;-1.00;0.00
19;0.00;7730504.00;0.46;0.28;-0.00;-1.01;0.01
20;0.00;7816616.00;0.47;0.24;0.00;-1.00;0.00
21;0.00;7902744.00;0.43;0.24;0.00;-1.00;0.00
22;0.00;7988864.00;0.33;0.24;-0.00;-1.00;0.00
23;0.00;8074984.00;0.42;0.24;0.00;-1.00;0.00
24;0.00;8161108.00;0.43;0.24;0.00;-1.00;0.00
25;0.00;8247224.00;0.41;0.24;0.00;-1.00;0.00
26;0.00;8333352.00;0.39;0.24;-0.00;-1.00;0.01
27;0.00;8419476.00;0.37;0.24;-0.00;-1.00;0.00
28;0.00;8505596.00;0.50;0.24;0.00;-1.00;0.00
29;0.00;8591712.00;0.51;0.24;0.00;-1.00;0.00
30;0.00;8677848.00;0.32;0.24;0.00;-1.00;0.00
31;0.00;8763964.00;0.27;0.24;0.00;-1.00;0.00
32;0.00;8850096.00;0.22;0.24;0.00;-1.00;0.00
33;0.00;8936248.00;0.33;0.24;0.00;-1.00;0.00
34;0.00;9022352.00;0.38;0.24;0.00;-1.00;0.00
35;0.00;9108480.00;0.39;0.24;-0.00;-1.01;0.00
36;0.00;9194608.00;0.40;0.24;0.00;-1.00;0.00
37;0.00;9280716.00;0.48;0.24;0.00;-0.99;0.00
38;0.00;9366856.00;0.41;0.24;0.01;-1.00;0.00
39;0.00;9452952.00;0.48;0.24;0.00;-0.99;0.00
40;0.00;9539072.00;0.47;0.24;0.00;-1.00;0.00
41;0.00;9625216.00;0.39;0.24;0.00;-1.00;0.01
42;0.00;9711332.00;0.38;0.24;0.00;-1.00;0.00
43;0.00;9797456.00;0.40;0.24;-0.00;-1.00;0.00
44;0.00;9883560.00;0.36;0.24;0.00;-0.99;0.00
45;0.00;9969692.00;0.49;0.24;0.00;-1.00;0.00
46;0.00;10055804.00;0.56;0.24;0.00;-0.99;0.00
47;0.00;10141932.00;0.37;0.24;0.00;-1.00;0.00
48;0.00;10228064.00;0.39;0.24;0.00;-1.00;0.00
49;0.00;10314180.00;0.27;0.24;0.00;-0.99;0.00
50;0.00;10400320.00;0.40;0.24;0.00;-1.00;0.00
51;0.00;10486436.00;0.43;0.24;0.00;-1.00;0.00
52;0.00;10572556.00;0.36;0.24;0.00;-1.00;0.00
53;0.00;10658680.00;0.36;0.24;-0.00;-1.00;0.00
54;0.00;10744808.00;0.51;0.24;0.00;-1.00;0.00
55;0.00;10830912.00;0.47;0.24;0.00;-0.99;0.00
56;0.00;10917040.00;0.35;0.24;0.00;-1.00;0.00
57;0.00;11003172.00;0.45;0.24;0.00;-1.00;0.00
58;0.00;11089276.00;0.29;0.24;0.00;-1.00;0.00
59;0.00;11175432.00;0.17;0.24;0.00;-1.00;0.00
60;0.00;11261524.00;0.26;0.24;0.00;-1.00;0.00
