Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.36;0.00;-0.01;-1.04;-0.01
1;0.00;0.43;0.00;-0.01;-1.04;-0.00
2;0.00;0.47;0.00;-0.01;-1.03;-0.00
3;0.00;0.43;0.00;-0.00;-1.04;-0.00
4;0.00;0.17;0.00;-0.01;-1.04;-0.00
5;0.00;0.12;0.00;-0.01;-1.04;-0.00
6;0.00;0.32;0.00;-0.00;-1.04;-0.01
7;0.00;0.32;0.00;-0.01;-1.04;-0.00
8;0.00;0.41;0.00;-0.01;-1.04;-0.00
9;0.00;0.25;0.00;-0.00;-1.04;-0.01
10;0.00;0.26;0.00;-0.01;-1.04;-0.01
11;0.00;0.41;0.00;-0.01;-1.04;-0.01
12;0.00;0.47;0.00;-0.00;-1.06;-0.01
13;0.00;0.45;0.00;-0.01;-1.04;-0.00
14;0.00;0.34;0.00;-0.01;-1.04;-0.01
15;0.00;0.26;0.00;-0.00;-1.04;-0.01
16;0.00;0.25;0.00;-0.00;-1.04;-0.00
17;0.00;0.43;0.00;-0.01;-1.04;-0.00
18;0.00;0.53;0.00;-0.00;-1.04;-0.00
19;0.00;0.40;0.00;-0.01;-1.04;-0.00
20;0.00;0.38;0.00;-0.01;-1.04;-0.00
21;0.00;0.38;0.00;-0.01;-1.04;-0.01
22;0.00;0.34;0.00;-0.01;-1.04;-0.01
23;0.00;0.29;0.00;-0.01;-1.04;-0.00
24;0.00;0.32;0.00;-0.00;-1.04;-0.01
25;0.00;0.32;0.00;-0.01;-1.04;-0.00
26;0.00;0.30;0.00;-0.00;-1.04;-0.01
27;0.00;0.27;0.00;-0.01;-1.04;-0.00
28;0.00;0.08;0.00;-0.00;-1.03;-0.00
29;0.00;0.21;0.00;-0.00;-1.04;-0.01
30;0.00;0.49;0.00;-0.00;-1.04;-0.00
31;0.00;0.41;0.00;-0.00;-1.04;-0.01
32;0.00;0.51;0.00;-0.00;-1.03;-0.00
33;0.00;0.52;0.00;-0.00;-1.04;-0.01
34;0.00;0.47;0.00;-0.00;-1.04;-0.01
35;0.00;0.25;0.00;-0.00;-1.04;-0.00
36;0.00;0.34;0.00;-0.00;-1.04;-0.01
37;0.00;0.47;0.00;-0.01;-1.04;-0.01
38;0.00;0.54;0.00;-0.01;-1.04;-0.01
39;0.00;0.49;0.00;-0.00;-1.04;-0.01
40;0.00;0.35;0.00;-0.00;-1.04;-0.00
41;0.00;0.47;0.00;-0.01;-1.04;-0.01
42;0.00;0.30;0.00;-0.01;-1.04;-0.00
43;0.00;0.25;0.00;-0.01;-1.04;-0.01
44;0.00;0.22;0.00;-0.01;-1.04;-0.01
45;0.00;0.19;0.00;-0.01;-1.04;-0.01
46;0.00;0.25;0.00;-0.00;-1.04;-0.00
47;0.00;0.27;0.00;-0.01;-1.04;-0.01
48;0.00;0.31;0.00;-0.00;-1.04;-0.01
49;0.00;0.32;0.00;-0.01;-1.04;-0.01
50;0.00;0.38;0.00;-0.01;-1.04;-0.00
51;0.00;0.38;0.00;-0.00;-1.04;-0.00
52;0.00;0.43;0.00;-0.01;-1.04;-0.01
53;0.00;0.39;0.00;-0.01;-1.04;-0.00
54;0.00;0.42;0.00;-0.00;-1.06;-0.00
55;0.00;0.32;0.00;-0.00;-1.04;-0.00
56;0.00;0.11;0.00;-0.00;-1.03;-0.00
57;0.00;0.13;0.00;-0.01;-1.05;-0.01
58;0.00;0.22;0.00;-0.01;-1.04;-0.01
59;0.00;0.29;0.00;-0.01;-1.04;-0.01
60;0.00;0.18;0.00;-0.00;-1.03;-0.00
61;0.00;0.44;0.00;-0.01;-1.04;-0.01
62;0.00;0.38;0.00;-0.00;-1.05;-0.01
63;0.00;0.24;0.00;-0.00;-1.04;-0.01
64;0.00;0.42;0.00;-0.00;-1.04;-0.00
65;0.00;0.31;0.00;-0.01;-1.04;-0.00
66;0.00;0.04;0.00;-0.01;-1.04;-0.01
67;0.00;0.11;0.00;-0.00;-1.04;-0.00
68;0.00;0.16;0.12;-0.01;-1.04;-0.01
69;0.00;0.30;0.00;-0.01;-1.04;-0.01
70;0.00;0.39;0.00;-0.01;-1.04;-0.00
71;0.00;0.27;0.00;-0.00;-1.04;-0.00
72;40.00;0.14;0.00;-0.01;-1.03;-0.01
73;45.00;0.38;0.00;-0.00;-1.03;-0.00
74;50.00;0.49;0.24;-0.00;-1.06;-0.01
75;55.00;0.51;0.24;-0.00;-0.97;0.05
76;60.00;0.88;0.36;0.05;-1.01;-0.01
77;65.00;4.66;0.36;0.08;-1.08;-0.04
78;70.00;14.00;0.61;-0.12;-1.07;0.01
79;75.00;26.54;0.73;-0.12;-1.27;0.06
80;80.00;41.80;1.10;0.19;-1.01;0.02
81;85.00;59.87;1.46;0.22;-0.99;-0.05
82;90.00;78.15;1.95;0.22;-0.72;-0.13
83;95.00;98.15;1.95;-0.26;-1.27;0.03
84;100.00;122.63;2.32;-0.34;-0.93;-0.66
85;105.00;146.47;3.54;-0.02;-1.36;0.02
