Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3166120.00;0.58;0.24;-0.00;-1.00;0.00
1;0.00;3252208.00;0.46;0.24;0.00;-1.00;0.00
2;0.00;3338300.00;0.42;0.24;0.00;-0.99;0.00
3;0.00;3424404.00;0.43;0.24;0.00;-1.00;0.00
4;0.00;3510500.00;0.47;0.24;-0.00;-1.00;0.00
5;0.00;3596604.00;0.21;0.24;-0.00;-1.00;0.00
6;0.00;3682680.00;0.27;0.24;0.00;-0.99;0.00
7;0.00;3768792.00;0.35;0.24;0.00;-1.00;0.00
8;0.00;3854892.00;0.28;0.24;0.00;-1.00;0.00
9;0.00;3941012.00;0.51;0.24;-0.00;-1.00;0.00
10;0.00;4027104.00;0.60;0.24;0.00;-1.00;0.00
11;0.00;4113184.00;0.44;0.24;0.00;-0.99;0.00
12;0.00;4199300.00;0.64;0.24;-0.00;-1.00;0.00
13;0.00;4285380.00;0.53;0.24;0.00;-0.99;0.00
14;0.00;4371492.00;0.54;0.24;0.00;-1.00;0.00
15;0.00;4457596.00;0.62;0.24;0.00;-1.00;0.00
16;0.00;4543680.00;0.38;0.24;0.00;-0.99;0.00
17;0.00;4629800.00;0.45;0.24;-0.00;-1.00;0.00
18;0.00;4715896.00;0.45;0.24;-0.00;-1.00;0.00
19;0.00;4801976.00;0.51;0.24;0.00;-1.00;0.00
20;0.00;4888080.00;0.64;0.24;-0.00;-1.00;0.00
21;0.00;4974188.00;0.40;0.24;-0.00;-1.00;0.00
22;0.00;5060276.00;0.41;0.24;0.00;-1.00;0.00
23;0.00;5146380.00;0.48;0.24;0.00;-1.00;0.00
24;0.00;5232484.00;0.32;0.24;0.00;-1.00;0.00
25;0.00;5318592.00;0.41;0.24;0.00;-1.00;0.00
26;0.00;5404704.00;0.49;0.24;0.01;-1.00;0.00
27;0.00;5490796.00;0.31;0.24;0.00;-0.99;0.00
28;0.00;5576908.00;0.43;0.24;0.00;-1.00;0.00
29;0.00;5662996.00;0.58;0.24;0.00;-1.00;0.00
30;0.00;5749084.00;0.49;0.24;0.00;-1.00;0.00
31;0.00;5835180.00;0.42;0.24;0.00;-1.00;0.00
32;0.00;5921284.00;0.36;0.24;0.00;-0.99;0.00
33;0.00;6007388.00;0.27;0.24;0.00;-1.00;0.00
34;0.00;6093492.00;0.45;0.24;0.00;-1.00;0.00
35;0.00;6179584.00;0.42;0.24;0.00;-1.00;0.00
36;0.00;6265676.00;0.33;0.24;0.00;-0.99;0.00
37;0.00;6351772.00;0.47;0.24;0.00;-0.99;0.00
38;0.00;6437884.00;0.53;0.24;0.00;-1.00;0.00
39;0.00;6523968.00;0.38;0.24;0.00;-0.99;0.00
40;0.00;6610080.00;0.40;0.24;0.00;-1.00;0.00
41;0.00;6696192.00;0.42;0.28;-0.00;-1.00;0.00
42;0.00;6782284.00;0.30;0.28;0.00;-1.00;0.00
43;0.00;6868356.00;0.43;0.28;0.00;-0.99;0.00
44;0.00;6954468.00;0.46;0.24;0.00;-1.00;0.00
45;0.00;7040572.00;0.52;0.24;-0.00;-1.00;0.00
46;0.00;7126664.00;0.41;0.24;0.00;-1.00;0.00
47;0.00;7212756.00;0.47;0.24;0.00;-1.00;0.00
48;0.00;7298848.00;0.29;0.24;-0.00;-1.00;0.00
49;0.00;7384952.00;0.28;0.24;0.00;-1.00;0.00
50;0.00;7471024.00;0.34;0.24;0.00;-0.99;0.00
51;0.00;7557148.00;0.45;0.24;0.00;-1.00;0.00
52;0.00;7643228.00;0.53;0.24;0.00;-1.00;0.00
53;0.00;7729332.00;0.49;0.24;-0.00;-1.00;0.00
54;0.00;7815444.00;0.56;0.24;0.00;-1.00;0.00
55;0.00;7901524.00;0.60;0.24;-0.00;-1.00;0.00
56;0.00;7987604.00;0.47;0.24;0.00;-0.99;0.00
57;0.00;8073708.00;0.51;0.24;0.00;-1.00;0.00
58;0.00;8159788.00;0.43;0.24;0.00;-0.99;0.00
59;0.00;8245884.00;0.45;0.24;0.00;-0.99;0.00
60;0.00;8331988.00;0.45;0.24;0.00;-1.00;0.00
61;0.00;8418092.00;0.50;0.24;-0.00;-1.00;0.00
62;0.00;8504184.00;0.46;0.24;0.00;-1.00;0.00
63;0.00;8590268.00;0.42;0.24;0.00;-1.00;0.00
64;0.00;8676360.00;0.49;0.24;0.00;-0.99;0.00
65;0.00;8762460.00;0.46;0.24;0.00;-1.00;0.00
66;0.00;8848556.00;0.33;0.24;0.00;-1.00;0.00
67;0.00;8934648.00;0.31;0.24;0.00;-0.99;0.00
