Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.58;0.04;-0.01;-1.04;-0.02
1;0.00;0.60;0.08;-0.01;-1.04;-0.02
2;0.00;0.47;0.12;-0.01;-1.04;-0.01
3;0.00;0.34;0.12;-0.00;-1.04;-0.01
4;0.00;0.58;0.12;-0.01;-1.04;-0.02
5;0.00;0.64;0.12;-0.00;-1.04;-0.01
6;0.00;0.48;0.12;-0.00;-1.04;-0.01
7;0.00;0.53;0.12;-0.01;-1.05;-0.02
8;0.00;0.47;0.12;-0.01;-1.04;-0.01
9;0.00;0.34;0.12;-0.01;-1.04;-0.01
10;0.00;0.25;0.12;-0.01;-1.04;-0.01
11;0.00;0.35;0.12;-0.01;-1.04;-0.01
12;0.00;0.44;0.12;-0.01;-1.04;-0.02
13;0.00;0.53;0.16;-0.01;-1.04;-0.02
14;0.00;0.50;0.16;-0.01;-1.04;-0.01
15;0.00;0.59;0.16;-0.00;-1.04;-0.01
16;0.00;0.47;0.12;-0.01;-1.04;-0.01
17;0.00;0.21;0.12;-0.01;-1.04;-0.02
18;0.00;0.15;0.12;-0.01;-1.04;-0.02
19;0.00;0.22;0.12;-0.01;-1.04;-0.01
20;0.00;0.35;0.12;-0.00;-1.04;-0.01
21;0.00;0.40;0.12;-0.00;-1.04;-0.01
22;0.00;0.40;0.12;-0.01;-1.04;-0.01
23;0.00;0.34;0.12;-0.01;-1.04;-0.01
24;0.00;0.35;0.12;-0.01;-1.04;-0.01
25;0.00;0.21;0.12;-0.00;-1.04;-0.01
26;0.00;0.36;0.12;-0.01;-1.04;-0.02
27;0.00;0.50;0.12;-0.01;-1.04;-0.01
28;0.00;0.40;0.12;-0.01;-1.04;-0.02
29;0.00;0.39;0.12;-0.01;-1.04;-0.02
30;0.00;0.46;0.12;-0.01;-1.04;-0.02
31;0.00;0.53;0.12;-0.00;-1.04;-0.01
32;0.00;0.36;0.12;-0.00;-1.03;-0.01
33;0.00;0.25;0.12;-0.00;-1.04;-0.01
34;0.00;0.35;0.12;-0.01;-1.04;-0.01
35;0.00;0.23;0.12;-0.01;-1.04;-0.01
36;0.00;0.28;0.12;-0.01;-1.03;-0.02
37;0.00;0.39;0.12;-0.00;-1.04;-0.01
