Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0;2612032.00;0;0.20;-0.00;-1.00;0.00
1;100;2698156.00;0;0.40;0.03;-1.06;0.16
2;100;2784252.00;3;5.61;-0.24;-0.06;0.10
3;0;2870372.00;30;5.57;-0.45;-0.94;0.27
4;100;2956476.00;118;9.68;0.93;-0.45;0.14
5;0;3042612.00;202;4.47;-0.57;-1.08;0.19
6;100;3128704.00;316;8.26;-0.08;-0.81;0.17
7;0;3214828.00;298;3.98;0.35;-0.98;0.32
8;100;3300936.00;332;7.48;0.49;-0.55;0.04
9;0;3387064.00;308;3.74;-0.19;-1.12;0.14
10;100;3473172.00;364;7.08;1.37;-0.64;0.03
11;0;3559288.00;310;3.54;-0.20;-1.06;0.08
12;100;3645384.00;328;7.52;1.42;-0.38;0.06
13;0;3731504.00;266;4.19;-0.66;-1.09;0.15
