Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3095868.00;0.31;0.24;0.00;-1.00;0.00
1;0.00;3181956.00;0.38;0.28;0.00;-1.00;0.00
2;0.00;3268080.00;0.43;0.28;0.00;-1.00;0.00
3;0.00;3354204.00;0.45;0.28;-0.00;-1.00;0.00
4;0.00;3440304.00;0.35;0.28;0.00;-1.00;0.00
5;0.00;3526416.00;0.31;0.28;0.00;-0.99;0.00
6;0.00;3612528.00;0.40;0.28;0.00;-1.00;0.00
7;0.00;3698620.00;0.32;0.24;0.00;-1.00;0.00
8;0.00;3784740.00;0.25;0.24;0.00;-1.00;0.00
9;0.00;3870844.00;0.23;0.24;0.00;-1.00;0.00
10;0.00;3956940.00;0.47;0.24;0.00;-0.99;0.00
11;0.00;4043064.00;0.41;0.24;0.00;-1.00;0.00
12;0.00;4129160.00;0.37;0.24;0.00;-1.00;0.00
13;0.00;4215268.00;0.47;0.24;0.00;-1.00;0.00
14;0.00;4301372.00;0.29;0.24;0.00;-1.00;0.00
15;0.00;4387480.00;0.46;0.24;0.00;-1.00;0.00
16;0.00;4473584.00;0.58;0.24;-0.00;-1.00;0.00
17;0.00;4559684.00;0.42;0.24;0.00;-0.99;0.00
18;0.00;4645796.00;0.35;0.24;0.00;-1.00;0.00
19;0.00;4731900.00;0.30;0.24;0.00;-1.00;0.00
20;0.00;4818004.00;0.29;0.24;0.00;-1.00;0.00
21;0.00;4904088.00;0.16;0.24;0.00;-0.99;0.00
22;0.00;4990228.00;0.20;0.28;0.00;-1.00;0.00
