Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0;3472684.00;0;0.20;-0.00;-1.00;0.00
1;0;3558768.00;1;0.24;-0.00;-1.00;0.00
2;0;3644876.00;0;0.24;0.00;-1.00;0.00
3;1;3730976.00;0;0.20;0.00;-1.00;0.00
4;2;3817084.00;1;0.20;-0.00;-1.00;0.00
5;3;3903200.00;1;0.16;0.00;-1.00;0.01
6;4;3989308.00;1;0.16;0.00;-1.00;0.01
7;5;4075400.00;0;0.12;-0.00;-1.00;0.00
8;6;4161496.00;1;0.12;-0.00;-1.00;0.00
9;7;4247596.00;1;0.16;0.00;-0.99;0.00
10;8;4333700.00;1;0.20;-0.00;-1.00;0.00
11;9;4419812.00;1;0.20;-0.00;-1.00;0.00
12;10;4505912.00;0;0.20;-0.00;-1.00;0.00
13;11;4592000.00;1;0.20;0.00;-1.00;0.00
14;12;4678108.00;1;0.24;0.00;-0.99;0.00
15;13;4764208.00;1;0.24;-0.00;-1.00;0.00
16;14;4850308.00;1;0.24;0.00;-0.99;0.00
17;15;4936456.00;1;0.20;0.00;-1.00;0.00
18;16;5022528.00;1;0.20;-0.00;-0.99;0.00
19;17;5108644.00;1;0.16;-0.00;-1.00;0.00
20;18;5194732.00;1;0.20;-0.01;-1.00;0.00
21;19;5280852.00;1;0.20;-0.00;-1.00;0.01
22;20;5366944.00;1;0.20;-0.00;-1.00;0.00
23;21;5453048.00;1;0.20;-0.00;-1.00;0.00
24;22;5539144.00;1;0.20;0.00;-1.00;0.00
25;23;5625240.00;1;0.24;-0.00;-1.00;0.00
26;24;5711344.00;1;0.24;-0.00;-1.00;0.00
27;25;5797448.00;1;0.24;-0.00;-1.00;0.00
28;26;5883544.00;0;0.24;0.00;-1.00;0.00
29;27;5969652.00;1;0.20;0.00;-1.00;0.00
30;28;6055752.00;1;0.28;-0.00;-1.00;0.01
31;29;6141856.00;1;0.36;-0.00;-1.05;0.02
32;30;6227936.00;4;0.48;-0.00;-0.99;0.00
33;31;6314052.00;11;0.52;-0.12;-1.04;0.11
34;32;6400152.00;20;0.61;0.11;-0.98;0.00
35;33;6486264.00;34;0.77;0.14;-0.97;0.03
36;34;6572364.00;47;0.93;-0.21;-0.95;0.00
