Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;2904692.00;0.33;0.12;0.00;-1.00;0.00
1;0.00;2990808.00;0.38;0.12;0.00;-1.00;0.00
2;0.00;3076908.00;0.39;0.12;0.00;-1.00;0.00
3;0.00;3163016.00;0.39;0.12;0.00;-1.00;0.00
4;0.00;3249116.00;0.49;0.12;0.00;-1.00;0.00
5;0.00;3335228.00;0.50;0.12;-0.00;-1.00;0.00
6;0.00;3421344.00;0.38;0.12;-0.00;-1.00;0.00
7;0.00;3507448.00;0.43;0.12;0.00;-1.00;0.00
8;0.00;3593552.00;0.55;0.12;0.00;-1.00;0.00
9;0.00;3679648.00;0.55;0.12;-0.00;-1.01;0.00
10;5.00;3765772.00;0.62;0.12;0.00;-1.00;0.00
11;5.00;3851872.00;0.36;0.12;0.00;-1.00;0.00
12;5.00;3937980.00;0.33;0.12;0.00;-1.00;0.00
13;5.00;4024072.00;0.45;0.12;0.00;-0.99;0.01
14;5.00;4110192.00;0.56;0.12;0.00;-1.00;0.00
15;5.00;4196276.00;0.41;0.12;0.00;-0.99;0.00
16;5.00;4282408.00;0.45;0.12;0.00;-1.00;0.00
17;5.00;4368504.00;0.55;0.12;0.00;-1.00;0.01
18;5.00;4454612.00;0.41;0.12;0.00;-0.99;0.00
19;5.00;4540736.00;0.44;0.12;0.00;-1.00;0.00
20;5.00;4626820.00;0.38;0.12;0.00;-0.99;0.00
21;5.00;4712948.00;0.47;0.12;0.00;-1.00;0.00
22;5.00;4799036.00;0.58;0.12;0.00;-1.00;0.00
23;5.00;4885164.00;0.43;0.12;0.00;-1.00;0.00
24;5.00;4971268.00;0.46;0.12;0.00;-1.00;0.00
25;6.00;5057384.00;0.50;0.12;0.00;-1.00;0.00
26;6.00;5143488.00;0.38;0.12;0.00;-1.00;0.00
27;6.00;5229620.00;0.53;0.12;-0.00;-1.00;0.00
28;6.00;5315724.00;0.42;0.12;0.00;-1.00;0.00
29;6.00;5401844.00;0.44;0.12;0.00;-1.00;0.00
30;6.00;5487936.00;0.36;0.12;0.00;-0.99;0.00
31;6.00;5574048.00;0.28;0.12;0.00;-1.00;0.00
32;6.00;5660156.00;0.36;0.12;0.00;-1.00;0.00
33;6.00;5746272.00;0.38;0.12;-0.00;-1.00;0.00
34;6.00;5832376.00;0.35;0.12;0.00;-0.99;0.00
35;6.00;5918496.00;0.42;0.12;-0.00;-1.00;0.00
36;6.00;6004608.00;0.53;0.12;0.00;-1.00;0.00
37;6.00;6090712.00;0.63;0.12;0.00;-1.00;0.00
38;6.00;6176816.00;0.49;0.12;0.00;-0.99;0.00
39;7.00;6262932.00;0.42;0.12;0.00;-1.00;0.00
40;7.00;6349052.00;0.37;0.12;0.00;-1.00;0.00
41;7.00;6435164.00;0.53;0.12;0.00;-1.00;0.00
42;7.00;6521268.00;0.55;0.12;-0.00;-1.00;0.00
43;7.00;6607384.00;0.60;0.12;0.00;-1.00;0.00
44;7.00;6693508.00;0.72;0.12;0.00;-1.00;0.00
45;7.00;6779600.00;0.61;0.12;0.00;-1.00;0.00
46;7.00;6865708.00;0.41;0.12;0.00;-0.99;0.00
47;7.00;6951828.00;0.26;0.12;0.00;-1.00;0.00
48;7.00;7037948.00;0.32;0.12;0.00;-1.00;0.00
49;7.00;7124060.00;0.37;0.12;0.00;-1.00;0.00
