Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00
1;-1.00;0.51;-0.00;-0.00;-1.04;-0.01
2;0.00;0.52;-0.01;-0.00;-1.04;-0.01
3;0.00;0.30;-0.01;-0.00;-1.04;-0.01
4;0.00;0.30;-0.02;-0.00;-1.04;-0.00
5;0.00;0.39;-0.02;-0.00;-1.04;-0.01
6;0.00;0.34;-0.02;-0.01;-1.04;-0.01
7;0.00;0.54;-0.03;-0.01;-1.04;-0.01
8;0.00;0.46;-0.03;-0.01;-1.04;-0.01
9;0.00;0.47;-0.04;-0.00;-1.04;-0.01
10;0.00;0.48;-0.04;-0.00;-1.04;-0.00
11;0.00;0.45;-0.04;-0.00;-1.04;-0.01
12;0.00;0.38;-0.05;-0.00;-1.04;-0.00
13;0.00;0.36;-0.05;-0.00;-1.04;-0.01
14;0.00;0.36;-0.06;-0.00;-1.03;-0.01
15;0.00;0.54;-0.06;-0.01;-1.04;-0.01
16;0.00;0.48;-0.06;-0.01;-1.04;-0.01
17;0.00;0.45;-0.07;-0.00;-1.04;-0.01
18;0.00;0.37;-0.07;-0.00;-1.04;-0.00
19;0.00;0.34;-0.07;-0.00;-1.04;-0.01
20;0.00;0.49;-0.08;-0.00;-1.04;-0.01
21;0.00;0.54;-0.08;-0.00;-1.04;-0.01
22;0.00;0.50;-0.08;-0.00;-1.04;-0.01
23;0.00;0.53;-0.09;-0.00;-1.04;-0.01
24;0.00;0.34;-0.09;0.00;-1.03;-0.00
25;0.00;0.36;-0.09;-0.00;-1.04;-0.01
26;0.00;0.40;-0.10;-0.00;-1.04;-0.01
27;0.00;0.58;-0.10;-0.00;-1.04;-0.01
28;0.00;0.40;-0.11;-0.00;-1.04;-0.01
29;0.00;0.59;-0.11;-0.00;-1.03;-0.01
30;0.00;0.52;-0.11;-0.00;-1.04;-0.01
31;0.00;0.43;-0.11;-0.00;-1.04;-0.01
32;0.00;0.57;-0.11;-0.00;-1.04;-0.01
33;0.00;0.66;-0.11;-0.00;-1.04;-0.01
34;0.00;0.59;-0.11;-0.00;-1.04;-0.00
35;0.00;0.44;-0.11;-0.00;-1.05;-0.02
36;0.00;0.58;-0.11;-0.00;-1.03;-0.00
37;0.00;0.54;-0.11;-0.00;-1.04;-0.01
38;0.00;0.46;-0.11;-0.00;-1.04;-0.01
39;0.00;0.38;-0.11;-0.00;-1.03;-0.01
40;0.00;0.47;-0.11;-0.00;-1.04;-0.00
41;0.00;0.53;-0.11;-0.00;-1.03;-0.00
42;0.00;0.64;-0.11;-0.00;-1.04;-0.01
43;0.00;0.56;-0.11;-0.00;-1.03;-0.01
44;0.00;0.43;-0.11;-0.00;-1.04;-0.01
45;0.00;0.58;-0.11;-0.00;-1.03;-0.00
46;0.00;0.75;-0.10;-0.01;-1.04;-0.00
47;0.00;0.65;-0.08;-0.01;-1.04;-0.04
48;0.00;1.92;-0.07;0.12;-1.08;0.00
49;0.00;7.35;-0.06;0.04;-0.97;-0.02
50;0.00;14.97;-0.05;0.01;-1.06;-0.02
51;1.00;20.78;-0.03;0.08;-0.99;0.00
52;2.00;24.63;-0.03;0.04;-1.04;0.01
53;3.00;27.12;-0.02;0.02;-1.02;-0.03
54;4.00;28.50;-0.01;0.10;-0.98;-0.02
55;5.00;29.34;0.00;0.11;-1.04;-0.03
56;6.00;30.29;0.01;-0.10;-0.98;-0.00
57;7.00;32.96;0.03;0.06;-1.04;0.01
58;8.00;36.41;0.04;-0.10;-1.07;-0.00
59;9.00;39.06;0.05;0.10;-1.03;-0.07
60;10.00;40.62;0.07;-0.08;-1.03;-0.00
61;11.00;41.32;0.08;0.00;-1.02;0.01
62;12.00;41.69;0.09;0.06;-1.01;-0.03
63;13.00;42.05;0.11;-0.12;-1.04;-0.01
64;14.00;42.29;0.12;0.00;-1.02;0.01
65;15.00;42.38;0.14;0.11;-0.96;-0.07
66;16.00;43.33;0.16;0.06;-1.00;-0.00
67;17.00;45.88;0.19;0.03;-1.12;-0.00
68;18.00;49.44;0.21;0.16;-1.05;-0.05
69;19.00;54.46;0.23;-0.14;-1.02;0.01
70;20.00;59.15;0.26;0.09;-1.00;0.04
71;21.00;61.14;0.28;0.00;-1.01;-0.06
72;22.00;61.97;0.30;-0.06;-1.08;0.03
73;23.00;62.41;0.33;0.17;-1.03;-0.07
74;24.00;62.53;0.35;-0.18;-1.12;-0.01
75;25.00;62.32;0.37;0.15;-0.99;-0.01
76;26.00;62.28;0.38;-0.11;-1.00;0.00
77;27.00;63.40;0.40;0.17;-1.08;-0.07
78;28.00;67.05;0.41;-0.06;-1.07;0.02
79;29.00;69.39;0.43;-0.25;-1.10;0.02
80;30.00;69.95;0.44;0.20;-1.07;-0.07
81;31.00;70.10;0.45;0.00;-0.93;0.03
82;32.00;70.02;0.47;-0.18;-1.11;-0.04
83;33.00;70.15;0.49;-0.00;-1.00;-0.01
84;34.00;70.28;0.50;0.17;-0.93;-0.00
85;35.00;70.05;0.51;-0.13;-1.08;-0.02
86;36.00;70.04;0.52;-0.04;-0.96;0.02
87;37.00;69.83;0.53;0.17;-1.03;-0.05
88;38.00;69.73;0.55;-0.01;-0.97;-0.01
89;39.00;69.78;0.56;-0.24;-1.15;0.07
90;40.00;69.82;0.57;0.10;-0.89;-0.05
91;41.00;71.27;0.60;-0.22;-1.46;0.02
92;42.00;78.50;0.64;-0.17;-0.96;-0.03
93;43.00;88.10;0.66;0.02;-1.14;0.04
94;44.00;97.20;0.69;0.19;-0.66;-0.08
95;46.00;102.68;0.73;0.22;-0.87;-0.00
96;-1.00;102.91;0.75;0.06;-0.98;-0.07
97;47.00;102.98;0.77;-0.24;-1.06;0.10
98;48.00;103.15;0.79;0.24;-0.64;-0.05
99;49.00;103.27;0.81;0.08;-0.64;-0.09
100;50.00;103.42;0.83;-0.33;-1.18;0.08
101;51.00;103.61;0.85;0.21;-0.92;-0.04
102;52.00;103.21;0.87;0.05;-0.71;-0.08
103;53.00;102.96;0.89;-0.35;-1.16;0.08
104;54.00;102.74;0.91;0.25;-0.70;-0.06
105;55.00;102.55;0.93;0.00;-0.85;-0.05
106;56.00;102.73;0.95;-0.26;-1.06;0.14
107;57.00;103.52;0.97;-0.17;-1.19;0.08
108;58.00;108.43;0.99;-0.11;-1.31;0.03
109;59.00;113.44;1.01;-0.02;-1.14;0.02
110;60.00;114.58;1.04;0.04;-1.14;0.00
111;61.00;114.34;1.06;0.06;-1.16;-0.07
112;62.00;113.85;1.09;0.11;-1.14;-0.03
113;63.00;113.78;1.12;0.19;-1.01;-0.10
114;64.00;114.16;1.14;0.21;-0.86;-0.15
115;65.00;114.49;1.16;0.18;-0.94;-0.18
116;66.00;114.66;1.19;0.32;-0.87;-0.19
117;67.00;114.64;1.21;0.26;-0.81;-0.16
118;68.00;114.35;1.24;0.25;-0.76;-0.19
119;69.00;114.13;1.25;0.28;-0.91;-0.18
120;70.00;114.49;1.27;0.26;-0.84;-0.17
121;71.00;114.53;1.27;0.29;-0.85;-0.19
122;72.00;116.06;1.29;-0.05;-1.17;0.00
123;73.00;121.78;1.30;-0.35;-1.28;0.14
124;74.00;124.94;1.32;0.17;-0.66;-0.11
125;75.00;127.61;1.36;-0.31;-1.47;0.18
126;76.00;134.57;1.38;0.17;-0.70;-0.23
127;77.00;138.51;1.41;-0.08;-1.28;0.26
128;78.00;139.50;1.44;0.13;-0.84;-0.24
