Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.53;0.04;-0.00;-1.03;-0.01
1;0.00;0.32;0.08;-0.01;-1.04;-0.01
2;0.00;0.24;0.12;-0.01;-1.04;-0.02
3;0.00;0.28;0.12;-0.01;-1.04;-0.01
4;0.00;0.15;0.12;-0.01;-1.04;-0.02
5;0.00;0.33;0.12;-0.00;-1.03;-0.01
6;0.00;0.56;0.12;-0.01;-1.04;-0.02
7;0.00;0.59;0.16;-0.01;-1.03;-0.01
8;0.00;0.63;0.16;-0.01;-1.04;-0.01
9;0.00;0.46;0.16;-0.01;-1.04;-0.01
10;0.00;0.48;0.12;-0.01;-1.04;-0.02
11;0.00;0.30;0.12;-0.01;-1.04;-0.01
12;0.00;0.33;0.12;-0.01;-1.04;-0.01
13;0.00;0.38;0.12;-0.01;-1.04;-0.01
14;0.00;0.48;0.12;-0.01;-1.04;-0.01
15;0.00;0.56;0.12;-0.01;-1.04;-0.01
16;0.00;0.62;0.12;-0.01;-1.04;-0.01
17;0.00;0.64;0.12;-0.01;-1.04;-0.02
18;0.00;0.39;0.12;-0.00;-1.04;-0.01
19;0.00;0.36;0.12;-0.01;-1.04;-0.01
20;0.00;0.44;0.12;-0.00;-1.04;-0.01
21;0.00;0.41;0.12;-0.01;-1.04;-0.01
22;0.00;0.47;0.12;-0.00;-1.03;-0.01
23;0.00;0.56;0.12;-0.00;-1.03;-0.01
24;0.00;0.41;0.12;-0.01;-1.04;-0.01
25;0.00;0.37;0.12;-0.01;-1.04;-0.01
26;0.00;0.39;0.12;-0.01;-1.04;-0.01
27;0.00;0.48;0.12;-0.01;-1.04;-0.02
28;0.00;0.41;0.12;-0.01;-1.04;-0.01
29;0.00;0.31;0.12;-0.01;-1.04;-0.01
30;0.00;0.32;0.12;-0.01;-1.04;-0.01
31;0.00;0.55;0.12;-0.01;-1.04;-0.01
32;0.00;0.48;0.12;-0.01;-1.04;-0.01
33;0.00;0.38;0.12;-0.01;-1.04;-0.02
34;0.00;0.43;0.12;-0.01;-1.04;-0.01
35;0.00;0.66;0.12;-0.01;-1.04;-0.02
36;0.00;0.61;0.12;-0.01;-1.04;-0.01
37;0.00;0.43;0.12;-0.01;-1.04;-0.01
38;0.00;0.23;0.12;-0.01;-1.04;-0.01
39;0.00;0.22;0.12;-0.01;-1.04;-0.01
40;0.00;0.36;0.12;-0.00;-1.03;-0.00
41;0.00;0.44;0.12;-0.01;-1.04;-0.01
42;0.00;0.36;0.12;-0.01;-1.04;-0.01
43;0.00;0.59;0.12;-0.01;-1.04;-0.02
44;0.00;0.58;0.12;-0.00;-1.04;-0.01
45;0.00;0.51;0.12;-0.01;-1.04;-0.01
46;0.00;0.42;0.12;-0.01;-1.04;-0.01
47;0.00;0.39;0.12;-0.01;-1.04;-0.01
48;0.00;0.45;0.12;-0.00;-1.03;-0.01
49;0.00;0.31;0.12;-0.01;-1.04;-0.01
50;0.00;0.47;0.12;-0.01;-1.04;-0.01
51;0.00;0.56;0.12;-0.01;-1.04;-0.02
52;0.00;0.19;0.12;-0.01;-1.03;-0.01
53;0.00;0.18;0.12;-0.01;-1.04;-0.01
54;0.00;0.29;0.12;-0.01;-1.04;-0.01
55;0.00;0.50;0.12;-0.01;-1.04;-0.01
56;0.00;0.22;0.12;-0.01;-1.04;-0.01
57;0.00;0.04;0.12;-0.00;-1.04;-0.01
58;0.00;0.28;0.12;-0.01;-1.04;-0.01
59;0.00;0.53;0.12;-0.01;-1.04;-0.01
60;0.00;0.41;0.12;-0.01;-1.04;-0.02
61;0.00;0.35;0.12;-0.01;-1.04;-0.01
62;0.00;0.32;0.12;-0.01;-1.04;-0.02
63;0.00;0.42;0.12;-0.01;-1.04;-0.01
64;0.00;0.36;0.12;-0.01;-1.04;-0.02
65;0.00;0.37;0.12;-0.01;-1.04;-0.02
66;0.00;0.34;0.12;-0.01;-1.04;-0.01
67;0.00;0.34;0.12;-0.00;-1.04;-0.01
68;0.00;0.42;0.12;-0.01;-1.04;-0.01
69;0.00;0.37;0.12;-0.00;-1.03;-0.01
70;0.00;0.30;0.12;-0.01;-1.04;-0.02
71;0.00;0.46;0.12;-0.00;-1.03;-0.01
72;0.00;0.36;0.12;-0.01;-1.04;-0.01
73;0.00;0.41;0.12;-0.03;-1.04;-0.01
74;0.00;0.52;0.12;-0.01;-1.04;-0.02
75;0.00;0.38;0.12;-0.00;-1.04;-0.01
76;0.00;0.37;0.12;-0.01;-1.04;-0.02
77;0.00;0.61;0.12;-0.01;-1.04;-0.01
78;0.00;0.40;0.12;-0.00;-1.03;-0.00
79;40.00;0.22;0.36;-0.09;-1.20;0.09
80;45.00;1.88;1.74;0.10;-0.98;-0.07
81;50.00;17.04;2.52;0.18;-0.75;0.09
82;55.00;73.54;3.21;0.54;-0.69;-0.06
83;60.00;146.24;2.97;0.15;-1.32;0.10
84;65.00;186.62;3.70;0.47;-0.60;-0.05
85;70.00;215.37;4.19;1.10;-1.13;-0.07
86;75.00;242.36;5.12;-0.97;-0.78;0.07
87;80.00;268.38;5.90;-0.25;-0.39;0.02
88;85.00;296.18;7.40;-0.65;-0.98;0.12
89;90.00;326.49;8.30;-1.38;-1.00;0.04
90;95.00;358.06;9.11;-0.15;-0.85;0.04
91;100.00;384.10;9.39;1.39;-1.15;-0.08
92;105.00;393.50;9.35;1.31;-1.23;-0.06
93;110.00;394.93;9.15;0.22;-1.19;0.01
94;115.00;394.35;9.03;-0.89;-0.73;0.03
95;120.00;394.23;8.99;-1.40;-0.66;0.01
96;125.00;394.56;8.99;-0.30;-0.49;-0.05
97;130.00;394.09;8.62;0.98;-0.94;-0.09
98;135.00;393.93;8.58;1.59;-1.09;-0.07
99;140.00;393.07;8.66;0.93;-1.34;-0.06
100;140.00;392.29;8.99;-0.42;-1.43;0.05
101;135.00;392.18;9.19;-1.31;-0.93;0.11
102;130.00;392.52;9.23;-1.37;-0.63;-0.08
103;125.00;392.57;8.91;-0.56;-1.14;-0.08
104;120.00;392.77;8.87;0.63;-0.65;0.03
105;115.00;393.33;8.46;1.56;-0.97;0.05
106;110.00;393.39;8.66;1.12;-1.19;-0.20
107;105.00;393.72;8.62;0.26;-1.29;-0.15
108;100.00;392.91;9.15;-0.62;-0.77;0.17
109;95.00;391.83;8.95;-1.40;-1.16;0.11
110;90.00;392.28;8.87;-1.05;-0.70;-0.05
111;85.00;392.68;8.09;-1.60;-1.07;0.05
112;80.00;384.82;7.73;1.14;-1.52;-0.06
113;75.00;358.97;6.87;0.63;-1.47;0.02
114;70.00;326.02;6.22;-0.51;-0.47;0.07
115;65.00;295.27;5.20;-0.18;-0.42;-0.04
116;60.00;263.95;4.19;-0.43;-1.47;-0.04
117;55.00;232.81;3.33;-0.88;-1.34;-0.04
118;50.00;206.85;2.60;0.12;-0.81;-0.00
119;45.00;183.71;2.19;-0.03;-0.90;-0.01
120;40.00;159.56;1.74;0.27;-0.96;-0.06
121;0.00;137.95;1.13;-0.06;-0.96;-0.06
122;0.00;112.82;0.52;0.09;-1.05;-0.04
123;0.00;74.94;0.12;-0.08;-1.01;-0.00
124;0.00;46.46;0.12;0.05;-1.03;-0.02
125;0.00;31.63;0.12;-0.06;-1.01;-0.00
126;0.00;23.30;0.12;-0.05;-1.05;-0.06
127;0.00;18.09;0.12;-0.06;-1.05;0.19
128;0.00;12.24;0.12;0.01;-1.05;0.00
129;0.00;10.62;0.12;-0.00;-1.04;-0.11
130;0.00;9.27;0.12;-0.01;-1.03;-0.05
131;0.00;8.07;0.12;-0.01;-1.04;0.02
132;0.00;6.96;0.12;-0.02;-1.04;0.03
133;0.00;6.17;0.12;-0.01;-1.04;-0.03
134;0.00;5.53;0.12;-0.00;-1.03;-0.04
135;0.00;5.09;0.12;-0.01;-1.05;-0.06
136;0.00;4.78;0.12;-0.02;-1.03;-0.02
137;0.00;4.54;0.12;-0.02;-1.04;-0.00
138;0.00;4.37;0.12;-0.01;-1.04;-0.01
139;0.00;4.31;0.12;-0.00;-1.04;-0.03
140;0.00;4.34;0.12;-0.00;-1.03;-0.02
141;0.00;4.30;0.16;-0.02;-1.04;-0.01
142;0.00;4.30;0.16;-0.01;-1.04;-0.00
143;0.00;4.19;0.16;-0.01;-1.04;-0.01
144;0.00;4.08;0.12;-0.00;-1.04;-0.03
145;0.00;4.08;0.12;-0.00;-1.04;-0.02
146;0.00;3.96;0.12;-0.01;-1.04;-0.02
147;0.00;3.95;0.12;-0.01;-1.04;-0.00
148;0.00;4.00;0.12;-0.01;-1.04;-0.01
149;0.00;4.01;0.12;-0.01;-1.03;-0.01
150;0.00;3.88;0.12;-0.01;-1.04;-0.03
151;0.00;3.66;0.12;-0.01;-1.04;-0.01
152;0.00;3.83;0.12;-0.01;-1.04;-0.01
153;0.00;3.91;0.12;-0.01;-1.04;-0.00
154;0.00;3.68;0.12;-0.01;-1.04;-0.01
155;0.00;3.58;0.12;-0.01;-1.04;-0.02
156;0.00;3.76;0.12;-0.01;-1.04;-0.01
157;0.00;3.63;0.12;-0.02;-1.04;-0.02
158;0.00;3.39;0.12;-0.01;-1.04;-0.01
159;0.00;3.57;0.12;-0.00;-1.03;-0.01
160;0.00;3.54;0.12;-0.01;-1.04;-0.01
161;0.00;3.58;0.12;-0.01;-1.04;-0.02
162;0.00;3.56;0.12;-0.01;-1.04;-0.01
163;0.00;3.50;0.12;-0.01;-1.04;-0.01
164;0.00;3.55;0.12;-0.01;-1.04;-0.02
165;0.00;3.25;0.12;-0.00;-1.04;-0.01
166;0.00;3.41;0.12;-0.01;-1.04;-0.02
167;0.00;3.42;0.12;-0.01;-1.04;-0.02
168;0.00;3.28;0.12;-0.01;-1.04;-0.01
169;0.00;3.18;0.12;-0.02;-1.04;-0.01
170;0.00;3.31;0.12;-0.00;-1.04;-0.01
171;0.00;3.33;0.12;-0.00;-1.04;-0.02
172;0.00;3.38;0.16;-0.01;-1.04;-0.01
173;0.00;3.29;0.16;-0.01;-1.04;-0.01
174;0.00;3.20;0.16;-0.00;-1.04;-0.01
175;0.00;3.25;0.12;-0.01;-1.04;-0.01
176;0.00;3.44;0.16;-0.01;-1.04;-0.01
177;0.00;3.43;0.16;-0.01;-1.04;-0.01
178;0.00;3.15;0.16;-0.01;-1.04;-0.01
179;0.00;3.20;0.12;-0.01;-1.04;-0.01
180;0.00;3.21;0.12;-0.01;-1.04;-0.02
181;0.00;3.28;0.12;-0.01;-1.04;-0.01
182;0.00;3.29;0.12;-0.01;-1.04;-0.01
183;0.00;3.28;0.12;-0.00;-1.03;-0.01
184;0.00;3.50;0.12;-0.01;-1.04;-0.01
185;0.00;3.49;0.12;-0.01;-1.04;-0.02
186;0.00;3.23;0.12;-0.01;-1.03;-0.01
187;0.00;3.40;0.12;-0.01;-1.04;-0.02
188;0.00;3.30;0.12;-0.01;-1.04;-0.02
189;0.00;3.04;0.12;-0.01;-1.04;-0.00
190;0.00;3.00;0.12;-0.01;-1.04;-0.01
191;0.00;3.16;0.16;-0.01;-1.04;-0.01
