Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;-142.00;0.00;-0.01;-1.04;-0.00
1;0.00;-127.00;0.00;-0.01;-1.03;-0.00
2;0.00;-129.00;0.00;-0.01;-1.04;-0.00
3;0.00;-142.00;0.00;-0.01;-1.04;-0.01
4;0.00;-125.00;0.00;-0.00;-1.04;-0.01
5;0.00;-128.00;0.00;-0.00;-1.03;-0.00
6;0.00;-145.00;0.00;-0.01;-1.03;-0.01
7;0.00;-167.00;0.00;-0.01;-1.04;-0.01
8;0.00;-159.00;0.00;-0.01;-1.05;-0.01
9;0.00;-173.00;0.00;-0.00;-1.04;-0.01
10;0.00;-203.00;0.00;-0.00;-1.04;-0.01
11;0.00;-190.00;0.00;-0.01;-1.04;-0.01
12;0.00;-152.00;0.00;-0.01;-1.04;-0.01
13;0.00;-154.00;0.00;-0.01;-1.04;-0.01
14;0.00;-161.00;0.00;-0.00;-1.04;-0.01
15;0.00;-167.00;0.00;-0.01;-1.04;-0.01
16;0.00;-160.00;0.00;-0.00;-1.04;-0.00
17;0.00;-147.00;0.00;-0.01;-1.04;-0.01
18;0.00;-131.00;0.00;-0.01;-1.03;-0.00
19;0.00;-170.00;0.00;-0.01;-1.04;-0.01
20;0.00;-128.00;0.00;-0.01;-1.04;-0.00
21;0.00;-111.00;0.00;-0.01;-1.04;-0.00
22;0.00;-134.00;0.00;-0.01;-1.04;-0.01
23;0.00;-142.00;0.00;-0.01;-1.04;-0.01
24;0.00;-176.00;0.00;-0.01;-1.04;-0.01
25;0.00;-199.00;0.00;-0.01;-1.04;-0.00
26;0.00;-149.00;0.00;-0.01;-1.04;-0.01
27;0.00;-139.00;0.00;-0.00;-1.03;-0.00
28;0.00;-167.00;0.00;-0.01;-1.04;-0.00
29;0.00;-183.00;0.00;-0.01;-1.04;-0.00
30;0.00;-180.00;0.00;-0.01;-1.04;-0.00
31;0.00;-173.00;0.00;-0.01;-1.04;-0.01
32;0.00;-152.00;0.00;-0.00;-1.04;-0.01
33;0.00;-180.00;-0.03;-0.01;-1.04;-0.01
34;0.00;-166.00;-0.03;-0.01;-1.04;-0.01
35;0.00;-122.00;-0.03;-0.01;-1.04;-0.01
36;0.00;-56.00;0.00;-0.00;-1.03;-0.00
37;0.00;-110.00;-0.03;-0.01;-1.04;-0.01
38;0.00;-165.00;-0.03;-0.00;-1.03;-0.00
39;0.00;-172.00;-0.03;-0.01;-1.04;-0.01
40;0.00;-156.00;0.00;-0.01;-1.04;-0.01
41;0.00;-135.00;0.00;-0.01;-1.04;-0.01
42;0.00;-139.00;0.00;-0.01;-1.04;-0.01
43;0.00;-124.00;0.00;-0.01;-1.04;-0.01
44;0.00;-144.00;0.00;-0.01;-1.04;-0.01
45;0.00;-121.00;0.00;-0.01;-1.04;-0.01
46;0.00;-94.00;0.00;-0.01;-1.04;-0.01
47;0.00;-140.00;0.00;-0.00;-1.03;-0.00
48;0.00;-117.00;0.00;-0.00;-1.04;-0.01
49;0.00;-103.00;0.00;-0.01;-1.04;-0.01
50;0.00;-129.00;-0.03;-0.01;-1.04;-0.00
51;0.00;-127.00;-0.03;-0.01;-1.04;-0.01
52;0.00;-165.00;-0.03;-0.00;-1.04;-0.01
53;0.00;-189.00;0.00;-0.01;-1.04;-0.01
54;0.00;-168.00;0.00;-0.01;-1.04;-0.01
55;0.00;-182.00;0.00;-0.01;-1.04;-0.01
56;0.00;-154.00;0.00;-0.00;-1.04;-0.01
57;0.00;-131.00;0.00;-0.01;-1.04;-0.01
58;0.00;-141.00;0.00;-0.01;-1.04;-0.00
59;0.00;-145.00;0.00;-0.00;-1.04;-0.00
60;0.00;-171.00;-0.03;-0.00;-1.04;-0.00
61;0.00;-160.00;-0.03;-0.01;-1.03;-0.00
62;0.00;-154.00;-0.03;-0.01;-1.04;-0.01
63;0.00;-121.00;0.00;-0.00;-1.04;-0.01
64;0.00;-99.00;0.00;-0.00;-1.04;-0.01
65;0.00;-123.00;0.00;-0.00;-1.04;-0.01
66;0.00;-140.00;-0.03;-0.00;-1.04;-0.01
67;0.00;-103.00;-0.07;-0.00;-1.04;-0.01
68;0.00;-120.00;-0.07;-0.00;-1.04;-0.01
69;0.00;-136.00;-0.03;-0.01;-1.04;-0.01
70;0.00;-149.00;-0.03;-0.00;-1.04;-0.00
71;0.00;-128.00;-0.03;-0.00;-1.03;-0.00
72;0.00;-157.00;-0.03;-0.00;-1.04;-0.00
73;0.00;-184.00;0.00;-0.01;-1.04;-0.01
74;0.00;-104.00;0.00;-0.01;-1.04;-0.01
75;0.00;-108.00;-0.03;-0.00;-1.04;-0.00
76;0.00;-87.00;-0.03;-0.00;-1.04;-0.00
77;0.00;-75.00;-0.03;-0.00;-1.04;-0.01
78;40.00;-81.00;-0.03;-0.01;-1.04;-0.00
79;45.00;-99.00;-0.03;-0.01;-1.04;-0.01
80;50.00;-128.00;0.00;0.02;-1.00;0.06
81;55.00;-126.00;0.16;-0.03;-1.07;-0.02
82;55.00;-342.00;0.20;0.01;-1.03;-0.00
83;60.00;-1144.00;0.24;-0.10;-1.01;0.00
84;65.00;-2166.00;0.28;-0.05;-1.14;0.00
85;70.00;-3915.00;0.40;0.01;-1.01;0.01
86;75.00;-2699.00;0.61;0.11;-0.95;-0.04
87;80.00;-2097.00;0.85;-0.05;-0.93;-0.05
88;85.00;-2047.00;1.18;-0.04;-1.14;-0.01
89;90.00;-2756.00;1.42;-0.20;-0.98;0.02
90;95.00;-57.00;1.75;0.33;-0.70;-0.32
91;100.00;-1465.00;2.07;0.65;-0.68;0.14
92;105.00;-3247.00;2.52;-0.32;-1.58;-0.08
93;110.00;-1791.00;3.01;-0.76;-1.39;-0.23
94;115.00;-3769.00;3.94;0.68;-0.72;-0.01
95;120.00;-2178.00;4.64;-0.46;-0.67;0.01
96;125.00;-2502.00;5.53;1.14;-1.45;-0.07
97;130.00;-2562.00;6.34;1.29;-1.23;0.04
98;135.00;-1801.00;7.44;-0.70;-0.92;0.01
99;140.00;-3359.00;8.18;-0.50;-1.03;0.21
100;140.00;-3157.00;8.54;0.92;-0.51;-0.18
101;135.00;-122.00;8.54;0.95;-1.13;-0.16
102;130.00;-261.00;8.22;-1.46;-0.99;0.06
103;125.00;-3789.00;7.12;-0.05;-1.81;0.01
104;120.00;-647.00;6.22;-1.15;-1.09;0.00
105;115.00;-841.00;5.08;-0.41;-1.27;-0.01
106;110.00;-1271.00;4.43;-0.58;-0.66;0.19
107;105.00;-2863.00;3.62;-0.52;-1.47;-0.17
108;100.00;-2710.00;3.13;0.06;-0.37;-0.06
109;95.00;-2712.00;2.72;-0.45;-1.65;-0.06
110;90.00;-687.00;2.15;0.05;-0.86;-0.34
111;85.00;-2444.00;1.62;0.16;-0.97;-0.14
112;80.00;-59.00;1.18;0.11;-0.71;-0.10
113;75.00;-2846.00;0.93;0.15;-0.80;0.05
114;70.00;-2627.00;0.77;-0.17;-1.19;-0.14
115;65.00;-3437.00;0.57;0.20;-0.92;0.03
