Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3762188.00;0.49;0.24;-0.00;-1.00;0.00
1;0.00;3848292.00;0.53;0.24;0.00;-1.00;0.00
2;0.00;3934388.00;0.76;0.24;-0.00;-1.00;0.00
3;0.00;4020500.00;0.83;0.24;-0.00;-1.00;0.00
4;0.00;4106608.00;0.79;0.24;0.00;-1.00;0.00
5;0.00;4192716.00;0.81;0.24;-0.00;-1.00;0.00
6;0.00;4278828.00;0.77;0.24;0.00;-1.00;0.00
7;0.00;4364944.00;0.57;0.20;-0.00;-1.00;0.00
8;0.00;4451056.00;0.43;0.16;-0.00;-1.00;0.00
9;0.00;4537160.00;0.59;0.12;-0.00;-1.00;0.00
10;0.00;4623276.00;0.53;0.16;-0.00;-1.00;0.00
11;0.00;4709396.00;0.58;0.20;0.00;-1.00;0.00
12;0.00;4795492.00;0.88;0.24;-0.00;-1.00;0.00
13;0.00;4881592.00;0.78;0.20;-0.00;-1.00;0.00
14;0.00;4967716.00;0.73;0.16;-0.01;-1.00;0.00
15;0.00;5053812.00;0.75;0.16;0.00;-1.00;0.00
16;0.00;5139936.00;0.75;0.20;-0.00;-1.00;0.00
17;0.00;5226048.00;0.62;0.24;-0.00;-1.00;0.00
18;9.00;5312160.00;0.59;0.36;0.04;-1.05;0.02
19;9.00;5398280.00;3.20;0.48;0.00;-1.01;0.00
20;9.00;5484392.00;15.21;0.61;-0.13;-1.05;0.09
21;9.00;5570492.00;26.63;0.61;-0.13;-1.00;0.03
22;9.00;5656604.00;33.43;0.61;0.16;-1.04;0.04
23;19.00;5742728.00;37.41;1.05;-0.22;-1.12;0.00
24;19.00;5828844.00;51.20;1.38;0.04;-0.82;0.07
25;19.00;5914952.00;84.72;1.58;-0.23;-1.16;0.03
26;19.00;6001060.00;102.02;1.42;0.25;-0.82;0.04
27;19.00;6087164.00;105.76;1.34;-0.04;-0.81;0.05
28;29.00;6173284.00;107.85;1.87;-0.51;-1.28;0.04
29;29.00;6259400.00;132.44;2.36;0.22;-0.66;0.07
30;29.00;6345496.00;184.58;2.84;0.67;-0.52;0.12
31;29.00;6431620.00;205.07;3.01;-0.12;-1.11;0.04
32;29.00;6517716.00;207.29;2.92;-0.72;-1.53;0.17
33;39.00;6603824.00;208.07;4.19;0.00;-0.20;0.05
34;39.00;6689952.00;233.96;5.16;0.82;-1.31;0.06
35;39.00;6862184.00;333.51;6.06;-0.87;-1.56;0.09
36;39.00;6948276.00;336.72;5.85;-0.75;-0.76;0.09
