Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;5877784.00;0.51;0.24;-0.00;-0.00;0.00
1;9.00;5963904.00;0.58;0.44;0.02;0.02;0.05
2;9.00;6050020.00;2.58;0.56;-0.08;0.04;0.00
3;9.00;6136124.00;14.21;0.69;-0.10;0.01;0.12
4;9.00;6222208.00;26.91;0.61;-0.03;-0.01;0.04
5;9.00;6308324.00;34.17;0.61;0.16;0.05;0.03
6;9.00;6394436.00;38.06;0.56;-0.27;-0.04;0.04
7;9.00;6480536.00;40.17;0.56;0.17;-0.01;0.04
8;9.00;6566656.00;41.20;0.56;-0.07;0.03;0.03
9;9.00;6738876.00;42.18;0.56;0.09;-0.04;0.01
10;9.00;6824976.00;42.43;0.56;-0.16;0.00;0.00
11;19.00;6911084.00;43.03;0.93;0.07;0.01;0.13
12;19.00;6997184.00;56.34;1.30;-0.18;0.04;0.05
13;19.00;7083276.00;88.77;1.62;0.37;-0.09;0.08
14;19.00;7255484.00;107.87;1.46;-0.13;0.10;0.03
15;29.00;7341580.00;108.57;2.27;0.18;0.08;0.16
16;29.00;7427684.00;126.30;2.76;-0.75;-0.27;0.02
17;29.00;7513812.00;177.80;3.25;0.21;0.03;0.08
18;29.00;7599880.00;204.00;2.92;0.59;0.24;0.00
19;29.00;7686012.00;208.43;2.88;0.10;-0.03;0.08
20;39.00;7772140.00;209.48;4.19;-0.66;-0.46;0.06
21;39.00;7858216.00;238.90;5.00;-0.32;0.14;0.10
22;39.00;7944324.00;307.68;5.94;0.77;0.79;0.22
23;39.00;8030444.00;335.05;5.81;1.09;0.20;0.04
24;39.00;8116540.00;337.84;5.85;0.19;-0.68;0.16
25;49.00;8202640.00;338.54;7.32;-1.33;-0.11;0.00
26;49.00;8288760.00;367.25;8.34;1.56;0.55;0.29
27;49.00;8374856.00;449.04;9.92;-0.07;-0.39;0.24
28;49.00;8460968.00;484.27;10.17;-1.53;-0.03;0.03
29;49.00;8547076.00;486.92;10.05;0.53;0.61;0.20
30;59.00;8633176.00;486.35;9.72;0.71;-0.04;0.00
31;59.00;8719300.00;486.17;9.27;-1.65;-0.21;0.02
32;59.00;8805416.00;486.19;9.76;0.06;0.79;0.13
33;59.00;8891544.00;485.29;9.88;1.06;0.30;0.04
34;59.00;8977632.00;483.20;10.41;-1.42;-0.44;0.08
35;59.00;9063740.00;480.55;9.92;-0.16;0.62;0.02
36;69.00;9149844.00;479.47;9.88;1.25;0.39;0.13
37;69.00;9235956.00;480.25;9.31;-1.46;-0.53;0.19
38;69.00;9322056.00;480.78;9.76;0.09;0.85;0.16
39;69.00;9408168.00;482.65;9.80;1.04;0.29;0.07
40;69.00;9494284.00;481.31;10.09;-1.54;-0.40;0.23
41;79.00;9580380.00;476.02;10.00;-0.01;0.84;0.13
42;79.00;9666500.00;474.95;10.09;1.28;0.24;0.07
43;79.00;9752592.00;478.69;9.92;-1.65;-0.48;0.04
44;79.00;9838700.00;479.71;10.13;0.24;0.65;0.11
45;89.00;9924808.00;476.43;9.84;1.11;0.06;0.10
46;89.00;10010920.00;476.99;9.80;-1.57;-0.45;0.26
47;89.00;10097004.00;479.42;9.23;0.80;0.64;0.36
48;89.00;10183128.00;479.89;9.68;0.64;0.02;0.54
49;89.00;10269244.00;480.68;10.05;-1.00;0.01;0.28
50;89.00;10355364.00;481.34;10.21;1.28;0.21;0.54
51;100.00;10441444.00;482.15;10.05;-0.53;-0.37;0.17
52;100.00;10527552.00;480.63;9.68;-0.76;0.59;0.08
53;100.00;10613672.00;477.19;10.17;1.49;0.16;0.18
54;100.00;10699764.00;476.70;9.84;-1.45;-0.32;0.03
55;100.00;10785876.00;478.14;10.05;0.24;0.79;0.10
56;100.00;10871980.00;478.36;9.80;0.85;0.09;0.05
57;100.00;10958092.00;477.24;10.41;-1.58;-0.21;0.11
58;100.00;11044188.00;477.66;10.09;0.88;0.53;0.36
59;100.00;11130292.00;477.30;9.80;-0.42;-0.05;0.33
60;100.00;11216396.00;474.17;9.44;-0.73;0.59;0.08
61;100.00;11302508.00;473.84;9.68;1.45;0.27;0.16
62;100.00;11388620.00;474.14;9.64;-1.48;-0.25;0.14
63;100.00;11474724.00;474.10;9.52;0.48;0.77;0.14
64;100.00;11560836.00;472.65;9.68;1.09;0.01;0.01
65;100.00;11646936.00;470.64;9.68;-1.40;-0.19;0.18
66;89.00;11733056.00;471.11;10.09;1.16;0.58;0.32
67;89.00;11819136.00;471.97;9.68;-0.06;-0.31;0.18
68;89.00;11905240.00;472.45;9.52;-0.68;0.23;0.03
69;89.00;11991348.00;473.60;9.64;1.54;0.37;0.12
70;89.00;12077444.00;472.96;9.88;-1.32;-0.31;0.16
71;79.00;12163548.00;473.06;10.17;0.94;0.62;0.22
72;79.00;12249660.00;475.03;9.88;-0.19;-0.11;0.30
73;79.00;12335760.00;476.40;9.88;-0.90;0.44;0.04
74;79.00;12421888.00;475.06;9.84;1.45;0.24;0.21
75;79.00;12507992.00;471.61;9.72;-1.46;-0.38;0.19
76;69.00;12594092.00;472.29;9.72;0.74;0.87;0.22
77;59.00;12680204.00;475.45;9.92;-0.13;-0.24;0.21
78;59.00;12766308.00;477.78;9.68;-0.64;0.35;0.31
79;49.00;12852420.00;475.88;9.84;1.40;-0.03;0.32
80;39.00;12938532.00;473.41;8.30;0.30;-0.06;0.01
81;29.00;13024624.00;445.45;6.14;0.74;0.27;0.02
82;19.00;13110740.00;343.31;3.13;-0.31;-0.03;0.01
83;9.00;13196844.00;227.08;1.42;0.06;0.03;0.04
84;0.00;13282948.00;143.26;0.65;0.08;0.10;0.10
85;0.00;13369048.00;89.19;0.32;-0.05;-0.01;0.00
86;0.00;13455152.00;54.72;0.24;0.02;0.03;0.05
87;0.00;13541268.00;33.81;0.24;-0.12;0.01;0.04
88;0.00;13627376.00;21.91;0.24;-0.15;0.00;0.01
89;0.00;13713496.00;14.70;0.24;0.03;0.00;0.03
90;0.00;13799580.00;10.07;0.24;-0.00;-0.02;0.01
91;0.00;13885692.00;6.97;0.24;-0.04;-0.00;0.06
92;0.00;13971796.00;4.98;0.24;0.00;-0.00;0.02
93;0.00;14057912.00;3.50;0.24;0.01;-0.00;0.04
94;0.00;14144024.00;2.57;0.24;-0.01;-0.00;0.03
95;0.00;14230132.00;1.80;0.24;-0.01;-0.01;0.02
96;0.00;14316256.00;1.26;0.24;-0.00;-0.00;0.06
97;0.00;14402348.00;0.77;0.24;0.00;-0.00;0.03
98;0.00;14488460.00;0.54;0.24;-0.01;-0.00;0.06
99;0.00;14574560.00;0.44;0.24;-0.00;-0.00;0.03
