Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;2722696.00;0.40;0.24;0.00;-1.00;0.00
1;0.00;2808772.00;0.38;0.24;0.00;-0.99;0.00
2;1.00;2894904.00;0.47;0.24;-0.00;-1.00;0.00
3;1.00;2981028.00;0.48;0.24;0.00;-1.00;0.00
4;2.00;3067136.00;0.51;0.32;0.02;-1.01;0.03
5;2.00;3153240.00;0.73;0.44;-0.00;-0.99;0.03
6;3.00;3239392.00;1.85;0.48;-0.02;-1.02;0.02
7;3.00;3325504.00;4.01;0.48;0.01;-1.00;0.02
8;4.00;3411616.00;6.48;0.44;0.02;-1.01;0.00
9;5.00;3497716.00;9.19;0.48;0.08;-0.95;0.00
10;5.00;3583832.00;12.60;0.48;0.22;-0.96;0.04
11;6.00;3669936.00;15.69;0.48;0.02;-0.94;0.02
12;6.00;3756064.00;18.38;0.48;0.02;-1.05;0.06
13;7.00;3842208.00;21.01;0.52;-0.10;-1.01;0.17
14;7.00;3928300.00;24.15;0.56;-0.11;-1.03;0.10
15;8.00;4014420.00;26.94;0.56;-0.09;-1.03;0.09
16;8.00;4100504.00;29.53;0.56;0.13;-1.00;0.00
17;9.00;4186620.00;32.49;0.61;0.00;-1.04;0.07
18;10.00;4272724.00;35.48;0.65;-0.12;-1.04;0.03
19;10.00;4358824.00;38.33;0.69;-0.02;-0.99;0.05
