Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.31;0.00;-0.00;-1.04;-0.00
1;0.00;0.35;0.00;-0.01;-1.05;-0.01
2;0.00;0.45;0.00;-0.01;-1.04;-0.01
3;0.00;0.30;0.00;-0.01;-1.04;-0.01
4;0.00;0.40;0.00;-0.01;-1.04;-0.01
5;0.00;0.56;0.00;-0.01;-1.04;-0.01
6;0.00;0.58;0.00;-0.01;-1.04;-0.00
7;0.00;0.47;0.00;-0.00;-1.04;-0.01
8;0.00;0.37;0.00;-0.01;-1.04;-0.01
9;0.00;0.25;0.00;-0.01;-1.04;-0.00
10;0.00;0.30;0.00;-0.00;-1.05;-0.01
11;0.00;0.39;0.00;-0.00;-1.03;-0.00
12;0.00;0.49;0.00;-0.00;-1.04;-0.01
13;0.00;0.52;0.00;-0.01;-1.04;-0.00
14;0.00;0.36;0.00;-0.00;-1.04;-0.00
15;0.00;0.39;0.00;-0.00;-1.04;-0.01
16;0.00;0.48;0.00;-0.01;-1.04;-0.01
17;0.00;0.55;0.00;-0.01;-1.04;-0.00
18;0.00;0.58;0.00;-0.01;-1.03;-0.00
19;0.00;0.49;0.00;-0.00;-1.04;-0.00
20;0.00;0.42;0.00;-0.00;-1.04;-0.01
21;0.00;0.42;0.00;-0.00;-1.04;-0.01
22;0.00;0.30;0.04;-0.01;-1.03;-0.00
23;0.00;0.52;0.04;-0.03;-1.04;-0.01
24;0.00;0.32;0.04;-0.01;-1.04;-0.01
25;0.00;0.38;0.00;-0.00;-1.04;-0.00
26;0.00;0.58;0.00;-0.00;-1.04;-0.00
27;0.00;0.61;0.00;-0.00;-1.03;-0.00
28;0.00;0.43;0.00;-0.00;-1.03;-0.01
29;0.00;0.27;0.00;-0.01;-1.04;-0.01
30;0.00;0.41;0.00;-0.00;-1.04;-0.00
31;0.00;0.41;0.00;-0.00;-1.04;-0.00
32;0.00;0.37;0.00;-0.01;-1.04;-0.00
33;0.00;0.55;0.00;-0.01;-1.04;-0.00
34;0.00;0.43;0.00;-0.01;-1.04;-0.01
35;0.00;0.35;0.00;-0.01;-1.04;-0.01
36;0.00;0.31;0.00;-0.01;-1.03;-0.01
37;0.00;0.31;0.00;-0.01;-1.04;-0.00
38;0.00;0.38;0.00;-0.01;-1.05;-0.01
39;0.00;0.52;0.00;-0.01;-1.04;-0.01
40;0.00;0.64;0.00;-0.01;-1.04;-0.01
41;0.00;0.62;0.00;-0.01;-1.05;-0.01
42;0.00;0.44;0.00;-0.01;-1.04;-0.01
43;0.00;0.41;0.00;-0.01;-1.04;-0.01
44;0.00;0.50;0.00;-0.01;-1.04;-0.01
45;0.00;0.61;0.00;-0.01;-1.04;-0.01
46;0.00;0.47;0.00;-0.00;-1.04;-0.00
47;0.00;0.51;0.00;-0.01;-1.04;-0.01
