Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.49;0.00;-0.01;-1.04;-0.00
1;0.00;0.42;0.00;-0.00;-1.03;-0.01
2;0.00;0.48;0.00;-0.00;-1.03;-0.01
3;0.00;0.29;0.00;-0.01;-1.04;-0.00
4;0.00;0.28;0.00;-0.01;-1.04;-0.00
5;0.00;0.44;0.00;-0.02;-1.04;-0.01
6;0.00;0.38;0.00;-0.01;-1.04;-0.00
7;0.00;0.15;0.00;-0.01;-1.04;-0.01
8;0.00;0.25;0.00;-0.00;-1.04;-0.00
9;0.00;0.25;0.00;-0.00;-1.03;-0.00
10;0.00;0.14;0.00;-0.01;-1.04;-0.00
11;0.00;0.23;0.00;-0.01;-1.04;-0.00
12;0.00;0.36;0.00;-0.00;-1.04;-0.01
13;0.00;0.32;0.00;-0.01;-1.03;-0.01
14;0.00;0.26;0.00;-0.00;-1.04;-0.01
15;0.00;0.22;0.00;-0.01;-1.03;-0.00
16;0.00;0.36;0.00;-0.00;-1.04;-0.00
17;0.00;0.27;0.00;-0.00;-1.03;-0.00
18;0.00;0.20;0.00;-0.01;-1.04;-0.00
19;0.00;0.42;0.00;-0.01;-1.04;-0.01
20;0.00;0.35;0.00;-0.01;-1.04;-0.00
21;0.00;0.24;0.00;-0.00;-1.04;-0.01
22;0.00;0.19;0.00;-0.01;-1.04;-0.00
23;0.00;0.17;0.00;-0.01;-1.04;-0.00
24;0.00;0.21;0.00;-0.01;-1.04;-0.01
25;0.00;0.23;0.00;-0.01;-1.03;-0.01
26;0.00;0.34;0.02;-0.00;-1.04;-0.00
27;0.00;0.38;0.02;-0.01;-1.03;-0.01
28;0.00;0.33;0.02;-0.01;-1.04;-0.01
29;0.00;0.25;0.02;-0.00;-1.03;-0.00
30;0.00;0.19;0.02;-0.01;-1.04;-0.01
31;0.00;0.38;0.00;-0.00;-1.04;-0.00
32;0.00;0.35;0.00;-0.01;-1.04;-0.01
