Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.37;-0.00;-0.00;-1.04;-0.00
1;0.00;0.39;-0.00;-0.00;-1.04;-0.00
2;0.00;0.57;-0.01;-0.00;-1.04;-0.01
3;0.00;0.51;-0.01;-0.00;-1.04;-0.01
4;0.00;0.51;-0.02;-0.00;-1.04;-0.01
5;0.00;0.43;-0.02;-0.01;-1.04;-0.01
6;0.00;0.27;-0.02;-0.01;-1.04;-0.01
7;0.00;0.45;-0.03;-0.00;-1.04;-0.00
8;0.00;0.50;-0.03;-0.01;-1.04;-0.01
9;0.00;0.60;-0.04;-0.00;-1.04;-0.01
10;0.00;0.38;-0.04;-0.01;-1.04;-0.00
11;0.00;0.37;-0.04;-0.00;-1.04;-0.01
12;0.00;0.31;-0.05;-0.00;-1.04;-0.01
13;0.00;0.49;-0.05;-0.01;-1.04;-0.01
14;0.00;0.41;-0.06;-0.01;-1.04;-0.00
15;0.00;0.26;-0.06;-0.00;-1.04;-0.00
16;0.00;0.30;-0.06;-0.00;-1.04;-0.01
17;0.00;0.43;-0.07;-0.00;-1.03;-0.01
18;0.00;0.54;-0.07;-0.00;-1.04;-0.01
19;0.00;0.31;-0.07;-0.01;-1.04;-0.01
20;0.00;0.30;-0.08;-0.01;-1.04;-0.01
21;0.00;0.64;-0.08;-0.01;-1.05;-0.02
22;0.00;0.56;-0.09;-0.01;-1.04;-0.01
23;0.00;0.41;-0.06;0.03;-0.90;0.24
24;0.00;0.82;-0.05;-0.18;-1.00;0.06
25;0.00;8.04;-0.03;-0.03;-1.08;0.02
26;0.00;24.09;-0.02;0.02;-1.05;0.00
27;0.00;37.35;-0.01;0.09;-0.90;-0.09
28;0.00;43.47;0.00;0.06;-0.97;-0.01
29;0.00;46.37;0.08;0.09;-0.88;-0.03
30;0.00;49.45;0.22;-0.15;-1.30;0.17
