Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;6799952.00;0.42;0.12;0.00;-1.00;0.00
1;0.00;6886056.00;0.38;0.12;-0.00;-1.00;0.00
2;0.00;6972160.00;0.11;0.12;-0.00;-1.00;0.00
3;0.00;7058260.00;0.22;0.12;0.00;-1.00;0.00
4;0.00;7144360.00;0.34;0.12;0.00;-1.00;0.00
5;0.00;7230476.00;0.53;0.12;0.00;-1.00;0.00
6;0.00;7316568.00;0.45;0.12;0.00;-0.99;0.00
7;0.00;7402692.00;0.33;0.12;0.00;-1.00;0.00
8;0.00;7488796.00;0.48;0.12;0.00;-1.00;0.00
9;0.00;7574884.00;0.43;0.12;0.00;-1.00;0.00
10;0.00;7660980.00;0.32;0.12;0.00;-1.00;0.00
11;0.00;7747096.00;0.35;0.12;0.00;-1.00;0.00
12;0.00;7833216.00;0.37;0.12;0.00;-1.00;0.00
13;1.00;7919296.00;0.31;0.12;-0.00;-1.00;0.00
14;1.00;8005388.00;0.32;0.12;0.00;-0.99;0.00
15;1.00;8091504.00;0.36;0.12;0.00;-1.00;0.00
16;1.00;8177600.00;0.49;0.12;-0.00;-1.00;0.00
17;1.00;8263712.00;0.46;0.12;0.00;-1.01;0.00
18;1.00;8349816.00;0.36;0.12;0.00;-1.00;0.00
19;1.00;8435912.00;0.28;0.12;0.00;-0.99;0.00
20;1.00;8522028.00;0.40;0.12;0.00;-1.00;0.00
21;1.00;8608128.00;0.53;0.12;-0.00;-1.00;0.00
22;1.00;8694248.00;0.33;0.12;0.00;-1.00;0.00
23;1.00;8780336.00;0.25;0.12;0.00;-1.00;0.00
24;1.00;8866432.00;0.45;0.12;0.00;-1.00;0.00
25;1.00;8952536.00;0.38;0.12;-0.00;-1.00;0.00
26;1.00;9038644.00;0.34;0.12;0.00;-1.00;0.00
27;1.00;9124760.00;0.43;0.12;0.00;-1.00;0.00
28;1.00;9210860.00;0.40;0.12;0.00;-1.00;0.00
29;1.00;9296972.00;0.47;0.12;0.00;-0.99;0.00
