Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;-66.00;0.47;0.12;-0.01;-1.04;0.01
1;0.00;2836.00;0.47;0.12;-0.00;-1.04;0.01
2;0.00;2922.00;0.28;0.12;-0.01;-1.04;0.01
3;0.00;-64.00;0.40;0.12;-0.01;-1.04;0.01
4;0.00;3095.00;0.43;0.12;-0.01;-1.04;0.01
5;0.00;3181.00;0.34;0.12;-0.01;-1.04;0.01
6;0.00;-61.00;0.28;0.12;-0.01;-1.05;0.02
7;0.00;3353.00;0.29;0.12;-0.01;-1.04;0.01
8;0.00;3439.00;0.36;0.12;-0.01;-1.04;0.01
9;0.00;-59.00;0.42;0.12;-0.01;-1.04;0.01
10;0.00;3611.00;0.42;0.12;-0.01;-1.05;0.01
11;0.00;3697.00;0.41;0.12;-0.01;-1.04;0.00
12;0.00;-57.00;0.22;0.12;-0.01;-1.04;0.01
13;0.00;3870.00;0.40;0.12;-0.01;-1.04;0.01
14;0.00;3956.00;0.43;0.12;-0.01;-1.04;0.01
15;0.00;-54.00;0.42;0.12;-0.01;-1.04;0.02
16;0.00;4128.00;0.38;0.12;-0.00;-1.04;0.01
17;0.00;4214.00;0.24;0.12;-0.01;-1.04;0.00
18;0.00;-52.00;0.27;0.12;-0.01;-1.04;0.01
19;0.00;4386.00;0.30;0.12;-0.01;-1.04;0.01
20;0.00;4472.00;0.27;0.12;-0.01;-1.05;0.02
21;0.00;-50.00;0.34;0.12;-0.01;-1.04;0.01
22;0.00;4644.00;0.25;0.12;-0.01;-1.05;0.01
23;0.00;4730.00;0.36;0.12;-0.01;-1.04;0.03
24;0.00;-47.00;0.38;0.12;-0.00;-1.04;0.01
25;0.00;4903.00;0.47;0.12;-0.01;-1.04;0.01
26;0.00;4989.00;0.49;0.12;-0.01;-1.04;0.01
27;0.00;-45.00;0.47;0.12;-0.01;-1.04;0.01
28;0.00;5161.00;0.43;0.12;-0.01;-1.04;0.01
29;0.00;-128.00;0.19;0.12;-0.01;-1.04;0.01
30;0.00;-42.00;0.25;0.12;-0.01;-1.04;0.00
31;0.00;5420.00;0.17;0.12;-0.01;-1.04;0.01
32;0.00;-126.00;0.25;0.12;-0.01;-1.04;0.01
33;0.00;-40.00;0.29;0.12;-0.00;-1.04;0.02
34;0.00;5678.00;0.25;0.12;-0.00;-1.04;0.01
35;0.00;-123.00;0.34;0.12;-0.01;-1.04;0.01
36;0.00;-37.00;0.41;0.12;-0.01;-1.04;0.01
37;0.00;5937.00;0.49;0.12;-0.01;-1.04;0.01
38;0.00;-121.00;0.41;0.12;-0.01;-1.04;0.02
39;0.00;-35.00;0.43;0.12;-0.01;-1.04;0.02
40;0.00;6195.00;0.45;0.12;-0.01;-1.04;0.01
41;0.00;-119.00;0.41;0.12;-0.01;-1.04;0.02
42;0.00;-33.00;0.39;0.12;-0.02;-1.04;0.02
43;0.00;6453.00;0.28;0.12;-0.01;-1.04;0.00
44;0.00;-117.00;0.11;0.12;-0.00;-1.04;0.01
45;0.00;-30.00;0.28;0.12;-0.01;-1.04;0.01
46;0.00;6712.00;0.47;0.12;-0.01;-1.04;0.02
47;0.00;-114.00;0.48;0.12;-0.01;-1.04;0.01
48;0.00;-28.00;0.40;0.12;-0.01;-1.04;0.01
49;0.00;6970.00;0.47;0.12;-0.01;-1.04;0.01
50;0.00;-112.00;0.38;0.12;-0.01;-1.04;0.02
51;0.00;-26.00;0.38;0.12;-0.01;-1.04;0.01
52;0.00;7228.00;0.38;0.12;-0.01;-1.04;0.02
53;0.00;-110.00;0.33;0.12;-0.01;-1.04;0.01
54;0.00;-24.00;0.24;0.12;-0.01;-1.04;0.02
55;0.00;7486.00;0.24;0.12;-0.01;-1.04;0.02
56;0.00;-107.00;0.16;0.12;-0.01;-1.04;0.01
57;0.00;-21.00;0.30;0.12;-0.01;-1.05;0.01
58;0.00;7745.00;0.32;0.12;-0.01;-1.04;0.01
59;0.00;-105.00;0.28;0.12;-0.01;-1.05;0.02
60;0.00;-19.00;0.31;0.12;-0.01;-1.03;0.01
61;0.00;8003.00;0.25;0.12;-0.01;-1.04;0.01
62;0.00;-103.00;0.31;0.12;-0.01;-1.04;0.01
63;0.00;-17.00;0.36;0.12;-0.01;-1.05;0.01
64;0.00;8261.00;0.43;0.12;-0.01;-1.04;0.01
65;0.00;-101.00;0.52;0.12;-0.01;-1.04;0.01
66;0.00;-14.00;0.37;0.12;-0.01;-1.04;0.01
67;0.00;8520.00;0.22;0.12;-0.01;-1.04;0.01
68;0.00;-98.00;0.32;0.12;-0.01;-1.04;0.02
69;0.00;-12.00;0.28;0.12;-0.00;-1.03;0.00
70;0.00;8778.00;0.40;0.12;-0.01;-1.04;0.01
71;0.00;-96.00;0.53;0.12;-0.01;-1.04;0.01
72;0.00;-10.00;0.34;0.12;-0.01;-1.04;0.01
73;0.00;9036.00;0.17;0.12;-0.01;-1.04;0.01
74;0.00;-94.00;0.07;0.16;-0.01;-1.04;0.01
75;0.00;-8.00;0.25;0.16;-0.01;-1.04;0.01
76;0.00;9295.00;0.15;0.16;-0.01;-1.03;0.01
77;0.00;-91.00;0.14;0.12;-0.01;-1.03;0.00
78;0.00;-5.00;0.31;0.12;-0.01;-1.04;0.01
79;40.00;9553.00;0.49;0.28;0.06;-0.89;0.16
80;45.00;-89.00;2.54;1.58;-0.03;-1.29;0.07
81;50.00;-3.00;20.77;2.44;0.31;-0.77;0.03
82;55.00;9811.00;82.51;3.29;0.25;-0.63;0.03
83;60.00;-87.00;151.22;3.33;0.42;-0.95;0.16
84;65.00;9984.00;186.89;3.90;0.38;-0.44;0.00
85;70.00;10070.00;214.17;4.39;1.01;-0.86;0.02
86;75.00;-83.00;243.82;5.12;-0.93;-0.54;0.03
87;80.00;10243.00;273.79;5.94;-0.21;-0.89;0.09
88;85.00;10329.00;304.18;6.91;-0.76;-0.85;0.10
89;90.00;-81.00;338.49;7.85;-1.42;-0.97;0.01
90;95.00;10501.00;373.82;8.62;-0.40;-0.51;0.12
91;100.00;10587.00;401.61;8.87;0.86;-0.72;0.01
92;105.00;-79.00;409.95;8.78;1.64;-0.84;0.08
93;110.00;10759.00;410.49;8.78;1.19;-1.05;0.05
94;115.00;10845.00;410.27;9.15;0.62;-1.46;0.02
95;120.00;-77.00;409.70;9.23;-0.38;-1.44;0.13
96;125.00;11018.00;409.86;9.19;-1.23;-1.13;0.06
97;130.00;11104.00;409.01;8.78;-1.52;-1.00;0.11
98;135.00;-74.00;408.76;8.87;-0.88;-0.68;0.17
99;140.00;11276.00;408.41;8.82;0.20;-0.48;0.00
100;140.00;11362.00;408.10;9.31;1.26;-0.78;0.18
101;135.00;-72.00;407.33;8.91;1.67;-0.99;0.02
102;130.00;11534.00;407.49;8.58;1.48;-1.26;0.22
103;125.00;11620.00;408.01;8.09;0.77;-1.33;0.25
104;120.00;-70.00;407.06;8.09;-0.11;-1.34;0.17
105;115.00;11792.00;406.72;8.09;-0.95;-1.23;0.22
106;110.00;11879.00;405.90;8.54;-1.45;-1.13;0.20
107;105.00;-67.00;405.23;8.87;-1.53;-1.10;0.09
108;100.00;12051.00;406.43;9.03;-1.14;-1.06;0.20
109;95.00;12137.00;407.30;8.95;-0.76;-0.82;0.02
110;90.00;-65.00;406.37;8.74;0.23;-0.52;0.16
111;85.00;12309.00;406.06;8.38;-1.38;-1.43;0.01
112;80.00;12395.00;399.29;7.73;1.22;-1.10;0.06
113;75.00;-63.00;372.02;6.79;0.83;-1.08;0.07
114;70.00;12567.00;341.10;6.02;-0.52;-0.49;0.03
115;65.00;12653.00;307.83;4.92;0.13;-0.44;0.01
116;60.00;-60.00;271.41;4.10;-0.28;-1.63;0.03
117;55.00;12826.00;241.60;3.45;-0.67;-1.77;0.03
118;50.00;12912.00;214.08;2.92;0.03;-0.73;0.00
119;45.00;-58.00;186.43;2.52;-0.14;-0.93;0.06
120;40.00;13084.00;163.84;2.03;0.36;-0.85;0.14
121;0.00;13170.00;142.49;1.26;-0.17;-1.15;0.16
122;0.00;-56.00;110.95;0.61;-0.07;-1.02;0.01
123;0.00;13342.00;70.89;0.12;0.08;-0.98;0.10
124;0.00;13428.00;42.44;0.12;0.03;-1.10;0.01
125;0.00;-54.00;26.62;0.12;0.05;-1.06;0.03
126;0.00;13600.00;17.85;0.12;0.00;-1.03;0.03
127;0.00;13687.00;12.64;0.12;0.09;-1.04;0.03
128;0.00;-51.00;9.35;0.12;-0.01;-1.04;0.01
129;0.00;13859.00;7.09;0.12;-0.01;-1.03;0.02
130;0.00;13945.00;5.28;0.12;0.00;-1.03;0.03
131;0.00;-49.00;3.76;0.16;0.01;-1.02;0.01
132;0.00;14117.00;2.83;0.16;-0.01;-1.04;0.02
133;0.00;14203.00;2.17;0.16;-0.02;-1.04;0.01
134;0.00;-47.00;1.43;0.12;-0.00;-1.04;0.03
135;0.00;14375.00;1.01;0.12;-0.00;-1.04;0.03
136;0.00;14461.00;0.80;0.12;-0.01;-1.04;0.05
137;0.00;-44.00;0.56;0.12;-0.02;-1.04;0.04
138;0.00;14635.00;0.38;0.12;-0.01;-1.05;0.01
139;0.00;-127.00;0.44;0.12;-0.01;-1.04;0.00
140;0.00;-41.00;0.27;0.12;-0.00;-1.04;0.01
141;0.00;14893.00;0.19;0.12;-0.01;-1.05;0.01
142;0.00;-125.00;0.31;0.12;-0.01;-1.04;0.01
143;0.00;-39.00;0.45;0.12;-0.01;-1.04;0.02
144;0.00;15151.00;0.33;0.12;-0.01;-1.04;0.01
145;0.00;-123.00;0.42;0.12;-0.01;-1.04;0.02
146;0.00;-37.00;0.32;0.12;-0.01;-1.04;0.02
147;0.00;15410.00;0.24;0.12;-0.01;-1.04;0.01
148;0.00;-120.00;0.43;0.12;-0.01;-1.04;0.01
149;0.00;-34.00;0.34;0.12;-0.01;-1.04;0.01
150;0.00;15668.00;0.26;0.12;-0.00;-1.04;0.01
151;0.00;-118.00;0.13;0.12;-0.01;-1.04;0.01
152;0.00;-32.00;0.48;0.12;-0.01;-1.04;0.01
153;0.00;15926.00;0.44;0.12;-0.01;-1.05;0.01
154;0.00;-116.00;0.25;0.12;-0.01;-1.04;0.01
155;0.00;-30.00;0.32;0.16;-0.01;-1.04;0.02
156;0.00;16184.00;0.35;0.16;-0.01;-1.04;0.02
157;0.00;-113.00;0.24;0.16;-0.01;-1.04;0.02
158;0.00;-27.00;0.30;0.12;-0.01;-1.04;0.00
159;0.00;16443.00;0.39;0.12;-0.00;-1.04;0.02
160;0.00;-111.00;0.31;0.12;-0.01;-1.05;0.01
161;0.00;-25.00;0.13;0.12;-0.01;-1.04;0.02
162;0.00;16701.00;0.32;0.12;-0.01;-1.04;0.01
163;0.00;-109.00;0.17;0.12;-0.01;-1.04;0.01
