Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3037172.00;0.36;0.20;0.00;-1.00;0.00
1;0.00;3381612.00;0.41;0.24;0.00;-1.00;0.00
2;0.00;3639956.00;0.34;0.24;0.00;-0.99;0.00
3;9.00;3984404.00;0.75;0.61;-0.03;-1.05;0.00
4;19.00;4242752.00;26.35;1.05;-0.08;-0.82;0.04
5;29.00;4501068.00;102.65;2.11;0.19;-0.77;0.00
6;39.00;4759424.00;204.00;4.23;0.53;-0.48;0.00
7;49.00;5017776.00;333.24;7.77;0.32;-0.58;0.02
8;59.00;5276116.00;483.39;9.88;0.13;-0.28;0.04
9;69.00;5534448.00;484.70;10.17;-0.40;-0.06;0.04
10;79.00;5706696.00;483.95;9.84;-1.00;-1.00;0.08
11;89.00;5965036.00;483.69;10.41;-0.91;-1.02;0.28
12;100.00;6137260.00;481.94;10.25;1.48;-0.70;0.26
13;100.00;6395628.00;480.25;9.84;1.41;-0.98;0.20
14;89.00;6567844.00;480.60;10.29;0.08;0.01;0.26
15;79.00;6740068.00;479.38;10.25;-1.66;-0.98;0.31
16;69.00;6998396.00;477.19;9.88;-1.38;-0.67;0.18
17;59.00;7170632.00;477.29;9.92;-0.45;-1.18;0.30
18;49.00;7428984.00;477.25;10.05;-1.29;-1.09;0.09
19;39.00;7601188.00;481.35;8.82;0.56;-0.88;0.18
20;29.00;7859544.00;331.49;4.67;0.25;-1.55;0.10
21;19.00;8031764.00;241.16;2.52;0.24;-0.45;0.06
22;9.00;8203976.00;142.48;1.01;-0.25;-1.11;0.07
23;0.00;8634520.00;46.61;0.40;-0.16;-0.99;0.00
24;0.00;8892848.00;19.34;0.24;0.19;-0.99;0.09
25;0.00;9237320.00;4.61;0.24;-0.01;-1.02;0.04
26;0.00;9495632.00;1.81;0.24;0.00;-0.99;0.02
27;0.00;9753988.00;0.41;0.24;-0.00;-1.00;0.01
28;0.00;9926188.00;0.22;0.24;0.00;-1.00;0.00
29;0.00;10098412.00;0.17;0.24;-0.00;-1.00;0.01
30;0.00;10270624.00;0.05;0.24;0.00;-1.00;0.00
31;0.00;10442848.00;0.21;0.24;0.00;-1.00;0.00
32;0.00;11476296.00;0.28;0.20;0.00;-1.00;0.00
33;0.00;15007352.00;0.45;0.20;0.00;-1.00;0.00
34;0.00;15610200.00;0.56;0.20;0.00;-0.99;0.00
35;0.00;16213092.00;0.81;0.24;0.00;-1.00;0.00
36;0.00;16815968.00;0.55;0.24;0.00;-1.00;0.00
