Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;2822892.00;0.48;0.24;0.00;-1.00;0.00
1;0.00;2909012.00;0.45;0.24;-0.00;-1.00;0.00
2;0.00;2995132.00;0.52;0.24;0.00;-1.00;0.00
3;0.00;3081256.00;0.29;0.24;0.00;-1.00;0.00
4;0.00;3167376.00;0.34;0.24;-0.00;-1.00;0.00
5;0.00;3253484.00;0.40;0.24;0.00;-0.99;0.00
6;0.00;3339596.00;0.42;0.24;0.00;-0.99;0.00
7;0.00;3425724.00;0.40;0.24;0.00;-1.00;0.00
8;0.00;3511840.00;0.36;0.24;0.00;-1.00;0.00
9;0.00;3597968.00;0.44;0.24;-0.00;-1.00;0.01
10;0.00;3684080.00;0.57;0.24;0.00;-1.00;0.00
11;0.00;3770196.00;0.47;0.24;0.00;-1.00;0.00
12;0.00;3856316.00;0.58;0.24;0.00;-1.00;0.00
13;0.00;3942440.00;0.59;0.24;0.00;-1.00;0.00
14;0.00;4028544.00;0.35;0.24;0.00;-0.99;0.00
15;0.00;4114684.00;0.41;0.24;0.00;-1.00;0.00
16;0.00;4200800.00;0.43;0.24;0.00;-1.00;0.00
17;0.00;4286920.00;0.45;0.24;-0.00;-1.00;0.00
18;0.00;4373040.00;0.25;0.24;-0.00;-1.00;0.00
19;0.00;4459156.00;0.41;0.24;0.00;-1.00;0.00
20;0.00;4545276.00;0.58;0.24;0.00;-1.00;0.00
21;0.00;4631388.00;0.53;0.24;0.00;-1.00;0.00
22;0.00;4717528.00;0.39;0.24;0.00;-1.00;0.00
23;0.00;4803628.00;0.45;0.24;0.00;-1.00;0.00
24;0.00;4889752.00;0.47;0.24;0.00;-1.00;0.01
25;0.00;4975876.00;0.60;0.24;0.00;-1.00;0.00
26;0.00;5061972.00;0.42;0.24;0.00;-1.00;0.00
27;0.00;5148076.00;0.36;0.24;0.00;-0.99;0.00
28;0.00;5234204.00;0.41;0.24;0.00;-0.99;0.00
29;0.00;5320324.00;0.40;0.24;0.00;-1.00;0.00
30;0.00;5406440.00;0.42;0.24;0.00;-1.00;0.00
31;0.00;5492548.00;0.42;0.24;0.00;-1.00;0.00
32;0.00;5578668.00;0.42;0.24;0.00;-1.00;0.00
33;0.00;5664788.00;0.51;0.24;0.00;-1.00;0.00
34;0.00;5750896.00;0.57;0.24;0.00;-1.00;0.00
35;0.00;5837036.00;0.52;0.24;0.00;-1.00;0.00
36;0.00;5923120.00;0.45;0.24;0.00;-1.00;0.00
37;0.00;6009224.00;0.40;0.24;0.00;-1.00;0.00
38;0.00;6095348.00;0.39;0.24;0.00;-0.99;0.00
39;0.00;6181432.00;0.61;0.24;0.00;-0.99;0.00
40;0.00;6267572.00;0.61;0.24;0.00;-1.00;0.00
41;0.00;6353680.00;0.43;0.24;-0.00;-1.00;0.00
42;0.00;6439796.00;0.32;0.24;0.00;-1.00;0.00
43;0.00;6525904.00;0.53;0.24;0.00;-1.00;0.00
44;0.00;6612028.00;0.47;0.24;0.00;-1.00;0.00
45;0.00;6698148.00;0.46;0.24;0.00;-1.00;0.00
46;0.00;6784276.00;0.70;0.24;0.00;-1.00;0.00
47;0.00;6870364.00;0.62;0.24;0.00;-1.00;0.00
48;0.00;6956500.00;0.55;0.24;-0.00;-1.01;0.00
49;0.00;7042604.00;0.41;0.24;0.00;-1.00;0.00
50;0.00;7128720.00;0.45;0.24;0.00;-1.00;0.00
51;0.00;7214820.00;0.73;0.24;0.00;-0.99;0.00
52;0.00;7300944.00;0.60;0.24;0.00;-1.00;0.00
53;0.00;7387052.00;0.55;0.24;0.00;-1.00;0.00
