Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.25;0.00;-0.01;-1.04;-0.01
1;0.00;0.31;0.00;-0.00;-1.04;-0.00
2;0.00;0.35;0.00;-0.01;-1.03;-0.01
3;0.00;0.63;0.00;-0.00;-1.04;-0.01
4;0.00;0.66;0.00;-0.00;-1.03;-0.01
5;0.00;0.47;0.00;-0.01;-1.04;-0.01
6;0.00;0.29;0.00;-0.01;-1.04;-0.01
7;0.00;0.43;0.00;-0.00;-1.03;-0.00
8;0.00;0.44;0.00;-0.01;-1.04;-0.00
9;0.00;0.40;0.00;-0.01;-1.04;-0.00
10;0.00;0.55;0.00;-0.01;-1.04;-0.00
11;0.00;0.49;0.00;-0.01;-1.04;-0.00
12;0.00;0.51;0.00;-0.00;-1.04;-0.01
13;0.00;0.52;0.00;-0.00;-1.04;-0.00
14;0.00;0.56;0.00;-0.00;-1.04;-0.00
15;0.00;0.43;0.00;-0.01;-1.03;-0.00
16;0.00;0.43;0.00;-0.01;-1.04;-0.01
17;0.00;0.43;0.00;-0.01;-1.04;-0.00
18;0.00;0.41;0.00;-0.01;-1.04;-0.00
19;0.00;0.45;0.00;-0.01;-1.04;-0.00
20;0.00;0.69;0.02;-0.01;-1.04;-0.01
21;0.00;0.64;0.02;-0.00;-1.04;-0.01
22;0.00;0.58;0.02;-0.00;-1.04;-0.00
23;0.00;0.59;0.02;-0.00;-1.04;-0.00
24;0.00;0.56;0.02;-0.01;-1.04;-0.01
25;0.00;0.47;0.00;-0.01;-1.04;-0.01
26;0.00;0.37;0.00;-0.00;-1.04;-0.00
27;0.00;0.22;0.00;-0.00;-1.03;-0.00
28;0.00;0.38;0.00;-0.01;-1.04;-0.01
29;0.00;0.43;0.00;-0.01;-1.04;-0.01
30;0.00;0.58;0.00;-0.01;-1.04;-0.00
31;0.00;0.62;0.00;-0.01;-1.04;-0.00
32;0.00;0.55;0.00;-0.01;-1.05;-0.01
33;0.00;0.58;0.00;-0.01;-1.04;-0.01
34;0.00;0.51;0.00;-0.01;-1.04;-0.00
35;0.00;0.34;0.00;-0.00;-1.04;-0.01
36;0.00;0.37;0.00;-0.00;-1.04;-0.00
37;0.00;0.51;0.00;-0.01;-1.04;-0.00
38;0.00;0.67;0.00;-0.01;-1.04;-0.01
39;0.00;0.62;0.00;-0.01;-1.04;-0.00
40;0.00;0.32;0.00;-0.01;-1.04;-0.01
41;0.00;0.36;0.00;-0.00;-1.04;-0.01
42;0.00;0.61;0.00;-0.00;-1.04;-0.01
43;0.00;0.56;0.00;-0.00;-1.04;-0.01
44;0.00;0.55;0.00;-0.01;-1.05;-0.00
45;0.00;0.53;0.00;-0.01;-1.04;-0.00
46;0.00;0.61;0.00;-0.00;-1.04;-0.00
47;0.00;0.66;0.00;-0.01;-1.04;-0.01
48;0.00;0.55;0.00;-0.01;-1.04;-0.01
49;0.00;0.63;0.00;-0.00;-1.04;-0.01
50;0.00;0.54;0.00;-0.00;-1.04;-0.00
51;0.00;0.54;0.00;-0.01;-1.04;-0.01
52;0.00;0.61;0.02;-0.01;-1.04;-0.01
53;0.00;0.65;0.02;-0.01;-1.04;-0.01
54;0.00;0.69;0.02;-0.00;-1.04;-0.00
55;0.00;0.53;0.02;-0.01;-1.04;-0.01
56;0.00;0.62;0.02;-0.01;-1.04;-0.01
57;0.00;0.64;0.00;-0.01;-1.04;-0.01
58;0.00;0.46;0.00;-0.00;-1.04;-0.00
59;0.00;0.63;0.00;-0.00;-1.04;-0.00
60;0.00;0.64;0.00;-0.01;-1.04;-0.00
61;0.00;0.61;0.00;-0.00;-1.03;-0.00
62;0.00;0.51;0.00;-0.00;-1.04;-0.00
63;0.00;0.50;0.00;-0.01;-1.04;-0.01
64;0.00;0.55;0.00;-0.01;-1.04;-0.01
65;0.00;0.50;0.00;-0.01;-1.04;-0.01
66;0.00;0.40;0.00;-0.00;-1.04;-0.00
67;0.00;0.49;0.00;-0.00;-1.04;-0.00
68;0.00;0.37;0.00;-0.01;-1.04;-0.01
69;0.00;0.28;0.00;-0.01;-1.04;-0.01
70;0.00;0.39;0.00;-0.01;-1.04;-0.01
71;0.00;0.44;0.00;-0.01;-1.04;-0.00
72;0.00;0.38;0.00;-0.00;-1.03;-0.00
73;0.00;0.53;0.00;-0.01;-1.05;-0.00
74;0.00;0.47;0.00;-0.01;-1.04;-0.00
75;0.00;0.45;0.00;-0.01;-1.03;-0.00
76;0.00;0.34;0.00;-0.01;-1.05;-0.01
77;0.00;0.33;0.00;-0.00;-1.04;-0.00
78;0.00;0.48;0.00;-0.01;-1.04;-0.00
79;0.00;0.48;0.00;0.00;-1.03;-0.00
80;40.00;0.52;0.00;-0.00;-1.04;-0.00
81;45.00;0.51;0.00;-0.00;-1.04;-0.01
82;50.00;0.58;0.02;-0.01;-1.05;-0.01
83;55.00;0.83;0.07;-0.04;-1.08;-0.11
84;60.00;1.66;0.14;-0.00;-1.06;-0.06
85;65.00;5.72;0.24;-0.10;-1.10;-0.00
86;70.00;14.06;0.34;0.02;-1.00;0.01
87;75.00;26.96;0.46;-0.24;-1.12;-0.00
88;80.00;41.82;0.66;0.18;-0.90;-0.07
89;85.00;58.16;0.85;-0.08;-1.31;0.06
90;90.00;77.76;1.10;0.09;-1.09;-0.05
91;95.00;100.21;1.49;-0.19;-1.33;0.38
92;100.00;123.80;1.95;-0.34;-1.40;0.22
93;105.00;147.78;2.37;0.18;-0.29;-0.05
94;110.00;174.53;2.88;0.22;-0.57;-0.02
95;115.00;200.89;3.56;0.29;-1.36;0.06
96;120.00;226.60;4.10;0.89;-1.23;-0.18
97;125.00;258.44;4.83;-1.18;-0.79;-0.03
98;130.00;292.28;5.69;-0.43;-1.33;0.00
