Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;-13.00;0.49;0.04;-0.01;-1.04;0.01
1;0.00;1865.00;0.38;0.12;-0.01;-1.04;0.01
2;0.00;-97.00;0.49;0.16;-0.01;-1.04;0.01
3;0.00;-11.00;0.54;0.16;-0.01;-1.04;0.02
4;0.00;2123.00;0.52;0.12;-0.01;-1.04;0.01
5;0.00;-95.00;0.36;0.16;-0.01;-1.04;0.01
6;0.00;-9.00;0.44;0.16;-0.01;-1.04;0.01
7;0.00;2382.00;0.62;0.16;-0.01;-1.04;0.01
8;0.00;-92.00;0.64;0.12;-0.02;-1.04;0.01
9;0.00;-6.00;0.44;0.12;-0.01;-1.04;0.02
10;0.00;2640.00;0.29;0.16;-0.01;-1.04;0.01
11;0.00;-90.00;0.40;0.16;-0.01;-1.04;0.01
12;0.00;-4.00;0.23;0.16;-0.01;-1.04;0.01
13;0.00;2898.00;0.29;0.12;-0.01;-1.04;0.01
14;0.00;-88.00;0.42;0.12;-0.00;-1.03;0.00
15;0.00;-2.00;0.58;0.12;-0.00;-1.04;0.01
16;0.00;3158.00;0.59;0.12;-0.01;-1.04;0.01
17;0.00;-84.00;0.67;0.12;-0.01;-1.04;0.01
18;0.00;3330.00;0.57;0.12;-0.01;-1.04;0.01
19;0.00;3416.00;0.34;0.12;-0.01;-1.04;0.01
20;0.00;-82.00;0.40;0.12;-0.01;-1.04;0.02
21;0.00;3588.00;0.39;0.12;-0.01;-1.05;0.01
22;0.00;3674.00;0.38;0.12;-0.01;-1.04;0.01
23;0.00;-80.00;0.27;0.12;-0.01;-1.04;0.01
24;0.00;3846.00;0.27;0.12;-0.01;-1.04;0.01
25;0.00;3932.00;0.45;0.12;-0.01;-1.04;0.02
26;0.00;-77.00;0.48;0.12;-0.01;-1.04;0.01
27;0.00;4105.00;0.37;0.12;-0.00;-1.04;0.01
28;0.00;4191.00;0.45;0.12;-0.01;-1.04;0.01
29;0.00;-75.00;0.51;0.12;-0.01;-1.05;0.02
30;0.00;4363.00;0.68;0.12;-0.01;-1.04;0.01
31;0.00;4449.00;0.68;0.12;-0.01;-1.04;0.01
32;0.00;-73.00;0.52;0.12;-0.01;-1.04;0.01
33;0.00;4621.00;0.36;0.12;-0.01;-1.04;0.01
34;0.00;4707.00;0.38;0.12;-0.01;-1.04;0.01
35;0.00;-71.00;0.45;0.12;-0.00;-1.04;0.01
36;0.00;4880.00;0.35;0.12;-0.01;-1.04;0.01
37;0.00;4966.00;0.33;0.12;-0.01;-1.05;0.01
38;0.00;-68.00;0.20;0.12;-0.01;-1.04;0.01
39;0.00;5138.00;0.16;0.12;-0.01;-1.04;0.02
40;0.00;5224.00;0.31;0.12;-0.01;-1.04;0.01
41;0.00;-66.00;0.29;0.12;-0.00;-1.03;0.01
42;0.00;5396.00;0.33;0.16;-0.00;-1.04;0.02
43;0.00;5482.00;0.52;0.16;-0.01;-1.04;0.02
44;0.00;-64.00;0.51;0.16;-0.01;-1.04;0.01
45;0.00;5654.00;0.40;0.12;-0.01;-1.04;0.02
46;0.00;5741.00;0.30;0.12;-0.01;-1.04;0.01
47;0.00;-61.00;0.43;0.12;-0.01;-1.04;0.01
48;0.00;5913.00;0.42;0.12;-0.01;-1.04;0.02
49;0.00;5999.00;0.43;0.12;-0.01;-1.04;0.02
50;0.00;-59.00;0.44;0.12;-0.00;-1.04;0.01
51;0.00;6171.00;0.45;0.12;-0.01;-1.04;0.01
52;0.00;6257.00;0.43;0.12;-0.01;-1.04;0.01
53;0.00;-57.00;0.52;0.12;-0.02;-1.04;0.01
54;0.00;6429.00;0.70;0.12;-0.01;-1.03;0.00
55;0.00;6515.00;0.69;0.12;-0.00;-1.04;0.01
56;0.00;-55.00;0.57;0.12;-0.01;-1.04;0.01
57;0.00;6688.00;0.33;0.12;-0.01;-1.04;0.02
58;0.00;6774.00;0.39;0.12;-0.01;-1.04;0.01
59;0.00;-52.00;0.51;0.12;-0.00;-1.03;0.01
60;0.00;6946.00;0.70;0.12;-0.01;-1.04;0.01
61;0.00;7032.00;0.64;0.12;-0.01;-1.04;0.02
62;0.00;-50.00;0.44;0.16;-0.01;-1.04;0.01
63;0.00;7204.00;0.25;0.16;-0.01;-1.04;0.01
64;0.00;7290.00;0.39;0.16;-0.01;-1.04;0.01
65;0.00;-48.00;0.53;0.12;-0.01;-1.04;0.01
66;0.00;7462.00;0.41;0.12;-0.01;-1.04;0.01
67;0.00;7549.00;0.41;0.12;-0.01;-1.04;0.01
68;0.00;-45.00;0.52;0.12;-0.01;-1.04;0.01
69;0.00;7721.00;0.64;0.12;-0.01;-1.04;0.01
70;0.00;-128.00;0.60;0.12;-0.00;-1.04;0.01
71;0.00;-42.00;0.55;0.12;-0.01;-1.04;0.01
72;0.00;7980.00;0.53;0.12;-0.01;-1.05;0.01
73;0.00;-126.00;0.53;0.12;-0.01;-1.04;0.01
74;0.00;-40.00;0.55;0.12;-0.01;-1.04;0.02
75;0.00;8238.00;0.40;0.12;-0.01;-1.04;0.01
76;0.00;-124.00;0.30;0.12;-0.01;-1.04;0.01
77;0.00;-37.00;0.47;0.12;-0.01;-1.04;0.01
78;0.00;8497.00;0.53;0.12;-0.01;-1.04;0.01
79;40.00;-121.00;0.41;0.69;-0.01;-1.07;0.13
80;45.00;-35.00;1.29;2.15;-0.05;-0.81;0.10
81;50.00;8755.00;13.14;3.17;-0.37;-1.24;0.02
82;55.00;-119.00;64.86;3.66;-0.36;-1.61;0.05
83;60.00;-33.00;142.32;3.21;-0.08;-0.48;0.14
84;65.00;9013.00;187.29;3.74;-0.87;-1.06;0.10
85;70.00;-117.00;215.30;4.31;-0.61;-0.46;0.03
86;75.00;-31.00;241.92;5.16;-0.15;-1.65;0.03
87;80.00;9272.00;272.40;5.81;-1.52;-1.18;0.01
88;85.00;-114.00;303.19;6.87;1.25;-1.18;0.11
89;90.00;-28.00;334.74;7.77;0.24;-0.83;0.05
90;95.00;9530.00;368.51;8.21;1.18;-0.83;0.06
91;100.00;-112.00;396.20;8.58;1.60;-0.91;0.21
92;105.00;-26.00;405.18;8.82;1.19;-1.05;0.04
93;110.00;9788.00;405.60;8.82;0.29;-1.38;0.03
94;115.00;-110.00;405.50;8.78;-0.55;-1.46;0.07
95;120.00;-24.00;405.18;8.54;-1.23;-1.19;0.08
96;125.00;10046.00;404.94;8.66;-1.51;-1.23;0.04
97;130.00;-107.00;404.53;8.50;-1.27;-0.84;0.06
98;135.00;-21.00;404.74;8.66;-0.44;-0.62;0.01
99;140.00;10305.00;403.83;8.91;0.66;-0.27;0.00
100;140.00;-105.00;402.79;9.07;1.40;-0.48;0.02
101;135.00;-19.00;402.31;9.15;1.66;-1.02;0.00
102;130.00;10563.00;401.84;9.03;1.08;-1.38;0.04
103;125.00;-103.00;401.21;8.74;0.61;-1.54;0.02
104;120.00;-17.00;401.35;8.78;-0.10;-1.59;0.07
105;115.00;10821.00;400.58;8.66;-0.92;-1.54;0.11
106;110.00;-101.00;399.95;8.66;-1.49;-1.42;0.14
107;105.00;-14.00;400.85;8.50;-1.51;-0.99;0.03
108;100.00;11080.00;401.40;8.70;-1.51;-0.91;0.10
109;95.00;-98.00;401.97;8.95;-0.86;-0.36;0.01
110;90.00;-12.00;402.39;8.82;-0.05;-0.73;0.08
111;85.00;11338.00;403.70;8.54;-1.17;-0.95;0.05
112;80.00;-96.00;396.47;7.56;1.34;-0.74;0.10
113;75.00;-10.00;368.96;6.67;0.94;-1.39;0.04
114;70.00;11596.00;333.28;5.53;0.01;-0.52;0.03
115;65.00;-94.00;302.98;4.92;0.25;-0.49;0.06
116;60.00;-8.00;272.97;4.23;-0.88;-1.53;0.08
117;55.00;11854.00;242.24;3.74;-0.69;-1.32;0.05
118;50.00;-91.00;214.96;3.05;0.21;-1.06;0.05
119;45.00;-5.00;189.06;2.44;-0.21;-1.26;0.03
120;40.00;12113.00;164.76;1.79;0.32;-0.80;0.23
