Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;5203468.00;0.67;0.12;0.00;-1.00;0.00
1;0.00;5289564.00;0.32;0.12;0.00;-1.00;0.00
2;0.00;5375668.00;0.33;0.12;0.00;-1.00;0.00
3;1.00;5461776.00;0.55;0.12;0.00;-1.00;0.00
4;2.00;5547864.00;0.58;0.20;0.00;-0.99;0.08
5;3.00;5633968.00;0.67;0.24;0.00;-0.99;0.03
6;4.00;5720076.00;2.46;0.28;-0.00;-0.98;0.00
7;5.00;5806192.00;6.11;0.28;-0.00;-1.02;0.01
8;6.00;5892284.00;9.76;0.32;-0.22;-0.99;0.04
9;7.00;5978396.00;14.22;0.40;0.17;-0.93;0.10
10;8.00;6064504.00;19.05;0.44;0.13;-1.01;0.09
11;9.00;6150600.00;24.72;0.49;0.15;-1.01;0.09
