Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;12702576.00;0.54;0.24;0.00;-1.00;0.00
1;0.00;12788664.00;0.48;0.24;0.00;-1.00;0.00
2;0.00;12874772.00;0.40;0.24;0.00;-0.99;0.00
3;0.00;12960844.00;0.55;0.24;0.00;-0.99;0.00
4;0.00;13046940.00;0.60;0.24;0.00;-0.99;0.00
5;0.00;13133040.00;0.66;0.24;0.00;-1.00;0.00
6;0.00;13219148.00;0.53;0.24;0.00;-1.00;0.00
7;0.00;13305220.00;0.43;0.24;0.00;-0.99;0.00
8;0.00;13391328.00;0.66;0.24;-0.00;-1.00;0.00
9;0.00;13477424.00;0.66;0.24;0.00;-1.00;0.00
10;0.00;13563512.00;0.45;0.24;0.00;-1.00;0.00
11;0.00;13649616.00;0.36;0.20;0.00;-1.00;0.00
12;0.00;13735736.00;0.49;0.20;0.00;-1.00;0.00
13;0.00;13821792.00;0.41;0.20;0.00;-1.00;0.00
14;0.00;13907876.00;0.47;0.24;0.00;-0.99;0.00
15;0.00;13994008.00;0.43;0.24;0.00;-1.00;0.00
16;0.00;14080076.00;0.51;0.20;0.00;-0.99;0.00
17;0.00;14166180.00;0.42;0.20;0.00;-1.00;0.00
18;0.00;14252272.00;0.40;0.20;0.00;-1.00;0.00
19;0.00;14338376.00;0.68;0.24;0.00;-1.00;0.00
20;0.00;14424460.00;0.44;0.24;0.00;-1.00;0.00
21;0.00;14510564.00;0.43;0.24;0.00;-1.00;0.00
22;0.00;14596664.00;0.40;0.24;0.00;-1.00;0.00
23;0.00;14682772.00;0.45;0.24;0.00;-1.00;0.00
24;0.00;14768868.00;0.51;0.24;0.00;-1.00;0.00
25;0.00;14854956.00;0.61;0.24;0.00;-0.99;0.00
26;0.00;14941052.00;0.42;0.24;0.00;-1.00;0.00
27;0.00;15027144.00;0.33;0.24;0.00;-1.00;0.00
28;0.00;15113256.00;0.47;0.24;-0.00;-1.00;0.00
29;0.00;15199360.00;0.61;0.24;0.00;-0.99;0.00
30;0.00;15285468.00;0.73;0.24;0.00;-1.00;0.00
31;0.00;15371564.00;0.55;0.24;0.00;-1.00;0.00
32;0.00;15457644.00;0.47;0.24;0.00;-1.00;0.00
33;0.00;15543732.00;0.38;0.24;0.00;-0.99;0.00
34;0.00;15629860.00;0.54;0.24;-0.00;-1.00;0.00
35;0.00;15715964.00;0.57;0.24;0.00;-1.00;0.00
36;0.00;15802044.00;0.58;0.24;0.00;-1.00;0.00
37;0.00;15888132.00;0.40;0.24;0.00;-1.00;0.01
38;0.00;15974232.00;0.37;0.24;0.00;-1.00;0.00
39;0.00;16060324.00;0.47;0.24;0.00;-1.00;0.00
40;0.00;16146420.00;0.38;0.24;-0.00;-1.00;0.00
41;0.00;16232516.00;0.42;0.24;0.00;-1.00;0.00
42;0.00;16318608.00;0.51;0.24;0.00;-1.00;0.00
43;0.00;16404700.00;0.41;0.24;0.00;-1.00;0.00
44;0.00;16490792.00;0.39;0.24;0.00;-0.99;0.00
45;0.00;16576896.00;0.46;0.24;-0.00;-1.00;0.00
46;0.00;16662972.00;0.53;0.24;-0.00;-1.00;0.00
47;0.00;16749068.00;0.66;0.24;0.00;-1.00;0.01
48;0.00;16835168.00;0.70;0.24;-0.00;-1.00;0.00
49;0.00;16921272.00;0.64;0.24;-0.00;-1.00;0.00
50;0.00;17007364.00;0.43;0.24;-0.00;-1.00;0.00
51;0.00;17093452.00;0.53;0.24;0.00;-1.00;0.00
