Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;180394.11;180394.11;180394.11;180394.11;180394.11;180394.11
1;11.00;0.51;-0.00;1.00;-1.04;-0.01
2;11.00;0.57;-0.00;2.00;-1.04;0.01
3;11.00;0.88;-0.00;3.00;-1.03;0.10
4;11.00;1.22;-0.00;4.00;-1.02;0.04
5;11.00;2.83;-0.00;5.00;-1.01;0.01
6;11.00;5.27;-0.00;6.00;-1.03;0.00
7;11.00;7.34;-0.00;7.00;-1.04;-0.00
8;11.00;9.16;-0.00;8.00;-1.01;-0.04
9;11.00;10.24;-0.00;9.00;-1.02;-0.08
10;11.00;11.17;-0.00;10.00;-1.03;-0.02
11;11.00;12.06;0.00;11.00;-1.02;0.06
12;11.00;13.36;0.00;12.00;-1.01;0.00
13;11.00;16.07;0.01;13.00;-1.02;-0.02
14;11.00;19.95;0.02;14.00;-1.05;-0.04
15;11.00;24.30;0.02;15.00;-1.00;-0.01
16;11.00;28.91;0.03;16.00;-0.96;0.02
17;11.00;32.42;0.05;17.00;-0.97;0.01
18;11.00;35.56;0.06;18.00;-1.09;-0.06
19;11.00;38.53;0.07;19.00;-1.00;-0.01
20;11.00;41.62;0.09;20.00;-1.06;-0.03
21;11.00;45.15;0.10;21.00;-1.02;-0.02
22;11.00;49.33;0.12;22.00;-0.99;-0.01
23;11.00;52.55;0.14;23.00;-1.08;0.02
24;11.00;55.72;0.16;24.00;-1.16;-0.02
25;11.00;59.49;0.18;25.00;-0.97;0.02
26;11.00;63.87;0.20;26.00;-0.99;0.05
27;11.00;67.81;0.22;27.00;-0.97;-0.06
28;11.00;70.45;0.26;28.00;-1.00;-0.02
29;11.00;75.26;0.29;29.00;-0.91;-0.02
30;11.00;79.76;0.33;30.00;-1.44;-0.03
31;11.00;85.56;0.38;31.00;-0.82;0.04
32;11.00;89.48;0.41;32.00;-1.05;0.00
33;11.00;94.96;0.45;33.00;-0.92;-0.04
34;11.00;108.55;0.53;35.00;-1.21;0.11
35;11.00;113.64;0.59;36.00;-1.10;0.15
36;11.00;118.38;0.65;37.00;-0.70;-0.02
37;11.00;123.97;0.72;38.00;-1.05;-0.12
38;11.00;129.20;0.79;39.00;-0.82;0.06
39;11.00;136.79;0.86;40.00;-1.32;0.47
40;11.00;146.32;0.93;41.00;-1.13;0.39
41;11.00;157.80;1.01;42.00;-0.61;0.21
42;11.00;168.45;1.09;43.00;-1.22;-0.22
43;11.00;174.25;1.18;44.00;-1.24;0.04
44;11.00;175.11;1.23;45.00;-0.51;0.06
45;11.00;174.66;1.28;46.00;-0.93;-0.26
46;11.00;170.91;1.35;47.00;-1.26;-0.37
47;11.00;164.38;1.40;48.00;-1.17;-0.28
48;11.00;160.97;1.45;49.00;-0.66;-0.50
49;11.00;153.81;1.48;50.00;-1.26;0.23
50;11.00;140.74;1.50;51.00;-0.93;0.03
51;11.00;127.94;1.51;52.00;-0.87;-0.00
52;11.00;118.22;1.52;53.00;-1.40;0.11
53;11.00;109.57;1.52;54.00;-0.87;0.02
54;11.00;98.56;1.52;55.00;-0.91;0.04
55;11.00;87.03;1.51;56.00;-1.11;-0.11
56;11.00;76.77;1.50;57.00;-1.00;-0.10
57;11.00;68.14;1.48;58.00;-1.19;-0.01
58;11.00;61.82;1.47;59.00;-1.15;0.06
