Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;-16777216.00;0.39;0.04;-0.01;-1.04;0.02
1;0.00;0.00;0.61;0.08;-0.01;-1.04;0.01
2;0.00;0.00;0.66;0.12;-0.01;-1.04;0.01
3;0.00;-16777216.00;0.53;0.12;-0.01;-1.04;0.01
4;0.00;0.00;0.53;0.12;-0.01;-1.04;0.00
5;0.00;0.00;0.50;0.12;-0.01;-1.03;0.01
6;0.00;-16777216.00;0.42;0.12;-0.01;-1.04;0.01
7;0.00;0.00;0.65;0.12;-0.01;-1.04;0.02
8;0.00;0.00;0.69;0.12;-0.01;-1.04;0.01
9;0.00;-16777216.00;0.48;0.12;-0.01;-1.04;0.01
10;0.00;0.00;0.43;0.12;-0.01;-1.04;0.02
11;0.00;0.00;0.63;0.12;-0.01;-1.04;0.01
12;0.00;-16777216.00;0.60;0.12;-0.01;-1.04;0.00
13;0.00;0.00;0.50;0.12;-0.01;-1.04;0.01
14;0.00;0.00;0.32;0.12;-0.01;-1.04;0.01
15;0.00;-16777216.00;0.39;0.12;-0.01;-1.04;0.01
16;0.00;0.00;0.32;0.12;-0.01;-1.04;0.01
17;0.00;-16777216.00;0.40;0.12;-0.01;-1.04;0.01
18;0.00;-16777216.00;0.58;0.12;-0.01;-1.04;0.02
19;0.00;0.00;0.53;0.12;-0.01;-1.04;0.02
20;0.00;-16777216.00;0.50;0.12;-0.01;-1.04;0.01
21;0.00;-16777216.00;0.61;0.12;-0.01;-1.04;0.01
22;0.00;0.00;0.63;0.12;-0.01;-1.04;0.00
23;0.00;-16777216.00;0.68;0.12;-0.01;-1.04;0.02
24;0.00;-16777216.00;0.64;0.12;-0.01;-1.04;0.01
25;0.00;0.00;0.60;0.12;-0.01;-1.04;0.01
26;0.00;-16777216.00;0.51;0.12;-0.01;-1.03;0.01
27;0.00;-16777216.00;0.38;0.12;-0.01;-1.04;0.01
28;0.00;0.00;0.53;0.12;-0.01;-1.04;0.01
29;0.00;-16777216.00;0.50;0.16;-0.01;-1.04;0.01
30;0.00;-16777216.00;0.47;0.16;-0.01;-1.04;0.01
31;0.00;0.00;0.38;0.16;-0.01;-1.04;0.01
32;0.00;-16777216.00;0.38;0.12;-0.01;-1.04;0.01
33;0.00;-16777216.00;0.41;0.12;-0.01;-1.04;0.01
34;0.00;0.00;0.30;0.12;-0.01;-1.04;0.01
35;0.00;-16777216.00;0.27;0.12;-0.01;-1.04;0.01
36;0.00;-16777216.00;0.42;0.12;-0.01;-1.04;0.02
37;0.00;0.00;0.55;0.12;-0.01;-1.04;0.01
38;0.00;-16777216.00;0.58;0.12;-0.01;-1.04;0.01
39;0.00;-16777216.00;0.71;0.12;-0.01;-1.04;0.01
40;0.00;0.00;0.65;0.12;-0.01;-1.04;0.02
41;0.00;-16777216.00;0.45;0.12;-0.01;-1.04;0.01
42;0.00;-16777216.00;0.51;0.12;-0.01;-1.04;0.01
43;0.00;0.00;0.61;0.12;-0.01;-1.04;0.01
44;0.00;-16777216.00;0.53;0.12;-0.01;-1.04;0.00
45;0.00;-16777216.00;0.55;0.12;-0.01;-1.04;0.01
46;0.00;0.00;0.51;0.12;-0.02;-1.04;0.02
47;0.00;-16777216.00;0.55;0.12;-0.01;-1.04;0.01
48;0.00;-16777216.00;0.56;0.12;-0.01;-1.04;0.01
49;0.00;0.00;0.68;0.12;-0.01;-1.04;0.01
50;0.00;-16777216.00;0.59;0.12;-0.01;-1.04;0.01
51;0.00;-16777216.00;0.51;0.16;-0.01;-1.04;0.01
52;0.00;0.00;0.59;0.16;-0.01;-1.04;0.01
53;0.00;-16777216.00;0.52;0.16;-0.01;-1.03;0.01
54;0.00;-16777216.00;0.55;0.12;-0.01;-1.04;0.01
55;0.00;0.00;0.59;0.12;-0.01;-1.04;0.01
56;0.00;-16777216.00;0.61;0.12;-0.01;-1.04;0.02
57;0.00;-16777216.00;0.68;0.12;-0.01;-1.04;0.01
58;0.00;0.00;0.56;0.12;-0.02;-1.05;0.01
59;0.00;-16777216.00;0.54;0.12;-0.01;-1.04;0.01
60;0.00;-16777216.00;0.46;0.12;-0.01;-1.04;0.01
61;0.00;0.00;0.35;0.12;-0.00;-1.04;0.01
62;0.00;-16777216.00;0.36;0.12;-0.01;-1.04;0.01
63;0.00;-16777216.00;0.42;0.12;-0.01;-1.04;0.00
64;0.00;0.00;0.36;0.12;-0.01;-1.04;0.01
65;0.00;-16777216.00;0.25;0.12;-0.01;-1.04;0.01
66;0.00;-16777216.00;0.43;0.12;-0.01;-1.04;0.01
67;0.00;0.00;0.51;0.12;-0.01;-1.04;0.01
68;0.00;-16777216.00;0.47;0.12;-0.01;-1.04;0.01
69;0.00;-16777216.00;0.43;0.12;-0.01;-1.04;0.01
70;0.00;0.00;0.67;0.12;-0.02;-1.05;0.02
71;0.00;-16777216.00;0.63;0.12;-0.01;-1.04;0.01
72;0.00;0.00;0.51;0.12;-0.01;-1.04;0.01
73;0.00;0.00;0.52;0.12;-0.01;-1.04;0.01
74;0.00;-16777216.00;0.64;0.12;-0.01;-1.04;0.01
75;0.00;0.00;0.67;0.12;-0.01;-1.04;0.01
76;0.00;0.00;0.54;0.12;-0.01;-1.04;0.01
77;0.00;-16777216.00;0.27;0.12;-0.01;-1.04;0.01
78;0.00;0.00;0.20;0.12;-0.01;-1.04;0.01
79;40.00;0.00;0.26;0.48;0.01;-0.94;0.14
80;45.00;-16777216.00;2.19;1.83;0.10;-1.13;0.08
81;50.00;0.00;19.24;2.80;-0.05;-1.08;0.27
82;55.00;0.00;78.53;3.45;0.21;-0.86;0.01
83;60.00;-16777216.00;149.34;3.09;-0.33;-1.45;0.06
84;65.00;0.00;188.31;3.58;0.71;-1.13;0.08
85;70.00;0.00;217.20;4.19;0.35;-1.52;0.02
86;75.00;-16777216.00;244.52;5.20;0.69;-0.52;0.03
87;80.00;0.00;275.11;6.06;0.99;-0.78;0.12
88;85.00;0.00;308.26;7.12;-1.49;-0.57;0.01
89;90.00;-16777216.00;338.51;8.21;-0.47;-1.23;0.04
90;95.00;0.00;370.36;8.74;-1.36;-1.26;0.05
91;100.00;0.00;399.10;8.82;-1.51;-0.83;0.05
92;105.00;-16777216.00;407.72;8.34;-0.79;-0.34;0.03
93;110.00;0.00;408.55;8.30;0.50;-0.79;0.06
94;115.00;0.00;408.96;8.26;1.49;-0.89;0.00
95;120.00;-16777216.00;407.35;8.74;1.61;-1.17;0.06
96;125.00;0.00;405.84;8.95;0.69;-1.17;0.11
97;130.00;0.00;405.36;9.27;0.14;-1.25;0.02
98;135.00;-16777216.00;405.17;9.03;-0.94;-1.50;0.11
99;140.00;0.00;404.62;9.11;-1.54;-0.93;0.04
100;140.00;0.00;404.05;8.78;-1.46;-0.91;0.03
101;135.00;-16777216.00;403.63;8.78;-0.79;-0.57;0.12
102;130.00;0.00;402.60;8.66;0.31;-0.62;0.02
103;125.00;0.00;402.47;9.07;0.94;-0.63;0.07
104;120.00;-16777216.00;402.03;9.48;1.61;-0.83;0.03
105;115.00;0.00;401.53;9.68;1.29;-1.20;0.12
106;110.00;0.00;405.11;9.56;0.95;-1.28;0.12
107;105.00;-16777216.00;406.70;9.15;0.14;-1.24;0.16
108;100.00;0.00;404.31;8.87;-0.62;-1.11;0.08
109;95.00;0.00;403.97;9.03;-0.95;-1.09;0.15
110;90.00;-16777216.00;404.18;9.07;-1.59;-0.94;0.12
111;85.00;0.00;403.54;8.91;-1.00;-0.98;0.10
112;80.00;0.00;396.28;8.09;-0.12;-1.29;0.03
113;75.00;-16777216.00;369.90;7.12;-0.87;-1.24;0.05
114;70.00;0.00;334.75;6.14;0.64;-0.77;0.12
115;65.00;0.00;301.48;5.12;0.70;-0.81;0.02
116;60.00;-16777216.00;270.68;4.47;-0.66;-0.83;0.12
117;55.00;0.00;239.84;3.70;-0.33;-0.85;0.17
118;50.00;0.00;212.98;3.09;0.07;-1.58;0.06
119;45.00;-16777216.00;187.96;2.44;-0.48;-1.48;0.02
120;40.00;0.00;162.50;1.91;0.06;-0.90;0.02
121;0.00;0.00;140.50;1.18;0.03;-1.00;0.55
122;0.00;-16777216.00;114.59;0.56;-0.20;-1.04;0.02
123;0.00;0.00;73.53;0.12;0.11;-1.03;0.10
124;0.00;0.00;43.59;0.12;0.01;-1.03;0.00
125;0.00;-16777216.00;27.14;0.12;-0.03;-1.08;0.01
126;0.00;0.00;17.85;0.12;0.01;-1.06;0.03
127;0.00;-16777216.00;12.18;0.12;0.11;-1.03;0.07
128;0.00;-16777216.00;8.75;0.12;-0.03;-1.04;0.02
129;0.00;0.00;6.25;0.12;-0.06;-1.04;0.03
130;0.00;-16777216.00;4.57;0.12;0.02;-1.04;0.01
131;0.00;-16777216.00;3.35;0.12;0.01;-1.05;0.05
132;0.00;0.00;2.49;0.12;-0.03;-1.03;0.03
133;0.00;-16777216.00;1.80;0.12;-0.02;-1.04;0.00
134;0.00;-16777216.00;1.21;0.12;-0.00;-1.04;0.05
135;0.00;0.00;0.83;0.12;0.00;-1.03;0.00
136;0.00;-16777216.00;0.54;0.12;-0.01;-1.03;0.00
137;0.00;-16777216.00;0.29;0.16;-0.01;-1.04;0.00
138;0.00;0.00;0.13;0.16;-0.01;-1.04;0.01
139;0.00;-16777216.00;0.15;0.16;-0.01;-1.04;0.06
