Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.27;0.00;-0.00;-1.04;-0.01
1;0.00;0.28;0.00;-0.01;-1.04;-0.01
2;0.00;0.45;0.00;-0.01;-1.04;-0.01
3;0.00;0.49;0.00;-0.01;-1.03;-0.00
4;0.00;0.12;0.00;-0.00;-1.04;-0.00
5;0.00;0.27;0.00;-0.01;-1.04;-0.01
6;0.00;0.51;0.00;-0.00;-1.04;-0.01
7;0.00;0.41;0.00;-0.00;-1.04;-0.01
8;0.00;0.33;0.00;-0.00;-1.04;-0.01
9;0.00;0.33;0.00;-0.01;-1.04;-0.00
10;0.00;0.17;0.00;-0.01;-1.04;-0.00
11;0.00;0.19;0.00;-0.00;-1.04;-0.01
12;0.00;0.22;0.00;-0.01;-1.04;-0.00
13;0.00;0.23;0.00;-0.01;-1.04;-0.00
14;0.00;0.33;0.00;-0.01;-1.04;-0.02
15;0.00;0.34;0.00;-0.00;-1.04;-0.01
16;0.00;0.23;0.00;-0.01;-1.04;-0.01
17;0.00;0.28;0.00;-0.00;-1.04;-0.00
18;0.00;0.24;0.00;-0.01;-1.04;-0.00
19;0.00;0.42;0.00;-0.01;-1.04;-0.00
20;0.00;0.23;0.00;-0.00;-1.04;-0.01
21;0.00;0.27;0.00;-0.01;-1.04;-0.00
22;0.00;0.53;0.00;-0.01;-1.04;-0.00
23;0.00;0.34;0.00;-0.00;-1.04;-0.00
24;0.00;0.30;0.00;-0.01;-1.04;-0.01
25;0.00;0.35;0.00;-0.00;-1.03;-0.00
26;0.00;0.25;0.00;-0.00;-1.04;-0.01
27;0.00;0.27;0.00;-0.00;-1.03;-0.01
28;0.00;0.21;0.00;-0.01;-1.04;-0.00
29;0.00;0.28;0.00;-0.01;-1.04;-0.01
30;0.00;0.07;0.00;-0.01;-1.04;-0.01
31;0.00;0.20;0.00;-0.00;-1.04;-0.01
32;0.00;0.23;0.00;-0.01;-1.04;-0.01
33;0.00;0.30;0.00;-0.01;-1.03;-0.01
34;0.00;0.34;0.00;-0.01;-1.04;-0.01
35;0.00;0.16;0.00;-0.01;-1.04;-0.01
36;0.00;0.21;0.00;-0.01;-1.04;-0.01
37;0.00;0.36;0.00;-0.01;-1.04;-0.00
38;0.00;0.20;0.00;-0.00;-1.03;-0.00
39;0.00;0.28;0.00;-0.00;-1.04;-0.01
40;0.00;0.44;0.00;-0.00;-1.04;-0.00
41;0.00;0.57;0.00;-0.00;-1.03;-0.01
42;0.00;0.54;0.00;-0.00;-1.03;-0.00
43;0.00;0.25;0.00;-0.00;-1.04;-0.00
44;0.00;0.19;0.00;-0.01;-1.04;-0.00
45;0.00;0.43;0.00;-0.00;-1.04;-0.00
46;0.00;0.41;0.00;-0.00;-1.04;-0.01
47;0.00;0.43;0.00;-0.01;-1.04;-0.00
48;0.00;0.31;0.00;-0.00;-1.04;-0.01
49;0.00;0.29;0.00;-0.00;-1.04;-0.01
50;0.00;0.16;0.00;-0.01;-1.04;-0.00
51;0.00;0.42;0.00;-0.00;-1.04;-0.01
52;0.00;0.39;0.00;-0.00;-1.04;-0.01
53;0.00;0.29;0.02;-0.00;-1.04;-0.01
54;0.00;0.25;0.02;-0.00;-1.04;-0.01
55;0.00;0.31;0.02;-0.01;-1.04;-0.01
56;0.00;0.27;0.02;-0.01;-1.04;-0.01
57;0.00;0.41;0.02;-0.00;-1.04;-0.00
58;0.00;0.30;0.00;-0.00;-1.04;-0.01
59;0.00;0.35;0.00;-0.00;-1.04;-0.00
60;0.00;0.21;0.00;-0.00;-1.04;-0.01
61;0.00;0.33;0.00;-0.00;-1.04;-0.01
62;0.00;0.42;0.00;-0.00;-1.03;-0.01
63;0.00;0.37;0.00;-0.01;-1.04;-0.00
64;0.00;0.27;0.00;-0.01;-1.04;-0.00
65;0.00;0.12;0.00;-0.00;-1.04;-0.00
66;0.00;0.10;0.00;-0.01;-1.04;-0.01
67;0.00;0.26;0.00;-0.01;-1.04;-0.01
68;0.00;0.38;0.00;-0.01;-1.04;-0.00
69;0.00;0.21;0.00;-0.00;-1.03;-0.00
70;0.00;0.33;0.00;-0.01;-1.04;-0.00
71;0.00;0.53;0.00;-0.01;-1.04;-0.01
72;0.00;0.48;0.00;-0.01;-1.04;-0.01
73;0.00;0.31;0.00;-0.01;-1.04;-0.00
74;0.00;0.17;0.00;-0.01;-1.04;-0.00
75;0.00;0.11;0.00;-0.00;-1.04;-0.00
76;0.00;0.32;0.00;-0.01;-1.04;-0.01
77;0.00;0.30;0.00;-0.01;-1.04;-0.01
78;0.00;0.31;0.00;-0.01;-1.04;-0.01
79;40.00;0.24;0.00;-0.00;-1.04;-0.01
80;45.00;0.24;0.00;-0.01;-1.04;-0.00
81;50.00;0.15;0.02;-0.01;-1.05;0.02
82;55.00;0.21;0.05;-0.01;-0.99;0.12
83;60.00;1.36;0.09;0.07;-1.06;0.00
84;65.00;5.95;0.19;0.09;-1.00;-0.03
85;70.00;13.93;0.31;-0.11;-1.04;-0.02
86;75.00;25.96;0.46;-0.16;-1.07;-0.00
87;80.00;41.77;0.63;0.27;-0.99;-0.06
88;85.00;60.39;0.85;0.22;-1.10;-0.03
89;90.00;78.62;1.05;0.34;-0.90;-0.13
90;95.00;99.01;1.39;-0.29;-1.42;0.30
91;100.00;123.93;1.78;-0.66;-1.37;-0.34
92;105.00;147.50;2.24;0.36;-0.57;0.07
93;110.00;172.70;2.80;0.72;-0.69;0.14
94;115.00;200.73;3.34;-0.37;-1.27;0.04
95;120.00;225.48;4.05;0.15;-1.37;-0.00
96;125.00;257.90;4.68;-1.18;-0.69;0.13
97;130.00;292.54;5.54;-1.46;-0.41;-0.00
98;135.00;322.41;6.47;0.85;-1.12;-0.14
99;140.00;358.88;7.27;0.97;-1.36;-0.13
