Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;5156740.00;0.40;0.24;-0.00;-1.00;0.01
1;0.00;5242816.00;0.23;0.28;0.00;-0.99;0.00
2;0.00;5328916.00;0.22;0.28;0.00;-1.00;0.00
3;0.00;5415008.00;0.57;0.28;0.00;-1.00;0.00
4;0.00;5501092.00;0.51;0.24;0.00;-1.00;0.01
5;0.00;5587196.00;0.40;0.24;0.00;-1.00;0.00
6;0.00;5673276.00;0.53;0.24;0.00;-1.00;0.00
7;0.00;5759348.00;0.41;0.24;0.00;-1.00;0.00
8;0.00;5845440.00;0.25;0.24;0.00;-1.00;0.00
9;0.00;5931544.00;0.49;0.24;0.00;-1.00;0.00
10;0.00;6017648.00;0.55;0.24;0.00;-1.00;0.00
11;0.00;6103736.00;0.46;0.24;-0.00;-1.00;0.00
12;0.00;6189824.00;0.48;0.24;0.00;-1.00;0.00
13;0.00;6275904.00;0.60;0.24;0.00;-1.00;0.00
14;0.00;6361988.00;0.51;0.24;0.00;-0.99;0.00
15;0.00;6448080.00;0.36;0.24;0.00;-1.00;0.00
16;0.00;6534172.00;0.34;0.24;-0.00;-1.00;0.00
17;0.00;6706372.00;0.55;0.28;0.00;-1.00;0.00
18;0.00;6792424.00;0.52;0.28;0.00;-0.99;0.00
19;0.00;6878512.00;0.23;0.28;0.01;-0.99;0.00
20;0.00;6964608.00;0.18;0.24;0.00;-1.00;0.01
21;0.00;7050700.00;0.34;0.24;0.01;-1.00;0.00
22;0.00;7136792.00;0.47;0.24;0.00;-1.00;0.00
23;0.00;7222876.00;0.62;0.24;-0.00;-1.00;0.00
24;0.00;7308968.00;0.31;0.24;0.00;-1.00;0.00
