Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.28;0.00;-0.00;-1.03;-0.00
1;0.00;0.33;0.00;-0.00;-1.04;-0.00
2;0.00;0.50;0.00;-0.00;-1.04;-0.00
3;0.00;0.36;0.00;-0.01;-1.04;-0.01
4;0.00;0.57;0.00;-0.00;-1.04;-0.01
5;0.00;0.55;0.00;-0.00;-1.04;-0.00
6;0.00;0.28;0.00;-0.01;-1.04;-0.01
7;0.00;0.27;0.00;-0.00;-1.04;-0.00
8;0.00;0.25;0.00;0.00;-1.04;-0.01
9;0.00;0.17;0.00;-0.00;-1.04;-0.00
10;0.00;0.31;0.00;-0.01;-1.04;-0.00
11;0.00;0.39;0.00;-0.00;-1.04;-0.00
12;0.00;0.32;0.00;-0.00;-1.04;-0.00
13;0.00;0.33;0.00;-0.00;-1.03;-0.00
14;0.00;0.38;0.00;-0.00;-1.04;-0.01
15;0.00;0.38;0.00;-0.00;-1.03;-0.00
16;0.00;0.20;0.00;-0.01;-1.04;-0.00
17;0.00;0.16;0.00;-0.01;-1.04;-0.01
18;0.00;0.29;0.00;-0.00;-1.03;-0.00
19;0.00;0.38;0.00;-0.00;-1.04;-0.00
20;0.00;0.44;0.00;0.00;-1.03;-0.01
21;0.00;0.36;0.00;-0.00;-1.04;-0.00
22;0.00;0.42;0.00;-0.01;-1.04;-0.01
23;0.00;0.32;0.00;-0.00;-1.04;-0.01
24;0.00;0.21;0.00;-0.00;-1.03;-0.01
25;0.00;0.32;0.00;-0.00;-1.04;-0.00
26;0.00;0.28;0.00;-0.01;-1.04;-0.00
27;0.00;0.32;0.00;-0.00;-1.04;-0.00
28;0.00;0.37;0.00;-0.00;-1.04;-0.00
29;0.00;0.47;0.00;-0.01;-1.04;-0.01
30;0.00;0.44;0.00;-0.00;-1.04;-0.00
31;0.00;0.45;0.00;-0.01;-1.04;-0.01
32;0.00;0.30;0.00;-0.00;-1.04;-0.00
33;0.00;0.34;0.00;-0.00;-1.04;-0.00
34;0.00;0.32;0.00;-0.00;-1.04;-0.01
35;0.00;0.38;0.00;-0.00;-1.04;-0.00
36;0.00;0.48;0.00;-0.00;-1.04;-0.00
37;0.00;0.49;0.00;-0.00;-1.03;-0.00
38;0.00;0.25;0.00;0.00;-1.03;-0.00
39;0.00;0.43;0.00;-0.00;-1.04;-0.01
40;0.00;0.43;0.00;-0.00;-1.04;-0.01
41;0.00;0.27;0.00;-0.00;-1.04;-0.01
42;0.00;0.23;0.00;-0.01;-1.04;-0.00
43;0.00;0.36;0.00;-0.00;-1.04;-0.00
44;0.00;0.33;0.00;-0.00;-1.04;-0.00
45;0.00;0.39;0.00;-0.01;-1.04;-0.00
46;0.00;0.30;0.00;-0.00;-1.04;-0.01
47;0.00;0.23;0.00;-0.00;-1.04;-0.00
48;0.00;0.29;0.00;-0.01;-1.04;-0.01
49;0.00;0.24;0.00;-0.00;-1.03;-0.00
50;0.00;0.42;0.00;-0.00;-1.04;-0.01
51;0.00;0.32;0.00;-0.00;-1.04;-0.00
52;0.00;0.25;0.00;-0.00;-1.04;-0.00
53;0.00;0.27;0.00;0.00;-1.03;-0.00
54;0.00;0.40;0.00;-0.00;-1.04;-0.01
55;0.00;0.37;0.00;-0.00;-1.04;-0.00
56;0.00;0.25;0.00;0.00;-1.03;0.00
57;0.00;0.42;0.00;-0.00;-1.04;0.00
58;0.00;0.39;0.00;-0.00;-1.04;-0.01
59;0.00;0.21;0.00;-0.01;-1.04;-0.00
60;0.00;0.32;0.00;-0.00;-1.03;-0.00
61;0.00;0.29;0.00;-0.00;-1.04;-0.00
62;0.00;0.30;0.00;-0.00;-1.04;-0.00
63;0.00;0.45;0.00;-0.00;-1.04;-0.00
64;0.00;0.54;0.00;-0.00;-1.04;-0.01
65;0.00;0.44;0.00;-0.00;-1.04;-0.01
66;0.00;0.27;0.00;-0.00;-1.03;-0.00
67;0.00;0.27;0.00;-0.01;-1.04;-0.01
68;0.00;0.38;0.00;-0.00;-1.04;-0.01
69;0.00;0.30;0.00;-0.01;-1.04;-0.01
70;0.00;0.27;0.00;-0.01;-1.03;-0.00
71;0.00;0.36;0.00;-0.01;-1.04;-0.01
72;40.00;0.24;0.00;-0.00;-1.04;-0.00
73;45.00;0.23;0.00;-0.00;-1.04;-0.00
74;50.00;0.17;0.00;-0.02;-1.05;-0.03
75;55.00;0.27;0.01;-0.01;-0.99;-0.00
76;60.00;1.31;0.01;0.03;-1.08;-0.01
77;65.00;5.56;0.03;0.08;-1.05;-0.03
78;70.00;14.46;0.05;-0.12;-1.06;-0.00
79;75.00;26.76;0.07;-0.09;-1.08;0.02
80;80.00;41.89;0.10;0.04;-1.08;0.05
81;85.00;59.60;0.14;0.23;-1.02;-0.05
82;90.00;77.57;0.21;0.19;-0.76;-0.12
83;95.00;98.04;0.29;-0.15;-1.18;-0.06
84;100.00;122.87;0.39;-0.36;-0.85;-0.64
85;105.00;146.27;0.51;0.09;-1.46;-0.00
86;110.00;170.71;0.65;0.53;-1.33;0.13
87;115.00;199.48;0.80;-1.07;-0.73;-0.14
88;120.00;226.15;0.97;-1.10;-0.97;0.10
89;125.00;260.24;1.19;0.51;-1.21;-0.21
90;130.00;297.10;1.42;-1.11;-1.18;0.04
91;135.00;333.53;1.70;1.42;-1.06;-0.05
92;140.00;365.54;2.01;1.16;-1.15;-0.13
93;140.00;394.52;2.30;1.49;-1.21;-0.07
94;135.00;414.52;2.58;1.58;-1.52;-0.02
95;130.00;415.04;2.81;-0.71;-1.48;-0.00
96;125.00;397.22;3.02;1.05;-1.17;-0.01
97;120.00;363.79;3.19;-0.85;-1.46;-0.00
98;115.00;332.02;3.33;0.70;-1.41;0.04
99;110.00;302.43;3.45;-1.00;-1.18;-0.07
100;105.00;266.34;3.54;0.47;-1.56;-0.15
101;100.00;234.01;3.62;-0.63;-1.39;-0.37
102;95.00;207.67;3.68;-0.16;-1.37;0.15
103;90.00;176.94;3.73;0.05;-0.98;-0.23
104;85.00;149.70;3.76;-0.20;-1.09;0.01
105;80.00;127.61;3.78;0.19;-0.79;-0.14
106;75.00;109.20;3.79;0.25;-0.87;-0.15
107;70.00;89.42;3.80;0.09;-0.96;0.16
108;65.00;73.65;3.79;0.08;-1.13;-0.00
109;60.00;61.88;3.78;0.13;-1.07;-0.10
110;55.00;50.33;3.74;-0.06;-1.06;-0.01
111;50.00;40.13;3.71;-0.07;-1.01;0.01
112;45.00;31.27;3.64;-0.04;-1.09;-0.00
113;0.00;22.86;3.56;-0.12;-1.03;0.01
114;0.00;15.80;3.46;-0.12;-1.03;0.02
115;0.00;10.92;3.35;-0.08;-1.04;0.01
116;0.00;7.75;3.20;0.09;-1.03;-0.04
117;0.00;5.71;3.05;0.02;-1.03;-0.04
118;0.00;3.94;2.88;-0.04;-1.03;-0.01
119;0.00;2.87;2.67;-0.04;-1.04;0.01
120;0.00;1.91;2.43;-0.00;-1.04;0.01
121;0.00;1.15;2.15;0.00;-1.04;-0.01
122;0.00;0.82;1.84;0.00;-1.05;-0.06
123;0.00;0.51;1.55;0.00;-1.04;0.00
124;0.00;0.27;1.27;-0.00;-1.04;0.04
125;0.00;0.07;1.04;-0.01;-1.03;0.03
126;0.00;0.02;0.84;-0.00;-1.03;-0.00
127;0.00;-0.17;0.66;-0.00;-1.04;-0.05
128;0.00;-0.27;0.52;-0.00;-1.05;-0.03
129;0.00;-0.02;0.40;-0.00;-1.03;-0.00
