Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.51;0.04;-0.00;-1.04;-0.02
1;0.00;0.53;0.08;-0.00;-1.03;-0.01
2;0.00;0.64;0.12;-0.01;-1.04;-0.01
3;0.00;0.59;0.12;-0.01;-1.04;-0.01
4;0.00;0.53;0.12;-0.01;-1.04;-0.01
5;0.00;0.45;0.12;-0.01;-1.04;-0.01
6;0.00;0.55;0.12;-0.01;-1.04;-0.01
7;0.00;0.55;0.12;-0.01;-1.04;-0.01
8;0.00;0.57;0.12;-0.00;-1.03;-0.01
9;0.00;0.54;0.12;-0.01;-1.04;-0.01
10;0.00;0.36;0.12;-0.01;-1.04;-0.01
11;0.00;0.38;0.12;-0.00;-1.04;-0.01
12;0.00;0.42;0.12;-0.01;-1.04;-0.01
13;0.00;0.53;0.12;-0.01;-1.04;-0.02
14;0.00;0.58;0.12;-0.01;-1.04;-0.01
15;0.00;0.45;0.12;-0.00;-1.03;-0.02
16;0.00;0.38;0.12;-0.01;-1.04;-0.01
17;0.00;0.56;0.12;-0.00;-1.04;-0.00
18;0.00;0.39;0.12;-0.01;-1.04;-0.01
19;0.00;0.34;0.12;-0.01;-1.03;-0.00
20;0.00;0.40;0.12;-0.01;-1.04;-0.01
21;0.00;0.59;0.12;-0.00;-1.04;-0.02
22;0.00;0.63;0.12;-0.01;-1.04;-0.02
23;0.00;0.66;0.12;-0.01;-1.04;-0.01
24;0.00;0.45;0.12;-0.01;-1.04;-0.02
25;0.00;0.24;0.12;-0.01;-1.04;-0.01
26;0.00;0.27;0.12;-0.00;-1.03;-0.01
27;0.00;0.57;0.12;-0.01;-1.04;-0.01
28;0.00;0.58;0.12;-0.01;-1.04;-0.02
29;0.00;0.48;0.12;-0.00;-1.04;-0.01
30;0.00;0.49;0.12;-0.01;-1.04;-0.02
31;0.00;0.45;0.12;-0.01;-1.04;-0.02
32;0.00;0.40;0.12;-0.00;-1.04;-0.01
33;0.00;0.38;0.12;-0.01;-1.04;-0.01
34;0.00;0.40;0.12;-0.00;-1.04;-0.01
35;0.00;0.40;0.12;-0.01;-1.04;-0.01
36;0.00;0.24;0.12;-0.01;-1.04;-0.01
37;0.00;0.34;0.12;-0.01;-1.04;-0.01
38;0.00;0.36;0.12;-0.01;-1.04;-0.01
39;0.00;0.36;0.12;-0.00;-1.04;-0.01
40;0.00;0.23;0.12;-0.00;-1.04;-0.01
41;0.00;0.34;0.12;-0.01;-1.04;-0.01
42;0.00;0.30;0.12;-0.01;-1.04;-0.01
43;0.00;0.38;0.12;-0.01;-1.04;-0.02
44;0.00;0.51;0.12;-0.00;-1.04;-0.01
45;0.00;0.65;0.12;-0.00;-1.04;-0.01
46;0.00;0.62;0.12;-0.01;-1.04;-0.01
47;0.00;0.47;0.12;-0.00;-1.04;-0.01
48;0.00;0.40;0.12;-0.01;-1.06;-0.02
49;0.00;0.49;0.12;-0.01;-1.04;-0.01
50;0.00;0.44;0.12;-0.01;-1.04;-0.01
51;0.00;0.40;0.12;-0.01;-1.03;-0.01
52;0.00;0.49;0.12;-0.01;-1.04;-0.01
53;0.00;0.51;0.12;-0.01;-1.04;-0.01
54;0.00;0.47;0.12;-0.00;-1.04;-0.02
55;0.00;0.39;0.12;-0.00;-1.04;-0.01
56;0.00;0.50;0.12;-0.01;-1.04;-0.01
57;0.00;0.55;0.12;-0.01;-1.04;-0.01
58;0.00;0.28;0.12;-0.01;-1.04;-0.01
59;0.00;0.28;0.12;-0.00;-1.04;-0.01
60;0.00;0.43;0.12;-0.01;-1.04;-0.02
61;0.00;0.52;0.12;-0.00;-1.04;-0.01
62;0.00;0.57;0.12;-0.01;-1.04;-0.01
63;0.00;0.31;0.12;-0.00;-1.04;-0.01
64;0.00;0.30;0.12;-0.00;-1.04;-0.01
65;0.00;0.31;0.12;-0.01;-1.04;-0.01
66;0.00;0.32;0.12;-0.01;-1.04;-0.01
67;0.00;0.46;0.12;-0.01;-1.04;-0.01
68;0.00;0.38;0.16;-0.01;-1.04;-0.01
69;0.00;0.53;0.16;-0.01;-1.04;-0.01
70;0.00;0.62;0.16;-0.01;-1.04;-0.01
71;0.00;0.60;0.12;-0.01;-1.04;-0.01
72;0.00;0.60;0.12;-0.01;-1.04;-0.01
73;0.00;0.45;0.12;-0.01;-1.04;-0.01
74;0.00;0.48;0.12;-0.01;-1.04;-0.02
75;0.00;0.41;0.12;-0.01;-1.04;-0.01
76;0.00;0.42;0.12;-0.00;-1.04;-0.02
77;0.00;0.49;0.12;-0.01;-1.04;-0.01
78;0.00;0.54;0.12;-0.01;-1.04;-0.01
79;0.00;0.44;0.12;-0.00;-1.04;-0.01
80;0.00;0.41;0.12;-0.01;-1.04;-0.02
81;0.00;0.35;0.12;-0.01;-1.04;-0.01
82;0.00;0.27;0.16;-0.01;-1.04;-0.01
83;0.00;0.40;0.16;-0.01;-1.04;-0.02
84;0.00;0.54;0.16;-0.01;-1.04;-0.01
85;0.00;0.62;0.12;-0.01;-1.04;-0.01
86;0.00;0.61;0.12;-0.00;-1.04;-0.00
87;0.00;0.43;0.12;-0.01;-1.04;-0.01
88;0.00;0.46;0.12;-0.01;-1.04;-0.01
89;0.00;0.34;0.12;-0.00;-1.03;-0.01
90;0.00;0.26;0.12;-0.01;-1.03;-0.01
91;0.00;0.32;0.12;-0.01;-1.04;-0.01
92;0.00;0.38;0.12;-0.00;-1.04;-0.00
93;0.00;0.49;0.12;-0.01;-1.04;-0.02
94;0.00;0.34;0.12;-0.01;-1.04;-0.01
95;0.00;0.25;0.12;-0.00;-1.04;-0.01
96;0.00;0.36;0.12;-0.00;-1.03;-0.01
97;0.00;0.36;0.12;-0.01;-1.04;-0.01
98;0.00;0.52;0.12;-0.01;-1.03;-0.01
99;0.00;0.37;0.12;-0.01;-1.04;-0.01
100;0.00;0.40;0.12;-0.01;-1.04;-0.02
101;0.00;0.43;0.12;-0.00;-1.03;-0.01
102;0.00;0.30;0.12;-0.01;-1.04;-0.01
103;0.00;0.41;0.12;-0.00;-1.03;-0.01
104;0.00;0.40;0.12;-0.01;-1.04;-0.01
105;0.00;0.36;0.12;-0.00;-1.03;-0.02
106;0.00;0.49;0.12;-0.01;-1.04;-0.02
107;0.00;0.49;0.12;-0.01;-1.04;-0.01
108;0.00;0.36;0.12;-0.01;-1.04;-0.01
109;0.00;0.40;0.12;-0.01;-1.04;-0.02
110;0.00;0.38;0.12;-0.01;-1.05;-0.01
111;0.00;0.45;0.12;-0.00;-1.04;-0.01
112;0.00;0.40;0.12;-0.01;-1.04;-0.01
113;1.00;0.38;0.12;-0.01;-1.04;-0.01
114;2.00;0.40;0.12;-0.01;-1.04;-0.02
115;3.00;0.47;0.12;-0.00;-1.04;-0.01
116;4.00;0.36;0.12;-0.01;-1.03;-0.01
117;5.00;0.42;0.16;-0.01;-1.04;-0.01
118;6.00;0.21;0.16;-0.01;-1.03;-0.01
119;7.00;0.25;0.16;-0.01;-1.03;-0.01
120;8.00;0.34;0.12;-0.01;-1.04;-0.02
121;9.00;0.46;0.12;-0.00;-1.04;-0.01
122;10.00;0.43;0.12;-0.01;-1.04;-0.01
123;11.00;0.33;0.12;-0.01;-1.04;-0.02
124;12.00;0.34;0.12;-0.01;-1.04;-0.01
125;13.00;0.32;0.12;-0.00;-1.04;-0.01
126;14.00;0.35;0.12;-0.01;-1.04;-0.02
127;15.00;0.45;0.12;-0.01;-1.03;-0.02
128;16.00;0.49;0.12;-0.01;-1.04;-0.02
129;17.00;0.72;0.12;-0.00;-1.04;-0.02
130;18.00;0.53;0.12;-0.01;-1.03;-0.01
131;19.00;0.30;0.12;-0.00;-1.04;-0.01
132;20.00;0.32;0.12;-0.01;-1.04;-0.01
133;21.00;0.35;0.12;-0.01;-1.04;-0.02
134;22.00;0.45;0.12;-0.00;-1.04;-0.00
135;23.00;0.44;0.12;-0.01;-1.04;-0.01
136;24.00;0.26;0.12;-0.01;-1.04;-0.02
137;25.00;0.28;0.12;-0.00;-1.04;-0.01
138;26.00;0.32;0.12;-0.01;-1.04;-0.01
139;27.00;0.52;0.12;-0.00;-1.04;-0.01
140;28.00;0.64;0.12;-0.01;-1.04;-0.01
141;29.00;0.51;0.12;-0.01;-1.05;-0.01
142;30.00;0.48;0.12;-0.00;-1.03;-0.01
143;31.00;0.46;0.12;-0.01;-1.04;-0.01
144;32.00;0.57;0.12;-0.00;-1.04;-0.01
145;33.00;0.47;0.12;-0.01;-1.04;-0.01
146;34.00;0.30;0.12;-0.01;-1.04;-0.01
147;35.00;0.40;0.12;-0.02;-1.04;-0.01
148;36.00;0.35;0.12;-0.00;-1.04;-0.01
149;37.00;0.36;0.12;-0.01;-1.03;-0.01
150;38.00;0.54;0.12;-0.01;-1.04;-0.01
151;39.00;0.53;0.12;-0.01;-1.04;-0.01
152;40.00;0.52;0.12;-0.00;-1.03;-0.01
153;41.00;0.21;0.12;-0.00;-1.04;-0.01
154;42.00;0.16;0.12;-0.01;-1.04;-0.01
155;43.00;0.28;0.12;-0.01;-1.04;-0.01
156;44.00;0.34;0.12;-0.00;-1.04;-0.00
157;45.00;0.24;0.12;-0.01;-1.04;-0.01
158;46.00;0.32;0.12;-0.02;-1.04;-0.02
159;47.00;0.29;0.12;-0.00;-1.04;-0.00
160;48.00;0.37;0.12;-0.01;-1.04;-0.01
161;49.00;0.42;0.12;-0.00;-1.03;-0.01
162;50.00;0.32;0.16;-0.02;-1.05;0.08
163;51.00;0.35;0.24;-0.02;-1.04;-0.01
164;52.00;0.66;0.32;0.00;-1.05;-0.00
165;53.00;2.14;0.32;0.00;-1.00;-0.01
166;54.00;4.30;0.32;-0.04;-1.05;-0.01
167;55.00;6.31;0.28;0.10;-1.03;-0.02
168;56.00;8.54;0.32;0.09;-1.07;-0.03
169;57.00;10.98;0.32;-0.01;-1.03;-0.01
170;58.00;13.41;0.36;-0.05;-1.11;0.01
171;59.00;15.56;0.36;-0.03;-1.12;-0.00
172;60.00;18.09;0.36;-0.06;-1.04;-0.04
173;61.00;20.37;0.36;0.01;-1.01;-0.02
174;62.00;22.70;0.40;0.06;-1.06;-0.02
175;63.00;25.28;0.44;0.06;-1.03;-0.01
176;64.00;27.87;0.48;-0.06;-1.09;-0.02
177;65.00;30.17;0.44;-0.13;-1.10;-0.00
178;66.00;32.68;0.48;0.12;-0.96;-0.03
179;67.00;35.24;0.52;-0.13;-1.05;-0.00
180;68.00;37.80;0.61;0.06;-1.04;-0.02
181;69.00;40.32;0.61;0.10;-1.06;-0.02
182;70.00;42.88;0.61;-0.02;-1.03;0.00
183;71.00;45.74;0.65;-0.03;-0.99;0.02
184;72.00;48.27;0.69;-0.01;-1.04;0.02
185;73.00;50.54;0.73;0.10;-1.08;0.00
186;74.00;53.29;0.77;0.12;-1.06;-0.03
187;75.00;56.41;0.81;-0.21;-0.94;-0.05
188;76.00;59.57;0.85;0.12;-0.98;-0.05
189;77.00;62.76;0.89;-0.18;-0.96;-0.04
190;78.00;66.08;0.93;0.02;-1.16;0.04
191;79.00;69.09;0.93;0.20;-1.14;-0.10
192;80.00;72.78;0.89;0.26;-0.87;-0.10
193;81.00;76.56;0.93;0.35;-0.58;-0.09
194;82.00;80.04;1.05;0.04;-1.29;-0.04
195;83.00;83.72;1.22;-0.28;-1.06;0.05
196;84.00;87.80;1.34;0.16;-0.82;-0.08
197;85.00;92.11;1.38;-0.24;-1.22;0.11
198;86.00;96.73;1.34;0.27;-0.70;-0.16
199;88.00;106.00;1.54;0.09;-0.80;-0.01
200;89.00;110.06;1.70;0.14;-0.88;-0.02
201;90.00;114.69;1.70;0.36;-0.89;-0.10
202;91.00;119.69;1.79;-0.03;-1.20;-0.07
203;92.00;124.71;1.91;-0.22;-1.21;0.03
