Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;4768804.00;0.37;0.24;0.00;-1.00;0.01
1;0.00;4854908.00;0.53;0.24;0.00;-1.00;0.00
2;0.00;4941024.00;0.72;0.24;0.00;-1.00;0.00
3;0.00;5027124.00;0.51;0.28;0.00;-1.00;0.00
4;0.00;5113216.00;0.65;0.28;0.00;-1.00;0.00
5;0.00;5199328.00;0.73;0.28;0.00;-1.00;0.00
6;0.00;5285440.00;0.60;0.24;0.00;-1.00;0.00
7;0.00;5371548.00;0.53;0.24;0.00;-1.00;0.00
8;0.00;5457648.00;0.43;0.24;0.00;-1.00;0.00
9;0.00;5543744.00;0.60;0.24;0.00;-0.99;0.00
10;0.00;5629844.00;0.60;0.24;0.00;-1.00;0.00
11;0.00;5715964.00;0.38;0.24;0.00;-1.00;0.00
12;0.00;5802064.00;0.40;0.24;0.00;-1.00;0.00
13;0.00;5888176.00;0.37;0.24;0.00;-1.00;0.00
14;0.00;5974268.00;0.59;0.24;0.00;-0.99;0.01
15;0.00;6060384.00;0.61;0.24;0.00;-1.00;0.00
16;0.00;6146484.00;0.63;0.24;0.00;-1.00;0.00
17;0.00;6232588.00;0.73;0.24;0.00;-0.99;0.00
18;0.00;6318712.00;0.66;0.24;0.00;-1.00;0.00
19;0.00;6404824.00;0.66;0.28;0.00;-1.00;0.00
20;0.00;6490936.00;0.61;0.28;0.00;-1.00;0.00
21;0.00;6577052.00;0.58;0.28;0.00;-1.00;0.00
22;0.00;6749248.00;0.43;0.24;0.00;-0.99;0.00
23;0.00;6835364.00;0.48;0.28;0.00;-1.00;0.00
