Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;8197164.00;0.28;0.24;0.00;-1.00;0.00
1;0.00;8283284.00;0.32;0.24;0.00;-1.00;0.00
2;0.00;8369396.00;0.39;0.24;0.00;-1.00;0.00
3;0.00;8455512.00;0.38;0.24;-0.00;-1.00;0.00
4;1.00;8541616.00;0.43;0.24;0.00;-1.00;0.00
5;2.00;8627728.00;0.44;0.32;0.02;-0.98;0.06
6;3.00;8713848.00;0.69;0.36;-0.00;-0.99;0.02
7;4.00;8799976.00;1.92;0.40;-0.01;-0.99;0.00
8;5.00;8886116.00;5.52;0.36;-0.04;-1.01;0.01
9;6.00;8972204.00;9.61;0.40;0.00;-1.01;0.00
10;7.00;9058332.00;14.02;0.44;0.26;-1.03;0.05
11;8.00;9144440.00;19.07;0.52;0.16;-0.98;0.06
12;9.00;9230564.00;24.41;0.56;0.08;-1.02;0.07
13;10.00;9316688.00;30.36;0.65;-0.13;-1.04;0.00
14;11.00;9402792.00;35.63;0.69;0.08;-1.06;0.07
15;12.00;9488904.00;40.70;0.77;0.29;-0.98;0.01
16;13.00;9575040.00;46.55;0.81;0.16;-1.08;0.02
17;14.00;9661152.00;53.59;0.89;-0.13;-0.94;0.06
18;15.00;9747300.00;60.55;0.97;0.20;-0.98;0.15
19;16.00;9833404.00;66.63;1.05;0.15;-0.97;0.18
20;17.00;9919528.00;73.51;1.09;0.05;-1.14;0.09
21;18.00;10005640.00;81.37;1.22;0.24;-0.97;0.09
22;19.00;10091764.00;90.34;1.38;-0.12;-0.99;0.04
23;20.00;10177884.00;99.33;1.50;-0.23;-0.96;0.00
