Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3842480.00;0.53;0.24;-0.00;-1.00;0.00
1;0.00;3928596.00;0.49;0.24;-0.00;-1.00;0.00
2;0.00;4014728.00;0.26;0.24;0.00;-1.00;0.00
3;0.00;4100840.00;0.23;0.28;0.00;-1.00;0.00
4;0.00;4186940.00;0.43;0.28;0.00;-0.99;0.00
5;0.00;4273072.00;0.28;0.28;-0.00;-1.00;0.00
6;0.00;4359188.00;0.38;0.24;0.00;-1.00;0.00
7;0.00;4445308.00;0.51;0.24;0.00;-1.00;0.00
8;0.00;4531408.00;0.37;0.24;0.00;-1.00;0.00
9;0.00;4617536.00;0.30;0.24;-0.00;-1.00;0.00
10;0.00;4703660.00;0.20;0.24;0.00;-1.00;0.00
11;0.00;4789752.00;0.20;0.24;0.00;-1.00;0.00
12;0.00;4875884.00;0.38;0.24;0.00;-1.00;0.00
13;0.00;4962008.00;0.45;0.24;0.00;-1.00;0.00
14;0.00;5048112.00;0.38;0.24;0.00;-0.99;0.00
15;0.00;5134256.00;0.49;0.24;-0.00;-1.01;0.00
16;0.00;5220356.00;0.55;0.24;0.00;-0.99;0.00
17;0.00;5306480.00;0.58;0.24;0.00;-0.99;0.00
18;0.00;5392616.00;0.58;0.28;0.00;-1.00;0.00
19;0.00;5478732.00;0.52;0.28;-0.00;-1.00;0.00
20;0.00;5564848.00;0.46;0.28;-0.00;-1.00;0.00
21;0.00;5650968.00;0.44;0.24;0.00;-1.00;0.00
22;0.00;5737068.00;0.29;0.24;0.00;-0.99;0.00
23;0.00;5823240.00;0.07;0.24;0.00;-1.00;0.00
24;0.00;5909316.00;0.16;0.24;0.00;-1.00;0.00
25;0.00;5995428.00;0.39;0.24;0.00;-0.99;0.01
26;0.00;6081572.00;0.30;0.24;0.00;-1.00;0.00
27;0.00;6167668.00;0.29;0.24;0.00;-0.99;0.00
28;0.00;6253800.00;0.31;0.24;-0.00;-1.00;0.00
29;0.00;6339916.00;0.10;0.24;0.00;-1.00;0.00
30;0.00;6426032.00;0.14;0.24;0.00;-1.00;0.00
31;0.00;6512148.00;0.43;0.24;0.00;-1.00;0.00
32;0.00;6598280.00;0.43;0.24;0.00;-1.00;0.00
33;0.00;6770520.00;0.41;0.24;-0.00;-1.00;0.00
34;0.00;6856640.00;0.29;0.24;0.00;-1.00;0.00
35;0.00;6942764.00;0.15;0.24;0.00;-1.00;0.00
36;0.00;7028876.00;0.28;0.24;0.00;-1.00;0.00
37;0.00;7114996.00;0.36;0.24;0.00;-1.00;0.00
38;0.00;7201120.00;0.29;0.24;0.00;-1.00;0.00
39;0.00;7287248.00;0.14;0.24;0.00;-1.00;0.00
40;0.00;7373348.00;0.42;0.24;0.01;-0.99;0.00
41;0.00;7459468.00;0.73;0.24;0.00;-0.99;0.00
42;0.00;7545596.00;0.43;0.24;0.00;-1.00;0.00
43;0.00;7631720.00;0.34;0.24;0.00;-1.00;0.00
44;0.00;7717832.00;0.40;0.24;0.00;-1.00;0.00
45;0.00;7803976.00;0.27;0.24;0.00;-1.00;0.00
46;0.00;7890076.00;0.55;0.24;0.00;-1.00;0.00
47;0.00;7976200.00;0.65;0.24;0.00;-1.00;0.00
48;0.00;8062324.00;0.45;0.24;0.00;-1.00;0.00
49;0.00;8148432.00;0.27;0.24;0.00;-0.99;0.00
50;0.00;8234552.00;0.19;0.24;0.00;-0.99;0.00
51;0.00;8320684.00;0.30;0.24;0.00;-1.00;0.00
52;0.00;8406800.00;0.32;0.24;0.00;-1.00;0.00
53;0.00;8492920.00;0.24;0.24;0.00;-1.00;0.00
54;0.00;8579024.00;0.32;0.28;0.00;-1.00;0.00
55;0.00;8665148.00;0.36;0.28;0.00;-1.00;0.00
56;0.00;8751272.00;0.53;0.28;0.00;-1.00;0.00
57;0.00;8837368.00;0.51;0.24;0.00;-0.99;0.00
58;0.00;8923508.00;0.36;0.24;0.00;-1.00;0.00
59;0.00;9009616.00;0.27;0.24;-0.00;-1.00;0.00
