Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;2829020.00;0.34;0.24;0.00;-1.00;0.00
1;0.00;2915128.00;0.27;0.24;-0.00;-1.00;0.00
2;0.00;3001244.00;0.33;0.24;0.00;-1.00;0.00
3;0.00;3087352.00;0.27;0.24;0.00;-1.00;0.00
4;0.00;3173472.00;0.27;0.24;-0.00;-1.00;0.00
5;0.00;3259572.00;0.11;0.24;0.00;-1.00;0.00
6;0.00;3345688.00;0.28;0.24;0.00;-0.99;0.00
7;0.00;3431804.00;0.38;0.20;0.00;-1.00;0.00
8;0.00;3517916.00;0.34;0.20;0.00;-1.00;0.00
9;0.00;3604012.00;0.35;0.20;0.00;-0.99;0.00
10;0.00;3690116.00;0.30;0.20;0.00;-0.99;0.00
11;0.00;3776244.00;0.05;0.20;0.00;-1.00;0.00
12;0.00;3862340.00;-0.03;0.20;0.00;-0.99;0.00
13;9.00;3948452.00;0.07;0.44;-0.00;-0.95;0.15
14;9.00;4034572.00;1.25;0.56;0.17;-0.91;0.02
15;9.00;4120692.00;10.63;0.69;-0.02;-1.01;0.14
16;9.00;4206780.00;24.00;0.61;0.10;-0.99;0.00
17;9.00;4292900.00;32.04;0.61;-0.16;-0.99;0.05
18;9.00;4379008.00;36.58;0.56;0.18;-1.01;0.06
19;19.00;4465108.00;39.75;0.93;-0.30;-1.18;0.01
20;19.00;4551220.00;55.50;1.13;0.29;-0.71;0.08
21;19.00;4637328.00;88.70;1.38;-0.21;-1.11;0.05
22;19.00;4723428.00;103.91;1.34;0.04;-0.70;0.10
23;19.00;4809552.00;107.02;1.46;0.05;-1.08;0.07
24;29.00;4895648.00;107.97;2.27;-0.59;-0.81;0.11
25;29.00;4981748.00;127.12;2.92;0.68;-0.82;0.00
26;29.00;5067852.00;179.50;3.49;0.26;-0.97;0.02
27;29.00;5153956.00;204.29;3.21;-0.63;-0.94;0.01
28;29.00;5240060.00;207.89;3.17;-0.45;-0.87;0.01
29;39.00;5326176.00;209.05;4.23;0.20;-1.27;0.03
30;39.00;5412276.00;240.86;5.20;1.12;-1.32;0.02
31;39.00;5498384.00;309.56;6.06;0.10;-1.17;0.08
32;39.00;5584516.00;333.99;5.77;-1.13;-1.18;0.06
33;39.00;5670588.00;337.01;6.02;-0.98;-0.98;0.10
34;49.00;5756692.00;337.97;7.52;1.09;-0.10;0.06
35;49.00;5842808.00;368.79;8.95;-0.85;-1.23;0.26
36;49.00;5928892.00;450.75;10.41;-0.99;-1.01;0.07
