Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.36;0.00;-0.01;-1.04;-0.01
1;0.00;0.52;0.00;-0.00;-1.04;-0.00
2;0.00;0.58;0.00;-0.00;-1.04;-0.01
3;0.00;0.60;0.00;-0.02;-1.04;-0.01
4;0.00;0.61;0.00;-0.01;-1.04;-0.01
5;0.00;0.60;0.00;-0.00;-1.04;-0.00
6;0.00;0.62;0.00;-0.01;-1.04;-0.01
7;0.00;0.66;0.00;-0.01;-1.04;-0.01
8;0.00;0.56;0.00;-0.01;-1.04;-0.01
9;0.00;0.50;0.00;-0.01;-1.04;-0.01
10;0.00;0.58;0.00;0.76;-1.48;-0.26
11;0.00;1.25;0.00;-0.42;-1.10;0.31
12;0.00;3.20;0.00;0.08;-1.10;-0.31
13;0.00;-0.80;0.00;0.10;-1.04;0.01
14;0.00;-1.14;0.00;-0.07;-1.04;0.18
15;0.00;-0.58;0.00;-0.11;-1.03;0.03
16;0.00;-0.62;0.00;-0.02;-1.04;-0.10
17;0.00;-0.51;0.00;0.04;-1.03;-0.08
18;0.00;-0.55;0.00;0.04;-1.04;0.01
19;0.00;-0.45;0.00;-0.03;-1.05;0.01
20;0.00;-0.70;0.00;-0.05;-1.05;-0.00
21;0.00;-0.69;0.00;-0.02;-1.04;-0.01
22;0.00;-0.61;0.00;0.00;-1.04;-0.01
23;0.00;-0.45;0.00;0.01;-1.03;-0.00
24;0.00;-0.44;0.00;-0.00;-1.04;-0.02
25;0.00;-0.54;0.00;-0.01;-1.04;-0.01
26;0.00;-0.51;0.00;-0.01;-1.04;-0.00
27;0.00;-0.45;0.00;-0.00;-1.04;-0.00
28;0.00;-0.54;0.00;-0.02;-1.04;-0.01
29;0.00;-0.59;0.00;-0.01;-1.03;-0.01
30;0.00;-0.48;0.00;-0.00;-1.04;-0.01
31;0.00;-0.57;0.00;-0.00;-1.04;-0.00
32;0.00;-0.78;0.00;-0.01;-1.04;-0.00
33;0.00;-0.70;0.00;-0.01;-1.04;-0.02
34;0.00;-0.68;0.00;-0.01;-1.04;-0.01
35;0.00;-0.83;0.00;-0.00;-1.03;-0.01
36;0.00;-0.72;0.00;-0.01;-1.04;-0.01
37;0.00;-0.79;0.00;-0.01;-1.04;-0.01
38;0.00;-0.77;0.00;-0.01;-1.04;-0.00
39;0.00;-0.43;0.00;-0.01;-1.04;-0.00
40;0.00;-0.32;0.00;-0.01;-1.04;-0.00
41;0.00;-0.62;0.00;-0.00;-1.04;-0.00
42;0.00;-0.58;0.00;-0.00;-1.03;-0.01
43;0.00;-0.55;0.00;-0.01;-1.05;-0.01
44;0.00;-0.71;0.00;-0.00;-1.04;-0.01
45;0.00;-0.71;0.00;-0.00;-1.04;-0.00
46;0.00;-0.50;0.00;-0.01;-1.03;-0.00
47;0.00;-0.45;0.00;-0.01;-1.04;-0.01
48;0.00;-0.57;0.00;-0.00;-1.03;-0.00
49;0.00;-0.73;0.00;-0.01;-1.04;-0.01
50;0.00;-0.65;0.00;-0.01;-1.04;-0.01
51;0.00;-0.71;0.00;-0.01;-1.04;-0.00
52;0.00;-0.63;0.00;-0.01;-1.04;-0.01
53;0.00;-0.51;0.00;-0.01;-1.04;-0.01
54;0.00;-0.29;0.00;-0.01;-1.04;-0.01
55;0.00;-0.48;0.00;-0.00;-1.04;-0.00
56;0.00;-0.56;0.00;-0.00;-1.04;-0.00
57;0.00;-0.60;0.00;-0.01;-1.04;-0.01
58;0.00;-0.70;0.00;-0.01;-1.04;-0.01
59;0.00;-0.65;0.00;-0.01;-1.04;-0.01
60;0.00;-0.69;0.00;-0.01;-1.04;-0.01
61;0.00;-0.63;0.00;-0.01;-1.04;-0.00
62;0.00;-0.48;0.04;-0.01;-1.04;-0.01
63;0.00;-0.44;0.04;-0.01;-1.04;-0.00
64;0.00;-0.49;0.04;-0.01;-1.04;-0.00
65;0.00;-0.72;0.00;-0.00;-1.03;-0.00
66;0.00;-0.80;0.00;-0.01;-1.04;-0.01
67;0.00;-0.62;0.00;-0.01;-1.04;-0.00
68;0.00;-0.64;0.00;-0.00;-1.03;-0.00
69;0.00;-0.51;0.00;-0.01;-1.04;-0.01
70;0.00;-0.54;0.00;-0.00;-1.03;-0.00
71;0.00;-0.51;0.00;-0.01;-1.04;-0.01
72;0.00;-0.60;0.00;-0.00;-1.04;-0.00
73;0.00;-0.51;0.00;-0.01;-1.04;-0.01
74;0.00;-0.43;0.00;-0.01;-1.04;-0.01
75;0.00;-0.64;0.00;-0.01;-1.04;-0.01
76;0.00;-0.87;0.00;-0.01;-1.04;-0.01
77;0.00;-0.74;0.00;-0.01;-1.04;-0.00
78;0.00;-0.53;0.00;-0.01;-1.04;-0.01
79;40.00;-0.54;0.00;-0.01;-1.04;-0.01
80;45.00;-0.78;0.00;-0.00;-1.04;-0.01
81;50.00;-0.71;0.04;-0.00;-1.05;0.01
82;55.00;-0.48;0.08;-0.00;-1.00;0.05
83;60.00;0.76;0.20;-0.00;-1.02;0.02
84;65.00;5.07;0.32;0.03;-1.08;-0.00
85;70.00;12.88;0.44;-0.02;-0.98;0.00
86;75.00;25.07;0.57;0.02;-1.10;-0.08
87;80.00;41.06;0.77;-0.02;-0.90;-0.00
88;85.00;59.21;1.06;0.22;-0.96;-0.03
89;90.00;77.02;1.42;0.01;-0.80;-0.03
90;95.00;97.37;1.83;0.00;-0.98;-0.25
91;100.00;122.33;2.15;-0.22;-0.78;-0.47
92;105.00;146.91;2.40;-0.19;-1.57;0.12
93;110.00;171.24;2.97;0.49;-1.64;-0.22
94;115.00;198.66;3.62;-1.03;-0.72;0.12
95;120.00;230.90;4.47;-1.31;-1.02;0.04
96;125.00;261.08;5.04;0.23;-0.75;-0.17
97;130.00;292.31;6.14;-0.59;-0.18;-0.01
98;135.00;325.84;7.28;1.54;-1.29;-0.03
99;140.00;360.53;8.01;1.40;-0.96;-0.50
100;140.00;392.27;8.50;1.34;-0.98;-0.06
101;135.00;415.54;8.58;1.31;-1.48;-0.03
102;130.00;415.44;8.34;0.00;-1.61;-0.02
103;125.00;397.28;7.40;1.04;-1.56;-0.00
104;120.00;364.26;5.98;-0.84;-1.32;-0.03
105;115.00;332.09;5.16;0.74;-1.40;-0.09
106;110.00;302.26;4.15;-0.85;-1.49;0.11
107;105.00;271.74;3.66;0.70;-1.71;-0.08
108;100.00;239.85;2.76;-0.84;-1.59;-0.31
