Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3931360.00;0.51;0.28;-0.00;-1.00;0.00
1;0.00;4017464.00;0.57;0.24;0.01;-0.99;0.00
2;0.00;4103584.00;0.45;0.24;-0.00;-1.00;0.00
3;0.00;4189708.00;0.45;0.28;0.00;-1.00;0.00
4;0.00;4275804.00;0.64;0.28;0.00;-1.00;0.00
5;0.00;4361932.00;0.71;0.28;0.00;-1.00;0.00
6;0.00;4448040.00;0.69;0.24;0.00;-1.00;0.00
7;0.00;4534156.00;0.63;0.24;0.00;-1.00;0.00
8;0.00;4620268.00;0.43;0.24;0.00;-1.00;0.00
9;0.00;4706396.00;0.39;0.24;-0.00;-1.00;0.00
10;0.00;4792496.00;0.61;0.24;-0.00;-1.00;0.01
11;0.00;4878600.00;0.49;0.24;0.00;-0.99;0.00
12;0.00;4964728.00;0.45;0.24;0.00;-1.00;0.00
13;0.00;5050852.00;0.45;0.28;-0.00;-1.00;0.00
14;0.00;5136964.00;0.43;0.28;0.00;-1.00;0.00
15;0.00;5223064.00;0.45;0.28;0.00;-1.00;0.00
16;0.00;5309176.00;0.57;0.24;0.00;-1.00;0.00
17;0.00;5395284.00;0.61;0.24;0.00;-0.99;0.00
18;0.00;5481380.00;0.68;0.24;0.00;-0.99;0.01
19;0.00;5567504.00;0.54;0.24;-0.00;-1.00;0.00
20;0.00;5653620.00;0.38;0.24;0.00;-1.00;0.00
21;100.00;5739736.00;0.55;0.77;-0.04;-1.04;0.04
22;100.00;5825868.00;2.70;5.00;0.29;-0.61;0.00
23;0.00;5911972.00;26.89;5.00;0.32;-1.00;0.21
24;0.00;5998092.00;114.94;4.47;-0.08;-1.03;0.24
25;0.00;6084188.00;131.35;0.24;-0.12;-1.08;0.02
26;0.00;6170300.00;75.18;0.24;0.09;-1.00;0.13
27;0.00;6256396.00;44.84;0.24;-0.07;-0.99;0.12
28;100.00;6342512.00;30.08;5.16;0.48;-0.68;0.12
29;100.00;6428640.00;70.32;9.07;0.89;-0.32;0.28
30;100.00;6514760.00;244.19;12.65;-1.13;-1.12;0.28
31;100.00;6600852.00;420.52;10.90;-0.14;-0.46;0.03
32;100.00;6686976.00;481.12;10.53;1.34;-0.68;0.20
33;0.00;6773080.00;486.46;6.95;0.52;-0.38;0.29
34;0.00;6859176.00;432.95;3.78;0.20;-0.88;0.28
35;0.00;6945320.00;248.19;0.24;0.11;-1.03;0.07
36;0.00;7031412.00;113.83;0.24;-0.08;-1.01;0.07
37;0.00;7117524.00;61.42;0.24;0.07;-0.96;0.11
38;100.00;7203652.00;38.67;4.51;-0.16;-1.32;0.39
39;100.00;7289768.00;78.78;7.89;0.91;-1.13;0.04
40;100.00;7375864.00;255.28;10.90;-0.66;-0.65;0.23
41;100.00;7461996.00;423.71;9.96;1.51;-1.03;0.13
42;100.00;7548104.00;477.68;9.76;-1.27;-1.10;0.21
43;0.00;7634224.00;482.13;6.75;-0.22;-1.52;0.06
44;0.00;7720324.00;427.56;3.45;-0.11;-1.19;0.10
45;0.00;7806460.00;243.71;0.28;-0.19;-1.03;0.05
46;0.00;7892540.00;112.55;0.28;-0.00;-1.03;0.06
47;0.00;7978652.00;60.85;0.24;-0.07;-1.00;0.01
48;0.00;8064780.00;36.81;0.24;0.12;-1.00;0.09
49;100.00;8150884.00;24.15;4.59;-0.63;-1.22;0.17
50;100.00;8237000.00;50.69;8.38;1.18;-1.15;0.01
51;100.00;8323092.00;206.29;11.43;-0.20;-0.49;0.03
52;100.00;8409212.00;394.85;10.57;1.06;-0.95;0.08
53;100.00;8495336.00;471.38;10.37;-1.53;-1.11;0.17
54;0.00;8581440.00;479.59;7.32;-0.31;-0.55;0.12
55;0.00;8667532.00;415.87;3.82;0.02;-0.78;0.04
56;0.00;8753644.00;229.39;0.24;-0.14;-0.89;0.10
57;0.00;8839764.00;106.22;0.24;-0.14;-1.04;0.04
58;100.00;8925868.00;59.43;4.39;0.71;-0.49;0.06
59;100.00;9011988.00;97.60;7.64;-1.12;-0.96;0.04
60;100.00;9098120.00;279.11;11.02;1.31;-0.88;0.05
61;100.00;9184220.00;433.44;10.45;-1.57;-1.09;0.01
62;100.00;9270324.00;475.21;10.33;0.73;-0.51;0.17
63;100.00;9356436.00;479.95;10.09;-0.51;-0.99;0.14
64;0.00;9442564.00;477.79;6.51;-0.48;-1.27;0.10
65;0.00;9614768.00;225.00;0.24;0.16;-1.12;0.14
66;0.00;9700876.00;104.77;0.24;-0.06;-0.98;0.01
67;0.00;9787008.00;57.67;0.24;-0.05;-1.00;0.01
68;100.00;9873104.00;35.55;4.96;-0.17;-0.95;0.11
69;100.00;9959228.00;62.39;8.99;-0.83;-1.02;0.06
70;100.00;10045336.00;224.74;12.28;0.47;-1.29;0.36
71;100.00;10131452.00;406.32;10.86;-1.07;-0.69;0.12
72;100.00;10217564.00;472.85;10.00;1.32;-0.75;0.32
73;100.00;10303680.00;477.93;10.05;-1.31;-1.04;0.04
74;0.00;10389784.00;473.95;6.75;0.46;-0.41;0.15
75;100.00;10475884.00;398.93;7.56;0.58;-1.53;0.10
76;0.00;10562004.00;274.40;4.23;0.10;-0.37;0.38
77;100.00;10648120.00;314.97;7.77;-0.17;-1.49;0.26
78;0.00;10734216.00;296.87;3.78;-0.44;-1.63;0.12
79;100.00;10820328.00;354.35;7.24;0.91;-1.12;0.20
80;0.00;10906452.00;303.95;3.70;0.32;-0.37;0.15
81;100.00;10992548.00;323.60;7.12;-0.25;-1.51;0.00
82;0.00;11078648.00;263.15;3.66;0.21;-0.25;0.29
83;100.00;11164768.00;312.26;7.40;-1.36;-1.32;0.33
84;0.00;11250868.00;292.81;3.98;-0.62;-1.74;0.20
85;0.00;11336984.00;317.63;3.98;-0.11;-0.97;0.37
86;0.00;11423060.00;195.69;0.24;-0.11;-0.91;0.05
87;0.00;11509184.00;95.12;0.24;0.09;-0.97;0.16
88;0.00;11595292.00;53.24;0.24;0.07;-0.96;0.11
89;0.00;11681412.00;32.56;0.24;-0.10;-1.04;0.01
90;0.00;11767532.00;21.36;0.24;-0.16;-1.00;0.07
91;0.00;11853628.00;14.49;0.24;-0.05;-1.01;0.00
92;0.00;11939736.00;10.08;0.24;0.03;-1.00;0.04
93;0.00;12025848.00;7.01;0.24;0.04;-0.99;0.00
