Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3445228.00;0.31;0.24;0.00;-1.00;0.00
1;0.00;3875828.00;0.20;0.24;0.00;-0.99;0.00
2;9.00;4478704.00;0.55;0.44;-0.02;-1.03;0.03
3;9.00;4737092.00;26.86;0.61;0.15;-0.93;0.07
4;19.00;4995448.00;39.94;1.01;-0.24;-1.07;0.02
5;29.00;5253780.00;104.04;1.87;0.26;-0.73;0.11
6;39.00;5512124.00;205.80;4.15;-0.59;-0.76;0.04
7;49.00;5684392.00;305.94;8.01;-0.46;-1.58;0.14
8;59.00;5942744.00;485.25;9.80;0.30;-1.12;0.11
9;69.00;6114968.00;487.18;9.96;0.83;-0.28;0.21
10;79.00;6287216.00;485.68;9.31;-1.64;-0.91;0.13
11;89.00;6459460.00;484.16;10.33;1.35;-0.82;0.09
12;100.00;6803968.00;482.22;9.92;-1.39;-1.09;0.08
13;100.00;6976204.00;481.36;10.21;1.49;-0.66;0.00
14;89.00;7148420.00;481.34;9.84;-0.00;-0.12;0.28
15;79.00;7320668.00;481.07;9.80;-1.44;-1.08;0.19
16;69.00;7492904.00;481.18;10.09;1.08;-0.86;0.08
17;59.00;7751256.00;481.09;9.88;0.36;-1.01;0.39
18;49.00;7837368.00;481.97;10.17;-1.04;-0.69;0.16
19;49.00;8009588.00;482.09;10.21;-0.54;-0.87;0.25
20;39.00;8181836.00;479.26;8.26;0.76;-0.44;0.10
21;29.00;8354084.00;367.95;4.55;0.71;-0.42;0.07
22;19.00;8526328.00;233.33;2.15;0.04;-1.07;0.04
23;9.00;8698556.00;148.71;0.93;-0.05;-1.01;0.16
24;0.00;8956920.00;61.79;0.48;0.04;-1.02;0.03
25;0.00;9215240.00;21.38;0.24;0.22;-0.98;0.01
26;0.00;9645848.00;3.79;0.16;-0.01;-1.00;0.08
27;0.00;9818064.00;1.67;0.20;0.01;-0.99;0.04
28;0.00;9990292.00;0.73;0.20;-0.00;-0.99;0.00
29;0.00;10076432.00;0.32;0.20;0.00;-1.00;0.05
30;0.00;10248640.00;0.08;0.24;0.00;-1.00;0.04
31;0.00;10420880.00;-0.19;0.24;0.00;-1.00;0.04
32;0.00;10593112.00;0.10;0.24;0.00;-1.00;0.01
33;0.00;10765340.00;0.07;0.24;0.00;-1.00;0.01
34;0.00;10937568.00;0.31;0.20;-0.00;-1.00;0.01
35;0.00;11109796.00;0.06;0.24;0.00;-1.00;0.00
36;0.00;11282036.00;0.33;0.24;0.00;-1.00;0.00
37;0.00;11454264.00;0.04;0.24;-0.00;-1.00;0.00
38;0.00;11626508.00;0.11;0.20;0.00;-1.00;0.00
