Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;-50.00;0.36;0.04;-0.01;-1.04;0.01
1;0.00;1828.00;0.42;0.08;-0.01;-1.04;0.01
2;0.00;1914.00;0.33;0.12;-0.01;-1.04;0.01
3;0.00;-48.00;0.40;0.12;-0.01;-1.04;0.01
4;0.00;2086.00;0.51;0.12;-0.01;-1.04;0.01
5;0.00;2172.00;0.50;0.12;-0.01;-1.04;0.01
6;0.00;-45.00;0.39;0.12;-0.00;-1.04;0.01
7;0.00;2345.00;0.52;0.12;-0.02;-1.04;0.01
8;0.00;-128.00;0.67;0.12;-0.01;-1.04;0.01
9;0.00;-42.00;0.41;0.12;-0.01;-1.04;0.01
10;0.00;2604.00;0.42;0.12;-0.00;-1.03;0.00
11;0.00;-126.00;0.62;0.12;-0.00;-1.04;0.01
12;0.00;-40.00;0.62;0.12;-0.01;-1.05;0.01
13;0.00;2862.00;0.57;0.12;-0.01;-1.04;0.01
14;0.00;-123.00;0.53;0.16;-0.01;-1.04;0.02
15;0.00;-37.00;0.40;0.16;-0.01;-1.04;0.01
16;0.00;3121.00;0.39;0.16;-0.01;-1.04;0.01
17;0.00;-121.00;0.55;0.12;-0.01;-1.04;0.01
18;0.00;-35.00;0.43;0.12;-0.01;-1.04;0.01
19;0.00;3379.00;0.50;0.12;-0.00;-1.04;0.02
20;0.00;-119.00;0.48;0.12;-0.01;-1.04;0.01
21;0.00;-33.00;0.49;0.12;-0.01;-1.04;0.01
22;0.00;3637.00;0.47;0.12;-0.01;-1.04;0.01
23;0.00;-116.00;0.46;0.12;-0.01;-1.04;0.01
24;0.00;-30.00;0.37;0.12;-0.01;-1.04;0.01
25;0.00;3896.00;0.35;0.12;-0.01;-1.04;0.01
26;0.00;-114.00;0.61;0.12;-0.01;-1.04;0.01
27;0.00;-28.00;0.51;0.12;-0.01;-1.05;0.02
28;0.00;4154.00;0.47;0.12;-0.01;-1.05;0.02
29;0.00;-112.00;0.28;0.12;-0.00;-1.04;0.01
