Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3323680.00;0.52;0.24;0.00;-1.00;0.00
1;0.00;3409792.00;0.45;0.24;0.00;-1.00;0.00
2;1.00;3495892.00;0.35;0.24;-0.00;-1.00;0.00
3;1.00;3581996.00;0.53;0.24;0.00;-1.01;0.00
4;2.00;3668124.00;0.51;0.32;-0.02;-1.00;0.03
5;2.00;3754228.00;0.53;0.40;0.00;-1.01;0.05
6;3.00;3840348.00;0.85;0.48;0.01;-1.00;0.03
7;3.00;3926444.00;2.68;0.44;-0.00;-0.98;0.00
8;4.00;4012560.00;5.55;0.44;0.03;-0.99;0.02
9;5.00;4098672.00;8.54;0.40;0.05;-0.95;0.01
10;5.00;4184784.00;11.65;0.44;0.07;-0.98;0.01
11;6.00;4270892.00;14.82;0.44;-0.31;-0.96;0.08
12;6.00;4357000.00;18.01;0.48;0.06;-0.98;0.08
13;7.00;4443104.00;21.07;0.48;0.06;-0.92;0.00
14;7.00;4529224.00;24.06;0.48;0.07;-0.98;0.20
15;8.00;4615336.00;27.17;0.52;0.07;-0.96;0.01
16;8.00;4701464.00;29.95;0.56;0.13;-1.00;0.11
17;9.00;4787564.00;32.78;0.65;-0.12;-0.99;0.01
18;10.00;4873696.00;35.36;0.65;0.11;-1.03;0.07
19;10.00;4959804.00;38.32;0.69;-0.10;-1.09;0.05
20;11.00;5045924.00;41.36;0.69;0.11;-1.12;0.02
21;11.00;5132020.00;44.41;0.73;0.18;-0.98;0.01
22;12.00;5218144.00;47.51;0.73;0.18;-1.04;0.00
23;12.00;5304256.00;50.27;0.77;0.35;-1.02;0.04
24;13.00;5390380.00;53.17;0.81;0.20;-1.21;0.01
25;13.00;5476492.00;56.47;0.85;-0.07;-0.95;0.01
26;14.00;5562612.00;59.78;0.89;0.04;-0.88;0.02
27;15.00;5648728.00;63.21;0.93;-0.15;-0.94;0.00
28;15.00;5734852.00;66.62;0.97;0.22;-1.02;0.07
29;16.00;5820988.00;70.31;1.05;0.07;-0.93;0.13
30;16.00;5907084.00;74.77;1.13;-0.05;-0.82;0.01
31;17.00;5993188.00;79.02;1.22;-0.03;-0.94;0.01
32;17.00;6079304.00;82.81;1.22;0.26;-0.74;0.06
33;18.00;6165420.00;86.83;1.26;0.20;-0.91;0.10
34;18.00;6251536.00;91.41;1.34;-0.26;-1.11;0.01
35;19.00;6337640.00;96.50;1.46;0.12;-0.89;0.08
36;20.00;6509896.00;107.32;1.54;-0.06;-0.96;0.04
37;21.00;6596020.00;112.90;1.62;-0.11;-1.00;0.01
38;22.00;6768236.00;123.30;1.79;0.28;-0.96;0.00
39;22.00;6854372.00;128.95;1.87;-0.21;-1.16;0.02
40;23.00;6940480.00;134.59;1.87;0.09;-0.86;0.06
41;24.00;7026600.00;140.40;2.11;-0.42;-1.19;0.04
42;24.00;7112708.00;145.74;2.11;0.40;-0.84;0.11
43;25.00;7198812.00;150.97;2.31;0.34;-0.63;0.02
44;25.00;7284916.00;156.53;2.44;0.14;-0.74;0.03
45;26.00;7371040.00;162.77;2.64;0.36;-0.59;0.00
46;26.00;7457144.00;167.90;2.76;0.52;-0.58;0.03
47;27.00;7543268.00;172.70;2.84;-0.27;-1.40;0.01
48;27.00;7629376.00;178.63;2.88;-0.17;-1.12;0.02
49;28.00;7715484.00;184.55;3.01;0.35;-0.47;0.14
50;29.00;7801624.00;189.80;3.01;0.11;-1.13;0.09
51;29.00;7887708.00;196.21;3.13;-0.69;-1.72;0.00
52;30.00;7973816.00;202.30;2.92;-0.08;-0.65;0.22
53;30.00;8059952.00;208.18;3.09;0.21;-0.18;0.18
54;31.00;8146056.00;214.45;3.25;0.06;-0.34;0.11
55;31.00;8232176.00;221.14;3.78;-0.50;-1.01;0.07
56;32.00;8318288.00;227.70;4.10;-0.12;-1.76;0.13
57;32.00;8404388.00;234.45;4.31;0.70;-0.34;0.02
58;33.00;8490504.00;241.95;4.43;-0.46;-1.47;0.01
59;34.00;8576612.00;248.23;4.31;0.17;-0.42;0.05
60;34.00;8662740.00;254.76;4.47;0.59;-0.88;0.05
61;35.00;8748848.00;262.21;4.47;0.15;-1.49;0.03
