Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des μC in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;2077.00;0.57;0.12;-0.01;-1.04;0.02
1;0.00;2163.00;0.67;0.12;-0.01;-1.04;0.01
2;0.00;2249.00;0.70;0.12;-0.01;-1.04;0.01
3;0.00;2335.00;0.56;0.12;-0.01;-1.04;0.03
4;0.00;2421.00;0.79;0.12;-0.01;-1.04;0.01
5;0.00;2507.00;0.81;0.12;-0.01;-1.03;0.00
6;0.00;2593.00;0.58;0.12;-0.01;-1.04;0.01
7;0.00;2680.00;0.58;0.12;-0.01;-1.04;0.01
8;0.00;2766.00;0.54;0.12;-0.02;-1.04;0.01
9;0.00;2852.00;0.53;0.12;-0.01;-1.04;0.01
10;0.00;2938.00;0.44;0.12;-0.01;-1.04;0.02
11;0.00;3024.00;0.45;0.12;-0.01;-1.04;0.01
12;0.00;3110.00;0.66;0.12;-0.01;-1.04;0.01
13;0.00;3196.00;0.51;0.12;-0.01;-1.04;0.01
14;0.00;3282.00;0.46;0.12;-0.01;-1.04;0.02
15;0.00;3368.00;0.66;0.12;-0.01;-1.04;0.01
16;0.00;3454.00;0.54;0.16;-0.01;-1.04;0.02
17;0.00;3540.00;0.71;0.16;-0.01;-1.04;0.02
18;0.00;3628.00;0.69;0.16;-0.01;-1.04;0.01
19;0.00;3714.00;0.60;0.12;-0.02;-1.04;0.01
20;0.00;3800.00;0.51;0.12;-0.01;-1.04;0.01
21;0.00;3886.00;0.55;0.16;-0.01;-1.05;0.02
22;0.00;3972.00;0.82;0.16;-0.01;-1.04;0.01
23;0.00;4058.00;1.03;0.16;-0.01;-1.04;0.01
24;0.00;4144.00;0.82;0.12;-0.01;-1.04;0.01
25;0.00;4230.00;0.69;0.16;-0.01;-1.04;0.01
26;0.00;4316.00;0.61;0.16;-0.01;-1.04;0.01
27;0.00;4402.00;0.62;0.16;-0.01;-1.04;0.01
28;0.00;4489.00;0.58;0.12;-0.01;-1.04;0.02
29;0.00;4575.00;0.62;0.12;-0.01;-1.04;0.01
30;0.00;4661.00;0.52;0.12;-0.00;-1.04;0.01
31;0.00;4747.00;0.48;0.16;-0.01;-1.04;0.01
32;0.00;4833.00;0.68;0.16;-0.01;-1.04;0.00
33;0.00;4919.00;0.63;0.16;-0.01;-1.04;0.00
34;0.00;5005.00;0.61;0.12;-0.01;-1.04;0.00
35;0.00;5091.00;0.54;0.12;-0.00;-1.04;0.02
36;0.00;5177.00;0.71;0.12;-0.01;-1.04;0.02
37;0.00;5263.00;0.65;0.12;-0.02;-1.04;0.01
38;0.00;5349.00;0.73;0.12;-0.02;-1.04;0.00
39;0.00;5436.00;0.73;0.12;-0.01;-1.04;0.01
40;0.00;5522.00;0.72;0.12;-0.00;-1.04;0.01
41;0.00;5608.00;0.78;0.12;-0.00;-1.04;0.02
42;0.00;5694.00;0.64;0.12;-0.01;-1.04;0.01
43;0.00;5780.00;0.77;0.12;-0.01;-1.04;0.00
44;0.00;5866.00;0.63;0.12;-0.01;-1.04;0.01
45;0.00;5952.00;0.55;0.12;-0.01;-1.04;0.01
46;0.00;6038.00;0.62;0.12;-0.01;-1.04;0.01
47;0.00;6124.00;0.60;0.12;-0.01;-1.04;0.00
48;0.00;6210.00;0.68;0.12;-0.00;-1.03;0.01
49;0.00;6297.00;0.80;0.12;-0.01;-1.04;0.01
50;0.00;6383.00;0.82;0.12;-0.01;-1.04;0.01
51;0.00;6469.00;0.75;0.12;-0.01;-1.04;0.01
52;0.00;6555.00;0.63;0.12;-0.01;-1.04;0.01
53;0.00;6641.00;0.59;0.12;-0.01;-1.04;0.01
54;0.00;6727.00;0.71;0.12;-0.00;-1.03;0.01
55;0.00;6813.00;0.87;0.12;-0.01;-1.04;0.01
56;0.00;6899.00;0.62;0.12;-0.00;-1.03;0.01
57;0.00;6985.00;0.59;0.12;-0.01;-1.04;0.01
58;0.00;7071.00;0.67;0.12;-0.00;-1.04;0.01
59;0.00;7157.00;0.54;0.12;-0.01;-1.04;0.02
60;0.00;7244.00;0.41;0.12;-0.01;-1.04;0.01
61;0.00;7330.00;0.56;0.12;-0.01;-1.05;0.01
62;0.00;7416.00;0.68;0.12;-0.01;-1.04;0.01
63;0.00;7502.00;0.75;0.12;-0.01;-1.04;0.01
64;0.00;7588.00;0.72;0.12;-0.02;-1.05;0.01
65;0.00;7674.00;0.81;0.12;-0.00;-1.04;0.02
66;0.00;7760.00;0.74;0.12;-0.01;-1.04;0.01
67;0.00;7846.00;0.72;0.12;-0.01;-1.04;0.01
68;0.00;7932.00;0.70;0.12;-0.01;-1.04;0.01
69;0.00;8018.00;0.76;0.12;-0.01;-1.04;0.02
70;0.00;8104.00;0.75;0.12;-0.01;-1.04;0.01
71;0.00;8192.00;0.70;0.12;-0.01;-1.03;0.01
72;0.00;8278.00;0.57;0.12;-0.01;-1.03;0.01
73;0.00;8364.00;0.76;0.12;-0.01;-1.04;0.01
74;0.00;8450.00;0.83;0.12;-0.01;-1.04;0.01
75;0.00;8536.00;0.72;0.12;-0.00;-1.04;0.01
76;0.00;8622.00;0.60;0.12;-0.01;-1.04;0.01
77;0.00;8708.00;0.47;0.12;-0.01;-1.04;0.01
78;0.00;8794.00;0.45;0.12;-0.01;-1.04;0.01
79;40.00;8880.00;0.51;0.61;-0.08;-1.01;0.19
