Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;15440400.00;0.79;0.24;0.00000;-0.99000;0.00000
1;0.00;15526528.00;0.73;0.24;-0.00000;-1.00000;0.00000
2;0.00;15612648.00;0.81;0.24;0.00000;-1.00000;0.00000
3;1.00;15698744.00;0.72;0.24;0.00000;-0.99000;0.00000
4;2.00;15784876.00;0.50;0.24;0.00000;-1.00000;0.00000
5;3.00;15870988.00;0.60;0.24;0.00000;-0.99000;0.00000
6;4.00;15957124.00;0.48;0.24;0.00000;-1.00000;0.00000
7;5.00;16043240.00;0.61;0.24;0.00000;-1.00000;0.00000
8;6.00;16129356.00;0.69;0.24;-0.00000;-1.00000;0.00000
9;7.00;16215456.00;0.70;0.24;-0.00000;-1.00000;0.00000
10;8.00;16301580.00;0.59;0.24;0.00000;-1.00000;0.00000
11;9.00;16387684.00;0.61;0.24;0.00000;-0.99000;0.00000
12;10.00;16473804.00;0.64;0.24;0.00000;-1.00000;0.00000
13;11.00;16559924.00;0.49;0.24;0.00000;-1.00000;0.00000
14;12.00;16646028.00;0.41;0.24;0.00000;-1.00000;0.00000
15;13.00;16732136.00;0.72;0.24;-0.00000;-1.00000;0.00000
16;14.00;16818276.00;0.69;0.24;0.00000;-1.00000;0.00000
17;15.00;16904372.00;0.49;0.24;-0.00000;-1.00000;0.00000
18;16.00;16990496.00;0.47;0.24;0.00000;-1.00000;0.01000
19;17.00;17076608.00;0.66;0.24;0.00000;-1.00000;0.00000
20;18.00;17162720.00;0.59;0.24;0.00000;-1.00000;0.00000
21;19.00;17248836.00;0.40;0.24;0.00000;-1.00000;0.00000
22;20.00;17334952.00;0.59;0.24;0.00000;-1.00000;0.00000
23;21.00;17421064.00;0.65;0.24;0.00000;-1.00000;0.00000
24;22.00;17507180.00;0.54;0.28;-0.00000;-1.00000;0.00000
25;23.00;17593284.00;0.62;0.32;0.00000;-1.00000;0.00000
26;24.00;17679400.00;0.51;0.32;0.00000;-1.00000;0.00000
27;25.00;17765516.00;0.51;0.28;-0.00000;-1.00000;0.00000
28;26.00;17851612.00;0.53;0.24;0.00000;-0.99000;0.00000
29;27.00;17937748.00;0.70;0.24;-0.00000;-1.00000;0.00000
30;28.00;18023848.00;0.61;0.28;-0.00000;-1.01000;0.08000
31;29.00;18109956.00;0.58;0.36;0.01000;-1.02000;0.02000
32;30.00;18196084.00;2.28;0.48;-0.11000;-0.99000;0.06000
33;31.00;18282180.00;8.49;0.61;0.16000;-0.99000;0.04000
34;32.00;18368284.00;18.17;0.73;0.01000;-0.98000;0.02000
35;33.00;18454412.00;31.11;0.85;0.01000;-1.11000;0.01000
36;34.00;18540524.00;45.39;1.01;-0.07000;-0.92000;0.03000
37;35.00;18626636.00;58.51;1.26;-0.33000;-1.04000;0.02000
38;36.00;18712756.00;73.08;1.54;0.28000;-1.07000;0.04000
39;37.00;18798880.00;90.34;1.91;0.35000;-0.98000;0.05000
40;38.00;18884984.00;112.21;2.11;-0.31000;-1.24000;0.04000
41;39.00;18971104.00;132.75;2.27;-0.35000;-1.35000;0.02000
42;40.00;19057224.00;149.24;2.44;-0.27000;-1.34000;0.09000
43;41.00;19143332.00;170.40;3.05;-0.49000;-1.27000;0.00000
44;42.00;19229452.00;193.53;3.45;-0.73000;-1.46000;0.04000
45;43.00;19315560.00;216.36;4.15;0.88000;-0.57000;0.06000
46;44.00;19401676.00;238.51;4.55;1.00000;-0.63000;0.06000
47;45.00;19487828.00;265.94;5.45;-1.06000;-1.04000;0.09000
48;46.00;19573932.00;293.97;6.22;-1.22000;-0.72000;0.05000
49;47.00;19660040.00;324.22;6.83;-0.92000;-1.24000;0.16000
50;48.00;19746148.00;353.56;7.44;0.98000;-0.44000;0.02000
51;49.00;19832276.00;375.40;7.97;0.89000;-0.72000;0.16000
52;50.00;19918416.00;403.96;9.11;-1.50000;-1.07000;0.12000
53;51.00;20004516.00;441.07;9.92;0.06000;-0.27000;0.26000
54;52.00;20090644.00;472.29;10.49;1.15000;-1.01000;0.16000
55;53.00;20176764.00;480.48;10.17;-1.46000;-1.01000;0.06000
56;54.00;20262848.00;480.38;10.00;0.07000;-0.20000;0.29000
57;55.00;20348980.00;479.91;9.92;1.35000;-1.00000;0.19000
58;56.00;20435084.00;479.65;10.29;-1.54000;-0.93000;0.11000
59;57.00;20521196.00;478.49;10.45;0.12000;-0.27000;0.25000
60;58.00;20607324.00;477.67;10.66;1.28000;-0.76000;0.27000
61;59.00;20693432.00;478.66;10.33;-1.39000;-1.19000;0.12000
62;60.00;20779560.00;478.37;10.41;0.24000;-0.10000;0.21000
63;61.00;20865660.00;477.90;10.00;1.23000;-0.86000;0.21000
64;62.00;20951780.00;476.49;10.21;-1.57000;-1.12000;0.43000
65;63.00;21037872.00;475.90;9.96;0.71000;-0.32000;0.04000
66;64.00;21123992.00;478.33;10.29;0.32000;-0.66000;0.67000
67;65.00;21210100.00;480.79;10.05;-1.10000;-0.81000;0.00000
68;66.00;21296224.00;478.09;10.09;1.35000;-0.71000;0.41000
69;67.00;21382344.00;476.08;10.09;-0.72000;-1.13000;0.15000
70;68.00;21468460.00;475.99;10.21;-0.06000;-0.40000;0.18000
71;69.00;21554572.00;476.70;10.05;1.16000;-0.71000;0.14000
72;70.00;21640708.00;475.80;10.05;-1.46000;-1.01000;0.33000
73;71.00;21726808.00;476.12;9.92;0.58000;-0.31000;0.03000
74;72.00;21812916.00;476.33;10.09;0.55000;-0.69000;0.43000
75;73.00;21899044.00;474.27;10.21;-1.41000;-0.67000;0.07000
76;74.00;21985160.00;473.31;10.13;1.39000;-0.76000;0.36000
77;75.00;22071264.00;472.13;9.96;-0.79000;-0.93000;0.12000
78;76.00;22157380.00;471.57;9.60;-0.32000;-0.29000;0.34000
79;77.00;22243496.00;472.00;9.80;1.39000;-0.92000;0.03000
80;78.00;22329612.00;473.93;9.72;-1.52000;-1.11000;0.27000
81;79.00;22415708.00;474.32;9.44;0.93000;-0.38000;0.08000
82;80.00;22501832.00;471.18;9.15;-0.00000;-1.07000;0.25000
83;81.00;22587944.00;468.08;9.03;-0.96000;-0.38000;0.14000
84;82.00;22674060.00;466.40;9.15;1.52000;-0.69000;0.00000
85;83.00;22760176.00;465.56;9.48;-0.80000;-1.22000;0.12000
86;84.00;22846264.00;464.86;9.52;0.44000;-0.20000;0.16000
87;85.00;22932396.00;468.59;10.05;0.83000;-1.07000;0.09000
88;86.00;23018516.00;471.40;10.17;-1.48000;-0.96000;0.23000
89;87.00;23104612.00;471.70;10.25;1.01000;-0.79000;0.48000
