Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;4176028.00;0.54;0.24;0.00;-0.99;0.00
1;0.00;4262140.00;0.35;0.24;0.00;-0.99;0.00
2;0.00;4348264.00;0.20;0.24;0.00;-1.00;0.00
3;0.00;4434388.00;0.35;0.24;-0.00;-1.00;0.00
4;100.00;4520492.00;0.48;0.73;-0.01;-0.89;0.08
5;0.00;4606628.00;1.73;0.73;-0.13;-0.99;0.03
6;100.00;4692768.00;9.44;5.45;0.03;-0.52;0.09
7;0.00;4778868.00;59.35;4.96;0.49;-0.30;0.23
8;100.00;4864996.00;216.79;8.82;1.24;-1.03;0.33
9;0.00;4951108.00;263.06;4.10;0.18;-0.32;0.33
10;100.00;5037220.00;316.95;7.69;-0.49;-1.61;0.08
11;0.00;5123344.00;263.28;3.82;0.26;-0.21;0.18
12;100.00;5209460.00;312.40;7.48;-1.36;-1.28;0.31
13;0.00;5295580.00;295.24;3.90;-0.43;-1.71;0.15
14;100.00;5381684.00;326.89;7.48;-0.79;-0.91;0.18
15;0.00;5467820.00;266.54;3.82;-0.36;-1.57;0.03
16;100.00;5553920.00;315.69;7.40;0.00;-0.50;0.02
17;0.00;5640048.00;299.50;3.82;0.47;-0.38;0.10
18;100.00;5726172.00;359.34;7.56;-1.38;-1.22;0.12
19;0.00;5812332.00;309.17;3.98;0.03;-1.37;0.08
20;100.00;5898404.00;329.42;7.56;-0.92;-0.66;0.14
21;0.00;5984544.00;266.80;3.82;0.14;-1.32;0.08
