Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.48;-0.04;-0.01;-1.04;-0.01
1;0.00;0.48;-0.08;-0.01;-1.04;-0.01
2;0.00;0.35;-0.08;-0.01;-1.05;-0.02
3;0.00;0.43;-0.08;-0.00;-1.04;-0.02
4;0.00;0.48;-0.08;-0.01;-1.04;-0.02
5;0.00;0.44;-0.12;-0.01;-1.04;-0.01
6;0.00;0.52;-0.08;-0.01;-1.05;-0.01
7;0.00;0.62;-0.08;-0.00;-1.04;-0.02
8;0.00;0.53;-0.08;-0.01;-1.04;-0.01
9;0.00;0.54;-0.08;-0.01;-1.04;-0.02
10;0.00;0.46;-0.08;-0.00;-1.04;-0.00
11;0.00;0.47;-0.08;-0.01;-1.04;-0.01
12;0.00;0.34;-0.08;-0.01;-1.04;-0.01
13;0.00;0.40;-0.04;-0.00;-1.03;-0.01
14;0.00;0.56;-0.04;-0.00;-1.04;-0.01
15;0.00;0.59;-0.04;-0.01;-1.04;-0.01
16;0.00;0.61;-0.08;-0.01;-1.04;-0.01
17;0.00;0.56;-0.08;-0.01;-1.04;-0.01
18;0.00;0.48;-0.12;-0.01;-1.04;-0.01
19;0.00;0.47;-0.08;-0.01;-1.04;-0.01
20;0.00;0.47;-0.08;-0.00;-1.04;-0.02
21;0.00;0.33;-0.04;-0.01;-1.04;-0.02
22;0.00;0.42;-0.04;-0.00;-1.04;-0.01
23;0.00;0.48;-0.04;-0.00;-1.04;-0.01
24;0.00;0.53;-0.04;-0.00;-1.04;-0.01
25;0.00;0.43;-0.04;-0.01;-1.04;-0.01
26;0.00;0.15;0.00;-0.00;-1.04;-0.01
27;0.00;0.31;0.00;-0.01;-1.04;-0.02
28;0.00;0.36;-0.04;-0.00;-1.04;-0.01
29;0.00;0.38;-0.04;-0.00;-1.04;-0.01
30;0.00;0.42;-0.08;-0.01;-1.04;-0.01
31;0.00;0.35;-0.08;-0.00;-1.04;-0.01
32;0.00;0.41;-0.12;-0.00;-1.03;-0.01
33;0.00;0.27;-0.08;-0.00;-1.04;-0.01
34;0.00;0.32;-0.04;-0.00;-1.03;-0.01
35;0.00;0.35;-0.04;-0.01;-1.04;-0.01
36;0.00;0.22;-0.08;-0.01;-1.04;-0.01
37;0.00;0.20;-0.12;-0.00;-1.05;-0.02
38;0.00;0.25;-0.12;-0.00;-1.04;-0.01
39;0.00;0.34;-0.08;-0.01;-1.04;-0.01
40;0.00;0.40;-0.04;-0.01;-1.04;-0.02
41;0.00;0.48;-0.04;-0.00;-1.04;-0.01
42;0.00;0.57;-0.04;-0.01;-1.04;-0.01
43;0.00;0.51;-0.08;-0.00;-1.04;-0.01
44;0.00;0.59;-0.08;-0.00;-1.04;-0.01
45;0.00;0.53;-0.12;-0.01;-1.04;-0.01
46;0.00;0.52;-0.12;-0.01;-1.04;-0.01
47;0.00;0.61;-0.12;-0.01;-1.04;-0.01
48;0.00;0.48;-0.08;-0.01;-1.04;-0.01
49;0.00;0.34;-0.04;-0.01;-1.05;-0.02
50;0.00;0.30;0.00;-0.00;-1.04;-0.01
51;0.00;0.46;0.00;-0.00;-1.03;-0.01
52;0.00;0.33;0.00;-0.00;-1.04;-0.01
53;0.00;0.34;-0.04;-0.00;-1.04;-0.01
54;0.00;0.34;-0.08;-0.01;-1.04;-0.01
55;0.00;0.44;-0.08;-0.01;-1.04;-0.02
56;0.00;0.48;-0.08;-0.00;-1.04;-0.02
57;0.00;0.43;-0.08;-0.01;-1.04;-0.02
58;0.00;0.45;-0.08;-0.00;-1.04;-0.01
59;0.00;0.49;-0.08;-0.01;-1.04;-0.01
60;0.00;0.23;-0.08;-0.01;-1.04;-0.01
61;0.00;0.24;-0.12;-0.01;-1.04;-0.02
62;0.00;0.42;-0.12;-0.01;-1.05;-0.02
63;0.00;0.42;-0.12;-0.00;-1.04;-0.01
64;0.00;0.36;-0.12;-0.00;-1.04;-0.01
65;0.00;0.38;-0.12;-0.00;-1.04;-0.01
66;0.00;0.45;-0.08;-0.00;-1.04;-0.02
67;0.00;0.37;-0.04;-0.01;-1.04;-0.01
68;0.00;0.38;0.00;-0.00;-1.03;-0.01
69;0.00;0.45;-0.04;-0.01;-1.04;-0.01
70;0.00;0.45;-0.04;-0.00;-1.04;-0.01
71;0.00;0.44;-0.08;-0.01;-1.04;-0.02
72;0.00;0.40;-0.08;-0.00;-1.03;-0.01
73;0.00;0.47;-0.12;-0.01;-1.04;-0.01
