Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0;2243732.00;1;0.12;0.00;-1.00;0.00
1;0;2329848.00;1;0.12;0.00;-1.00;0.00
2;0;2415952.00;1;0.12;0.00;-1.00;0.00
3;1;2502052.00;1;0.12;0.00;-1.00;0.00
4;2;2588160.00;1;0.12;0.00;-1.00;0.00
5;3;2674304.00;0;0.12;0.00;-1.00;0.00
6;4;2760368.00;0;0.12;0.00;-1.00;0.00
7;5;2846476.00;1;0.12;-0.00;-1.00;0.00
8;6;2932588.00;1;0.12;0.00;-1.00;0.00
9;7;3018676.00;1;0.12;-0.00;-1.00;0.00
10;8;3104788.00;0;0.16;-0.00;-1.00;0.00
11;9;3190892.00;1;0.16;0.00;-1.00;0.00
12;10;3276996.00;1;0.16;-0.00;-1.00;0.00
13;11;3363116.00;1;0.12;0.00;-1.00;0.00
14;12;3449208.00;1;0.12;-0.00;-1.00;0.00
15;13;3535316.00;1;0.16;0.00;-1.00;0.00
16;14;3621424.00;1;0.20;0.00;-1.00;0.00
17;15;3707528.00;0;0.20;0.00;-0.99;0.00
18;16;3793640.00;0;0.16;-0.00;-1.00;0.00
19;17;3879752.00;1;0.12;0.00;-1.00;0.00
20;18;3965860.00;0;0.12;0.00;-1.00;0.00
21;19;4051964.00;1;0.12;0.00;-1.00;0.00
22;20;4138068.00;1;0.12;-0.00;-1.00;0.00
23;21;4224184.00;1;0.12;-0.00;-1.01;0.00
24;22;4310292.00;0;0.12;0.00;-1.00;0.00
25;23;4396384.00;0;0.12;0.00;-1.00;0.00
26;25;4568588.00;0;0.12;0.00;-1.00;0.00
27;26;4654700.00;1;0.12;0.00;-1.00;0.00
28;26;4740800.00;1;0.12;-0.00;-1.00;0.00
29;27;4826904.00;1;0.12;-0.00;-1.00;0.00
30;28;4913012.00;1;0.20;0.02;-1.01;0.01
31;29;4999108.00;1;0.28;-0.00;-1.00;0.00
32;30;5085232.00;2;0.40;-0.09;-1.00;0.03
33;31;5171332.00;9;0.52;0.06;-0.99;0.06
34;32;5257444.00;18;0.69;-0.07;-1.04;0.03
35;33;5343532.00;32;0.81;-0.01;-0.98;0.02
36;34;5429636.00;45;0.93;-0.06;-1.11;0.06
37;35;5515772.00;57;1.09;0.02;-1.07;0.06
38;36;5601860.00;72;1.30;0.12;-0.71;0.03
39;37;5687968.00;90;1.62;0.01;-0.74;0.01
40;38;5774080.00;110;1.91;0.00;-1.01;0.06
41;39;5860184.00;131;2.23;0.51;-0.56;0.00
42;40;5946292.00;148;2.44;0.06;-0.41;0.21
43;41;6032392.00;169;3.01;0.39;-0.83;0.10
44;42;6118500.00;194;3.49;0.75;-0.62;0.02
45;43;6204616.00;219;3.90;-0.94;-1.08;0.09
46;44;6290724.00;239;4.51;-0.89;-1.13;0.03
47;45;6376820.00;265;5.00;0.57;-1.39;0.08
48;46;6462932.00;297;5.85;0.03;-1.31;0.16
49;47;6549040.00;327;6.42;0.93;-1.39;0.06
50;49;6721236.00;381;7.93;-0.92;-0.77;0.04
51;50;6807332.00;410;8.87;0.47;-0.97;0.26
52;50;6893452.00;444;9.96;-1.25;-0.87;0.08
53;51;6979536.00;477;10.62;0.73;-0.45;0.14
