Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in ms;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;1848.00;0.45;0.08;-0.01;-1.04;0.01
1;0.00;1934.00;0.27;0.12;-0.01;-1.04;0.01
2;0.00;2021.00;0.21;0.12;-0.01;-1.04;0.01
3;0.00;2107.00;0.27;0.12;-0.01;-1.04;0.01
4;0.00;2193.00;0.43;0.12;-0.01;-1.04;0.01
5;0.00;2279.00;0.42;0.12;-0.01;-1.03;0.00
6;0.00;2365.00;0.45;0.12;-0.01;-1.04;0.01
7;0.00;2451.00;0.51;0.12;-0.01;-1.04;0.01
8;0.00;2537.00;0.48;0.12;-0.01;-1.04;0.03
9;0.00;2623.00;0.52;0.12;-0.01;-1.04;0.01
10;0.00;2709.00;0.30;0.12;-0.01;-1.04;0.01
11;0.00;2796.00;0.20;0.12;-0.02;-1.05;0.02
12;0.00;2882.00;0.21;0.12;-0.02;-1.04;0.02
13;0.00;2968.00;0.40;0.12;-0.01;-1.05;0.02
14;0.00;3054.00;0.46;0.12;-0.01;-1.04;0.01
15;0.00;3140.00;0.37;0.12;-0.01;-1.04;0.01
16;0.00;3226.00;0.38;0.12;-0.01;-1.05;0.01
17;0.00;3312.00;0.36;0.16;-0.01;-1.05;0.01
18;0.00;3398.00;0.38;0.16;-0.01;-1.04;0.02
19;0.00;3484.00;0.43;0.16;-0.01;-1.04;0.01
20;0.00;3570.00;0.53;0.12;-0.01;-1.04;0.01
21;0.00;3657.00;0.48;0.12;-0.02;-1.04;0.02
22;0.00;3743.00;0.36;0.12;-0.01;-1.03;0.01
23;0.00;3829.00;0.43;0.12;-0.01;-1.04;0.02
24;0.00;3915.00;0.31;0.12;-0.01;-1.04;0.02
25;0.00;4001.00;0.35;0.12;-0.01;-1.04;0.00
26;0.00;4087.00;0.48;0.12;-0.01;-1.04;0.01
27;0.00;4173.00;0.49;0.12;-0.01;-1.04;0.02
28;0.00;4259.00;0.47;0.12;-0.01;-1.04;0.01
29;0.00;4345.00;0.41;0.12;-0.01;-1.04;0.02
30;0.00;4432.00;0.52;0.16;-0.01;-1.04;0.02
31;0.00;4518.00;0.54;0.16;-0.00;-1.04;0.01
32;0.00;4604.00;0.37;0.16;-0.01;-1.04;0.02
33;0.00;4690.00;0.37;0.12;-0.01;-1.04;0.01
34;0.00;4776.00;0.28;0.12;-0.01;-1.04;0.01
35;0.00;4862.00;0.53;0.12;-0.01;-1.04;0.01
36;0.00;4948.00;0.68;0.12;-0.01;-1.04;0.01
37;0.00;5035.00;0.60;0.12;-0.01;-1.06;0.02
38;0.00;5121.00;0.67;0.12;-0.01;-1.04;0.01
39;0.00;5208.00;0.55;0.12;-0.01;-1.04;0.02
40;0.00;5294.00;0.51;0.12;-0.01;-1.03;0.01
41;0.00;5380.00;0.64;0.12;-0.01;-1.04;0.01
42;0.00;5466.00;0.67;0.12;-0.01;-1.04;0.01
43;0.00;5552.00;0.47;0.12;-0.01;-1.04;0.02
44;0.00;5638.00;0.49;0.12;-0.01;-1.04;0.02
45;0.00;5724.00;0.59;0.12;-0.01;-1.03;0.01
46;0.00;5810.00;0.36;0.12;-0.01;-1.04;0.01
47;0.00;5896.00;0.45;0.12;-0.01;-1.04;0.02
48;0.00;5982.00;0.46;0.12;-0.01;-1.03;0.01
49;0.00;6069.00;0.40;0.12;-0.01;-1.04;0.01
50;0.00;6155.00;0.50;0.12;-0.01;-1.04;0.02
51;0.00;6241.00;0.65;0.12;-0.01;-1.04;0.01
52;0.00;6327.00;0.64;0.12;-0.01;-1.04;0.02
53;0.00;6413.00;0.66;0.12;-0.01;-1.03;0.00
54;0.00;6499.00;0.52;0.12;-0.01;-1.04;0.01
55;0.00;6585.00;0.40;0.12;-0.01;-1.04;0.01
56;0.00;6671.00;0.63;0.12;-0.01;-1.04;0.01
57;0.00;6843.00;0.59;0.16;-0.01;-1.04;0.01
58;0.00;6930.00;0.45;0.16;-0.01;-1.04;0.01
59;0.00;7016.00;0.41;0.12;-0.00;-1.04;0.01
60;0.00;7102.00;0.24;0.12;-0.01;-1.04;0.01
61;0.00;7188.00;0.25;0.12;-0.01;-1.04;0.01
62;0.00;7274.00;0.41;0.12;-0.01;-1.04;0.01
63;0.00;7360.00;0.39;0.12;-0.01;-1.04;0.01
64;0.00;7446.00;0.45;0.12;-0.01;-1.04;0.01
65;0.00;7532.00;0.53;0.12;-0.01;-1.04;0.01
66;0.00;7618.00;0.56;0.12;-0.01;-1.04;0.02
67;0.00;7705.00;0.39;0.12;-0.01;-1.04;0.01
68;0.00;7791.00;0.36;0.12;-0.01;-1.05;0.02
69;0.00;7877.00;0.57;0.12;-0.01;-1.05;0.02
70;0.00;7963.00;0.66;0.12;-0.01;-1.04;0.01
71;0.00;8049.00;0.68;0.12;-0.01;-1.04;0.02
72;0.00;8135.00;0.52;0.12;-0.01;-1.04;0.02
73;0.00;8221.00;0.49;0.12;-0.01;-1.04;0.01
74;0.00;8307.00;0.55;0.12;-0.01;-1.04;0.01
75;0.00;8393.00;0.55;0.12;-0.01;-1.04;0.01
76;0.00;8479.00;0.55;0.12;-0.00;-1.04;0.01
77;0.00;8566.00;0.70;0.12;-0.01;-1.04;0.01
78;40.00;8652.00;0.40;0.73;0.00;-1.07;0.03
79;45.00;8738.00;1.39;2.40;-0.03;-0.79;0.04
80;50.00;8824.00;15.15;3.41;0.17;-0.86;0.21
81;55.00;8910.00;70.91;3.90;0.47;-0.55;0.00
82;60.00;8996.00;147.60;3.54;0.00;-1.42;0.14
83;65.00;9082.00;188.02;3.86;0.51;-0.68;0.00
84;70.00;9168.00;217.58;4.47;0.93;-1.39;0.00
85;75.00;9254.00;249.32;5.41;0.09;-0.93;0.04
86;80.00;9340.00;276.70;6.26;0.83;-1.11;0.04
87;85.00;9427.00;306.24;6.95;-1.63;-1.22;0.01
88;90.00;9513.00;341.49;7.77;-1.26;-1.12;0.06
89;95.00;9600.00;379.67;8.62;-1.52;-1.23;0.10
90;100.00;9686.00;408.80;9.35;-1.28;-1.03;0.07
91;105.00;9772.00;415.74;9.52;-0.31;-0.46;0.00
92;110.00;9858.00;414.65;9.44;0.71;-0.57;0.10
93;115.00;9944.00;413.77;9.19;1.63;-0.94;0.02
94;120.00;10030.00;412.70;8.91;1.33;-1.31;0.03
95;125.00;10116.00;411.05;8.82;0.66;-1.31;0.09
96;130.00;10202.00;411.79;8.99;-0.22;-1.35;0.07
97;135.00;10288.00;411.59;8.99;-0.96;-1.15;0.10
98;140.00;10375.00;411.07;8.82;-1.62;-1.04;0.10
99;140.00;10461.00;410.14;8.58;-1.41;-0.74;0.10
100;135.00;10547.00;409.67;8.50;-0.84;-0.94;0.09
101;130.00;10633.00;409.45;8.50;-0.14;-0.80;0.17
102;125.00;10719.00;409.94;8.50;0.76;-0.99;0.02
103;120.00;10805.00;409.19;8.74;1.60;-0.96;0.16
104;115.00;10891.00;408.30;9.07;1.54;-1.15;0.14
105;110.00;10977.00;408.20;9.31;0.82;-1.24;0.25
106;105.00;11063.00;408.10;9.15;0.13;-1.24;0.10
107;100.00;11149.00;408.07;8.82;-0.63;-1.30;0.08
108;95.00;11235.00;407.38;8.82;-1.13;-0.84;0.17
109;90.00;11322.00;408.06;8.78;-1.63;-1.07;0.13
110;85.00;11408.00;407.22;8.34;-0.36;-0.68;0.05
111;80.00;11494.00;398.98;7.52;-0.56;-1.65;0.03
112;75.00;11580.00;371.19;6.26;-0.86;-1.36;0.01
113;70.00;11666.00;340.86;5.65;0.94;-0.94;0.09
114;65.00;11752.00;308.59;4.84;0.97;-1.44;0.04
115;60.00;11838.00;275.03;4.35;-0.51;-0.60;0.17
116;55.00;11924.00;245.22;3.58;-0.12;-0.62;0.18
117;50.00;12010.00;215.69;2.72;-0.23;-1.76;0.06
118;45.00;12096.00;186.17;2.19;-0.34;-1.38;0.03
119;40.00;12182.00;161.75;1.74;-0.04;-0.98;0.00
120;0.00;12269.00;139.72;1.18;0.12;-1.17;0.23
121;0.00;12355.00;111.03;0.56;-0.07;-1.05;0.07
122;0.00;12441.00;70.31;0.12;-0.11;-1.02;0.12
123;0.00;12527.00;40.88;0.12;-0.08;-1.11;0.01
124;0.00;12613.00;26.29;0.12;0.02;-1.05;0.08
125;0.00;12699.00;17.01;0.12;-0.01;-1.03;0.03
126;0.00;12785.00;11.37;0.12;-0.14;-1.05;0.05
127;0.00;12871.00;7.67;0.12;-0.02;-1.04;0.01
128;0.00;12957.00;5.03;0.12;0.07;-1.02;0.08
129;0.00;13043.00;3.63;0.12;-0.05;-1.03;0.05
130;0.00;13129.00;2.69;0.12;-0.04;-1.04;0.01
131;0.00;13216.00;1.64;0.12;0.03;-1.03;0.01
132;0.00;13302.00;0.97;0.12;-0.00;-1.04;0.02
133;0.00;13388.00;0.69;0.12;-0.03;-1.06;0.02
134;0.00;13474.00;0.49;0.12;-0.01;-1.04;0.02
135;0.00;13560.00;0.25;0.12;-0.01;-1.04;0.01
136;0.00;13646.00;-0.05;0.12;-0.02;-1.05;0.03
