Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;180394.11;180394.11;180394.11;180394.11;180394.11;180394.11
1;11.00;0.32;-0.00;1.00;-1.04;-0.01
2;11.00;0.32;-0.00;2.00;-1.04;-0.01
3;11.00;0.32;-0.00;3.00;-1.04;-0.01
4;11.00;0.32;-0.00;4.00;-1.04;-0.01
5;11.00;0.32;-0.00;5.00;-1.04;-0.01
6;11.00;0.32;-0.00;6.00;-1.04;-0.01
7;11.00;0.32;-0.00;7.00;-1.04;-0.01
8;11.00;0.32;-0.00;8.00;-1.04;-0.01
9;11.00;0.32;-0.00;9.00;-1.04;-0.01
10;11.00;0.32;-0.00;10.00;-1.04;-0.01
11;11.00;0.32;-0.00;11.00;-1.04;-0.01
12;11.00;0.32;-0.00;12.00;-1.04;-0.01
13;11.00;0.32;-0.00;13.00;-1.04;-0.01
14;11.00;0.32;-0.00;14.00;-1.04;-0.01
15;11.00;0.32;-0.00;15.00;-1.04;-0.01
16;11.00;0.32;-0.00;16.00;-1.04;-0.01
17;11.00;0.32;-0.00;17.00;-1.04;-0.01
18;11.00;0.32;-0.00;18.00;-1.04;-0.01
19;11.00;0.32;-0.00;19.00;-1.04;-0.01
20;11.00;0.32;-0.00;20.00;-1.04;-0.01
21;11.00;0.32;-0.00;21.00;-1.04;-0.01
22;11.00;0.32;-0.00;22.00;-1.04;-0.01
23;11.00;0.32;-0.00;23.00;-1.04;-0.01
24;11.00;0.32;-0.00;24.00;-1.04;-0.01
25;11.00;0.32;-0.00;25.00;-1.04;-0.01
26;11.00;0.32;-0.00;26.00;-1.04;-0.01
27;11.00;0.32;-0.00;27.00;-1.04;-0.01
28;11.00;0.32;-0.00;28.00;-1.04;-0.01
29;11.00;0.32;-0.00;29.00;-1.04;-0.01
30;11.00;0.32;-0.00;30.00;-1.04;-0.01
31;11.00;0.32;-0.00;31.00;-1.04;-0.01
32;11.00;0.32;-0.00;32.00;-1.04;-0.01
33;11.00;0.32;-0.00;33.00;-1.04;-0.01
34;11.00;0.32;-0.00;34.00;-1.04;-0.01
35;11.00;0.32;-0.00;35.00;-1.04;-0.01
36;11.00;0.32;-0.00;36.00;-1.04;-0.01
37;11.00;0.32;-0.00;37.00;-1.04;-0.01
38;11.00;0.32;-0.00;38.00;-1.04;-0.01
39;11.00;0.32;-0.00;39.00;-1.04;-0.01
40;11.00;0.32;-0.00;40.00;-1.04;-0.01
41;11.00;0.32;-0.00;41.00;-1.04;-0.01
42;11.00;0.32;-0.00;42.00;-1.04;-0.01
43;11.00;0.32;-0.00;43.00;-1.04;-0.01
44;11.00;0.32;-0.00;44.00;-1.04;-0.01
45;11.00;0.32;-0.00;45.00;-1.04;-0.01
46;11.00;0.32;-0.00;46.00;-1.04;-0.01
47;11.00;0.32;-0.00;47.00;-1.04;-0.01
48;11.00;0.32;-0.00;48.00;-1.04;-0.01
49;11.00;0.32;-0.00;49.00;-1.04;-0.01
50;11.00;0.32;-0.00;50.00;-1.04;-0.01
51;11.00;0.32;-0.00;51.00;-1.04;-0.01
52;11.00;0.32;-0.00;52.00;-1.04;-0.01
53;11.00;0.32;-0.00;53.00;-1.04;-0.01
54;11.00;0.32;-0.00;54.00;-1.04;-0.01
55;11.00;0.32;-0.00;55.00;-1.04;-0.01
56;11.00;0.32;-0.00;56.00;-1.04;-0.01
57;11.00;0.32;-0.00;57.00;-1.04;-0.01
58;11.00;0.32;-0.00;58.00;-1.04;-0.01
59;11.00;0.32;-0.00;59.00;-1.04;-0.01
60;11.00;0.32;-0.00;60.00;-1.04;-0.01
61;11.00;0.32;-0.00;61.00;-1.04;-0.01
62;11.00;0.32;-0.00;62.00;-1.04;-0.01
63;11.00;0.32;-0.00;63.00;-1.04;-0.01
64;11.00;0.32;-0.00;64.00;-1.04;-0.01
65;11.00;0.32;-0.00;65.00;-1.04;-0.01
66;11.00;0.32;-0.00;66.00;-1.04;-0.01
67;11.00;0.32;-0.00;67.00;-1.04;-0.01
68;11.00;0.32;-0.00;68.00;-1.04;-0.01
69;11.00;0.32;-0.00;69.00;-1.04;-0.01
70;11.00;0.32;-0.00;70.00;-1.04;-0.01
71;11.00;0.32;-0.00;71.00;-1.04;-0.01
72;11.00;0.32;-0.00;72.00;-1.04;-0.01
73;11.00;0.32;-0.00;73.00;-1.04;-0.01
74;11.00;0.32;-0.00;74.00;-1.04;-0.01
75;11.00;0.32;-0.00;75.00;-1.04;-0.01
76;11.00;0.32;-0.00;76.00;-1.04;-0.01
77;11.00;0.32;-0.00;77.00;-1.04;-0.01
78;11.00;0.32;-0.00;78.00;-1.04;-0.01
79;11.00;0.32;-0.00;79.00;-1.04;-0.01
