Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3148460.00;0.53;0.24;0.00;-1.01;0.00
1;0.00;3234584.00;0.56;0.24;0.00;-1.00;0.00
2;1.00;3320676.00;0.48;0.24;0.00;-1.00;0.00
3;1.00;3406784.00;0.28;0.24;0.01;-0.99;0.04
4;2.00;3492904.00;0.34;0.28;0.01;-0.99;0.05
5;2.00;3579032.00;0.64;0.32;-0.02;-1.01;0.03
6;3.00;3665140.00;1.33;0.36;0.00;-1.00;0.00
7;3.00;3751256.00;3.35;0.40;-0.00;-1.00;0.01
8;4.00;3837360.00;6.09;0.40;0.02;-1.00;0.01
9;5.00;3923468.00;8.88;0.44;0.14;-0.99;0.01
10;5.00;4009576.00;11.86;0.44;0.14;-0.99;0.03
11;6.00;4095688.00;14.82;0.48;-0.22;-0.94;0.04
12;6.00;4181808.00;17.63;0.48;0.02;-1.00;0.09
13;7.00;4267904.00;20.81;0.52;0.03;-0.99;0.04
14;7.00;4354012.00;23.96;0.52;0.00;-0.97;0.19
15;8.00;4440140.00;26.90;0.56;0.08;-1.03;0.00
16;8.00;4526256.00;29.84;0.56;0.10;-1.02;0.09
17;9.00;4612360.00;32.49;0.61;-0.05;-1.03;0.01
18;10.00;4698468.00;35.32;0.65;0.06;-1.02;0.05
19;10.00;4784584.00;38.29;0.65;-0.15;-1.04;0.03
20;11.00;4870692.00;40.99;0.69;0.06;-0.89;0.04
21;11.00;4956800.00;43.88;0.69;0.07;-0.92;0.02
22;12.00;5042904.00;46.96;0.77;0.09;-0.99;0.04
