Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3996988.00;0.66;0.24;-0.00;-1.00;0.00
1;0.00;4083104.00;0.57;0.24;0.00;-1.00;0.00
2;0.00;4169228.00;0.79;0.24;0.00;-1.00;0.00
3;0.00;4255340.00;0.82;0.24;0.00;-1.00;0.00
4;0.00;4341476.00;0.64;0.20;-0.00;-1.01;0.00
5;0.00;4427592.00;0.78;0.20;0.00;-1.00;0.00
6;0.00;4513712.00;0.74;0.20;0.00;-1.00;0.00
7;0.00;4599844.00;0.82;0.24;0.00;-1.00;0.00
8;0.00;4685972.00;0.69;0.24;-0.00;-1.00;0.00
9;0.00;4772084.00;0.92;0.24;0.00;-1.00;0.00
10;0.00;4858204.00;0.78;0.24;0.00;-1.00;0.00
11;0.00;4944332.00;0.63;0.24;0.00;-1.00;0.00
12;0.00;5030436.00;0.46;0.24;0.00;-0.99;0.00
13;9.00;5116572.00;0.51;0.56;0.00;-1.08;0.15
14;9.00;5202684.00;1.82;0.69;0.15;-0.94;0.04
15;9.00;5288848.00;12.12;0.81;0.07;-1.01;0.11
16;9.00;5374944.00;25.19;0.56;0.03;-0.95;0.01
17;9.00;5461080.00;32.99;0.56;-0.19;-1.02;0.09
18;9.00;5547196.00;36.93;0.56;0.18;-1.01;0.03
19;19.00;5633336.00;39.53;1.01;-0.05;-1.23;0.07
20;19.00;5719440.00;50.80;1.26;-0.27;-1.24;0.07
21;19.00;5805576.00;83.47;1.42;-0.08;-0.85;0.08
22;19.00;5891668.00;102.78;1.30;0.34;-0.66;0.10
23;19.00;5977784.00;106.63;1.34;-0.29;-0.63;0.01
24;29.00;6063908.00;108.27;1.95;-0.07;-0.83;0.04
25;29.00;6150044.00;130.15;2.72;0.58;-1.07;0.07
26;29.00;6236156.00;182.66;3.37;-0.41;-1.00;0.04
27;29.00;6322276.00;205.26;3.33;-0.64;-0.84;0.02
28;39.00;6408404.00;209.79;3.86;-0.75;-1.39;0.01
29;39.00;6494536.00;241.84;4.67;1.35;-0.80;0.11
30;39.00;6580652.00;309.97;5.94;0.48;-0.97;0.04
31;39.00;6752944.00;337.61;6.30;-1.23;-1.38;0.27
32;39.00;6839064.00;337.74;6.06;-0.01;-0.66;0.06
33;49.00;6925196.00;338.02;7.48;1.35;-0.45;0.13
34;49.00;7011304.00;373.41;8.91;-0.29;-1.23;0.48
35;49.00;7097428.00;455.20;10.13;-0.84;-0.49;0.30
36;49.00;7183548.00;484.17;9.96;1.42;-0.49;0.25
37;49.00;7269684.00;485.92;10.09;-0.21;-1.20;0.42
38;59.00;7355792.00;484.78;10.57;-0.93;-0.97;0.23
39;59.00;7441932.00;483.63;10.82;1.45;-0.46;0.21
40;59.00;7528052.00;483.87;10.78;-0.35;-1.19;0.46
41;59.00;7614168.00;483.31;10.29;-1.15;-0.91;0.16
42;59.00;7700284.00;482.54;10.21;1.51;-0.36;0.22
43;69.00;7786408.00;481.93;9.72;-0.79;-1.22;0.37
44;69.00;7872516.00;482.02;10.05;-0.66;-0.63;0.02
45;69.00;7958636.00;481.13;10.00;1.48;-0.67;0.31
46;69.00;8044760.00;481.57;10.66;-1.39;-1.48;0.18
47;69.00;8130872.00;482.74;10.62;0.03;-0.09;0.04
48;69.00;8216988.00;481.82;10.57;1.34;-0.82;0.09
49;79.00;8303128.00;481.61;10.17;-1.54;-1.49;0.12
50;79.00;8389236.00;481.17;9.84;0.90;-0.08;0.01
51;79.00;8475364.00;479.09;9.72;0.50;-1.10;0.21
52;79.00;8561496.00;478.96;9.68;-1.41;-1.13;0.10
53;89.00;8647624.00;480.86;9.96;1.32;-0.34;0.20
54;89.00;8733724.00;479.71;9.80;-0.88;-0.93;0.20
55;89.00;8819852.00;476.97;9.96;-0.55;-0.47;0.15
56;89.00;8905996.00;476.41;9.56;1.60;-0.44;0.14
57;89.00;8992108.00;473.93;9.88;-1.32;-1.38;0.26
58;89.00;9078196.00;476.80;10.09;0.60;-0.34;0.11
59;100.00;9164340.00;478.83;10.53;0.59;-0.90;0.36
60;100.00;9250464.00;477.59;10.45;-1.44;-1.15;0.26
61;100.00;9336564.00;478.72;10.29;1.63;-0.37;0.23
62;100.00;9422688.00;477.72;10.09;-0.95;-1.30;0.18
63;100.00;9508784.00;478.42;9.76;-0.33;-0.43;0.05
64;100.00;9594920.00;477.51;9.76;1.00;-0.55;0.11
65;100.00;9681044.00;475.49;9.76;-1.62;-1.11;0.12
66;100.00;9767152.00;475.89;10.21;1.01;-0.33;0.17
67;100.00;9853272.00;476.48;10.29;-0.76;-1.07;0.30
68;100.00;9939372.00;476.83;10.13;-0.24;-0.30;0.13
69;89.00;10025500.00;476.74;9.96;1.27;-0.70;0.01
70;89.00;10111628.00;475.89;10.00;-1.59;-1.13;0.07
71;89.00;10197728.00;472.41;10.33;0.83;-0.48;0.26
72;89.00;10283856.00;472.06;10.41;-0.05;-1.17;0.29
73;89.00;10369956.00;474.12;9.88;-0.60;-0.89;0.01
74;79.00;10456084.00;473.50;9.68;1.37;-0.59;0.01
75;79.00;10542212.00;469.96;9.23;-1.67;-1.27;0.06
76;79.00;10628328.00;468.96;9.56;0.74;-0.14;0.15
77;79.00;10714440.00;468.56;9.64;-0.35;-1.04;0.33
78;69.00;10800532.00;469.48;10.13;-0.66;-0.65;0.05
79;59.00;10886660.00;470.77;10.00;1.46;-0.62;0.20
