Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.00;0.00;-0.00;-1.08;0.03
1;0.00;-0.00;0.00;-0.00;-1.04;0.02
2;0.00;-0.00;0.00;-0.00;-1.04;0.02
3;0.00;2.07;0.04;-0.01;-1.04;0.02
4;0.00;0.00;0.00;-0.01;-1.04;0.01
5;0.00;0.00;0.00;-0.01;-1.04;0.02
6;0.00;0.00;0.04;-0.01;-1.04;0.02
7;0.00;0.00;0.00;-0.01;-1.04;0.02
8;0.00;-0.00;0.00;-0.00;-1.04;0.03
9;0.00;0.00;0.00;-0.00;-1.04;0.03
10;0.00;0.00;0.00;-0.01;-1.05;0.02
11;0.00;0.00;0.00;-0.01;-1.04;0.02
12;0.00;0.00;0.00;-0.01;-1.04;0.02
13;0.00;0.00;0.00;-0.00;-1.04;0.02
14;0.00;-0.00;0.00;-0.00;-1.04;0.03
15;0.00;0.02;0.00;-0.00;-1.04;0.03
16;0.00;0.00;0.00;-0.00;-1.03;0.02
17;0.00;0.00;0.00;-0.00;-1.04;0.02
18;40.00;0.00;-0.03;-0.00;-1.04;0.02
19;45.00;0.00;0.04;-0.00;-1.04;0.02
20;50.00;-0.00;0.00;-0.00;-1.03;0.02
21;55.00;66.46;0.00;-0.01;-1.04;0.02
22;60.00;0.00;0.44;-0.01;-1.03;0.05
23;65.00;0.00;1.06;0.00;-1.01;-0.13
24;70.00;0.00;1.54;-0.12;-1.05;-0.18
25;75.00;0.00;1.46;-0.05;-1.20;-0.10
26;80.00;-0.00;1.30;-0.03;-1.05;0.04
27;85.00;0.00;0.97;-0.05;-1.10;0.02
28;90.00;0.00;0.93;0.09;-0.98;0.13
29;95.00;0.00;1.10;-0.01;-0.90;0.22
30;100.00;0.00;2.03;0.11;-0.78;0.17
31;100.00;-0.00;4.60;-0.02;-1.04;0.06
32;105.00;-0.00;5.73;0.14;-0.12;0.06
33;110.00;1.56;5.94;-0.20;-0.36;0.14
34;115.00;0.00;5.61;0.20;-0.61;0.02
35;115.00;0.00;6.14;-0.12;-0.99;-0.15
36;120.00;0.00;6.30;-0.51;-1.19;-0.18
37;125.00;0.00;7.08;0.48;-0.72;0.36
38;130.00;-0.00;8.75;-0.52;-1.32;-0.27
39;135.00;0.51;9.19;-1.18;-0.90;0.27
40;140.00;0.00;9.36;-1.35;-0.68;0.24
41;140.00;0.00;9.48;-1.13;-0.80;0.02
42;135.00;0.00;10.25;1.24;-0.86;-0.29
43;130.00;-0.00;8.46;1.50;-1.21;0.21
44;125.00;-0.00;6.75;-0.17;-1.33;-0.09
45;120.00;0.05;5.73;-1.62;-0.80;0.03
46;115.00;0.00;4.88;-0.34;-1.16;0.13
47;110.00;0.00;4.35;-0.13;-1.83;0.03
48;105.00;0.00;2.07;0.34;-0.46;-0.01
49;100.00;0.00;1.62;0.58;-0.89;-0.05
50;95.00;-0.00;1.14;0.14;-1.43;-0.12
51;90.00;0.00;1.30;-0.31;-0.39;0.13
52;85.00;0.00;1.06;0.01;-0.60;0.05
53;80.00;0.00;0.93;0.60;-2.00;0.07
54;75.00;0.00;0.73;0.39;-1.36;0.24
55;75.00;0.00;0.53;-0.28;-1.06;-0.26
56;70.00;-0.00;0.44;-0.26;-1.34;0.48
57;65.00;0.56;0.36;0.12;-0.78;-0.17
58;60.00;0.00;0.32;-0.01;-0.67;-0.14
59;60.00;0.00;0.28;0.22;-1.13;0.19
60;55.00;0.00;0.20;0.40;-0.94;-0.15
61;50.00;0.00;0.12;-0.09;-1.03;-0.01
62;45.00;-0.00;0.08;0.14;-0.88;-0.03
63;40.00;0.45;0.00;0.23;-1.06;-0.09
64;0.00;0.00;0.00;0.05;-0.87;-0.00
65;0.00;0.00;0.00;0.22;-0.96;0.02
66;0.00;0.00;0.00;-0.10;-1.13;-0.02
67;0.00;0.00;0.04;-0.17;-1.08;0.09
68;0.00;-0.00;0.00;0.08;-1.04;0.01
69;0.00;0.00;0.00;0.09;-1.02;-0.04
70;0.00;0.00;0.00;-0.18;-1.06;0.11
71;0.00;0.00;0.04;-0.05;-1.06;-0.02
72;0.00;0.00;0.00;0.06;-1.01;-0.01
73;0.00;0.00;0.00;-0.12;-1.03;0.09
74;0.00;-0.00;0.00;0.07;-1.02;-0.01
75;0.00;0.00;0.00;-0.05;-1.06;0.01
76;0.00;0.00;0.00;-0.00;-1.07;0.05
77;0.00;0.00;0.00;-0.00;-1.00;0.00
78;0.00;0.00;0.00;0.06;-1.18;-0.01
79;0.00;0.00;0.00;-0.06;-1.00;0.06
80;0.00;-0.00;0.00;0.05;-1.06;-0.00
81;0.00;0.00;0.00;-0.05;-1.06;0.02
82;0.00;0.00;0.00;0.03;-1.04;0.02
83;0.00;0.00;0.00;-0.07;-1.08;0.03
84;0.00;0.00;0.00;0.05;-1.00;0.01
85;0.00;0.00;0.00;-0.02;-1.02;0.03
86;0.00;-0.00;0.00;-0.06;-1.04;0.03
87;0.00;0.00;0.00;0.08;-1.05;0.00
88;0.00;0.00;0.00;-0.11;-1.05;0.07
89;0.00;0.00;0.00;-0.02;-1.05;0.03
90;0.00;0.00;0.00;0.05;-1.03;0.00
91;0.00;0.00;0.00;-0.11;-1.05;0.05
92;0.00;-0.00;0.00;0.05;-1.02;-0.00
93;0.00;0.00;0.00;0.04;-1.03;0.00
94;0.00;0.00;0.00;-0.11;-1.04;0.06
95;0.00;0.00;0.00;0.09;-1.03;-0.01
96;0.00;0.00;0.00;0.05;-1.03;0.03
97;0.00;0.00;0.00;-0.12;-1.05;0.06
98;0.00;-0.00;0.00;0.01;-1.05;-0.01
99;0.00;0.00;0.00;0.06;-1.02;0.03
100;0.00;0.00;0.00;-0.10;-1.04;0.05
101;0.00;0.00;0.00;0.00;-1.04;-0.02
102;0.00;0.00;0.00;0.08;-1.02;0.03
103;0.00;0.00;0.00;-0.06;-1.03;0.06
104;0.00;-0.00;0.00;-0.04;-1.04;-0.02
105;0.00;0.00;0.00;0.02;-1.03;0.04
106;0.00;0.00;0.00;-0.04;-1.04;0.03
107;0.00;0.00;0.00;-0.02;-1.05;0.00
108;0.00;0.00;0.00;0.02;-1.03;0.05
109;0.00;0.00;0.00;-0.02;-1.04;0.03
110;0.00;-0.00;0.00;-0.03;-1.04;-0.01
111;0.00;0.00;0.00;0.01;-1.03;0.04
112;0.00;0.00;0.00;-0.01;-1.05;0.01
113;0.00;0.00;0.00;-0.02;-1.04;0.01
114;0.00;0.00;0.00;0.01;-1.03;0.06
115;0.00;0.00;0.00;-0.01;-1.05;0.01
116;0.00;-0.00;0.00;-0.03;-1.04;0.00
117;0.00;0.00;0.00;0.00;-1.03;0.03
118;0.00;0.00;0.04;-0.01;-1.05;0.00
119;0.00;0.00;0.00;-0.03;-1.05;-0.00
120;0.00;0.00;0.00;0.00;-1.05;0.06
121;0.00;0.00;0.00;-0.00;-1.03;0.00
122;0.00;-0.00;0.00;-0.02;-1.04;0.01
123;0.00;0.00;0.00;-0.01;-1.04;0.02
124;0.00;0.00;0.04;-0.00;-1.04;-0.01
125;0.00;0.00;0.04;-0.02;-1.04;0.05
126;0.00;0.00;0.00;-0.00;-1.03;0.02
127;0.00;0.00;0.00;0.00;-1.04;0.03
128;0.00;-0.00;0.00;-0.02;-1.03;0.02
129;0.00;0.00;0.00;-0.00;-1.04;0.06
130;0.00;0.00;0.00;0.00;-1.03;0.09
131;0.00;0.00;0.00;-0.03;-1.03;-0.03
132;0.00;0.00;0.00;-0.02;-1.02;-0.00
133;0.00;0.00;0.00;0.00;-1.04;0.01
134;0.00;-0.00;0.00;-0.01;-1.05;0.03
135;0.00;0.00;0.00;-0.01;-1.04;0.03
136;0.00;0.00;0.00;0.00;-1.04;0.06
137;0.00;0.00;0.00;-0.02;-1.04;0.01
138;0.00;0.00;0.00;-0.02;-1.03;0.02
139;0.00;0.00;0.04;-0.01;-1.03;-0.00
140;0.00;-0.00;0.00;-0.01;-1.03;0.06
141;0.00;0.00;0.00;-0.02;-1.05;-0.00
142;0.00;0.00;0.00;-0.00;-1.05;0.04
143;0.00;0.00;0.00;-0.01;-1.04;0.04
144;0.00;0.00;0.04;-0.00;-1.04;0.04
145;0.00;-0.00;0.00;-0.00;-1.03;-0.01
146;0.00;-0.00;0.00;-0.00;-1.04;0.06
147;0.00;0.00;0.00;-0.01;-1.04;-0.01
148;0.00;0.00;0.00;-0.00;-1.04;0.00
149;0.00;0.00;0.00;-0.01;-1.05;0.05
150;0.00;0.00;0.00;-0.00;-1.04;0.03
151;0.00;0.00;0.04;-0.00;-1.03;0.04
152;0.00;-0.00;0.00;-0.01;-1.04;0.04
153;0.00;0.00;0.00;-0.01;-1.04;-0.00
154;0.00;0.00;0.00;-0.01;-1.04;-0.00
155;0.00;0.00;0.00;-0.01;-1.04;0.06
156;0.00;0.00;0.04;-0.00;-1.04;0.03
157;0.00;0.00;0.00;-0.00;-1.04;0.04
158;0.00;-0.00;0.00;-0.01;-1.04;0.01
159;0.00;0.00;0.00;-0.01;-1.04;0.01
160;0.00;0.00;0.00;-0.01;-1.04;0.01
161;0.00;0.00;0.00;-0.01;-1.04;0.02
162;0.00;0.00;0.00;-0.00;-1.04;0.01
163;0.00;0.00;0.00;-0.00;-1.04;0.05
164;0.00;-0.00;0.00;-0.01;-1.04;0.00
165;0.00;0.00;0.00;-0.01;-1.04;0.04
166;0.00;0.00;0.00;-0.00;-1.04;0.03
167;0.00;0.00;0.00;-0.01;-1.04;0.00
168;0.00;0.00;0.00;-0.01;-1.04;0.00
169;0.00;0.00;0.00;-0.00;-1.04;0.04
170;0.00;-0.00;0.00;-0.01;-1.04;0.00
171;0.00;0.00;0.00;-0.01;-1.03;0.03
172;0.00;0.00;0.00;-0.00;-1.03;0.03
173;0.00;0.00;0.00;-0.01;-1.04;0.00
174;0.00;0.00;0.00;-0.01;-1.04;0.02
175;0.00;0.00;0.00;-0.00;-1.04;0.01
176;0.00;-0.00;0.00;-0.01;-1.03;0.02
177;0.00;0.00;0.00;-0.01;-1.04;0.02
178;0.00;0.00;0.00;-0.01;-1.04;0.02
179;0.00;0.00;0.00;-0.01;-1.04;0.02
180;0.00;0.00;0.00;-0.00;-1.04;0.03
181;0.00;0.00;0.00;-0.01;-1.03;0.01
182;0.00;-0.00;0.00;-0.01;-1.04;0.03
183;0.00;0.00;0.00;-0.00;-1.03;0.02
184;0.00;0.00;0.00;-0.00;-1.04;0.01
185;0.00;0.00;0.00;-0.00;-1.04;0.03
186;0.00;0.00;0.04;-0.01;-1.04;0.03
187;0.00;0.00;0.00;0.00;-1.03;0.02
188;0.00;-0.00;0.00;-0.01;-1.03;0.02
189;0.00;0.00;0.04;-0.01;-1.04;0.02
190;0.00;0.00;0.04;-0.00;-1.03;0.02
191;0.00;0.00;0.00;-0.01;-1.04;0.04
192;0.00;0.00;0.00;-0.00;-1.05;0.02
193;0.00;0.00;0.00;-0.00;-1.04;0.02
194;0.00;-0.00;0.00;-0.01;-1.04;0.02
195;0.00;0.00;0.00;-0.01;-1.05;0.02
196;0.00;0.00;0.00;-0.01;-1.04;0.02
197;0.00;0.00;0.00;-0.01;-1.04;0.02
198;0.00;0.00;0.00;-0.01;-1.04;0.02
199;0.00;0.00;0.00;-0.00;-1.04;0.03
200;0.00;-0.00;0.04;-0.01;-1.04;0.03
201;0.00;0.00;0.00;-0.01;-1.03;0.02
202;0.00;0.00;0.00;-0.00;-1.04;0.02
203;0.00;0.00;0.00;-0.01;-1.04;0.02
204;0.00;0.00;0.00;-0.00;-1.04;0.02
205;0.00;-0.00;0.00;-0.01;-1.04;0.02
206;0.00;-0.00;0.00;-0.01;-1.04;0.03
207;0.00;0.00;0.00;-0.00;-1.03;0.02
208;0.00;0.00;0.00;-0.00;-1.04;0.03
209;0.00;0.00;0.00;-0.01;-1.04;0.02
210;0.00;0.00;0.00;-0.00;-1.04;0.02
211;0.00;0.00;0.00;-0.00;-1.04;0.02
212;0.00;-0.00;0.00;-0.01;-1.03;0.02
