Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;-1.00;-1.00;-1.00;-1.00;-1.00;-1.00
1;0.00;0.04;0.00;-0.00;-1.04;-0.00
2;0.00;0.16;-0.00;-0.00;-1.04;-0.00
3;0.00;0.40;-0.00;-0.01;-1.03;-0.00
4;0.00;0.97;-0.00;-0.01;-1.04;-0.01
5;0.00;1.20;-0.00;-0.01;-1.04;-0.01
6;0.00;1.18;-0.00;-0.00;-1.04;-0.00
7;0.00;1.32;-0.00;0.00;-1.04;-0.01
8;0.00;1.52;-0.00;-0.00;-1.04;-0.00
9;0.00;1.60;-0.00;-0.00;-1.03;-0.01
10;0.00;1.59;-0.00;-0.00;-1.03;-0.00
11;0.00;1.52;-0.00;-0.00;-1.04;-0.00
12;0.00;1.34;-0.00;-0.01;-1.04;-0.01
13;0.00;1.50;-0.00;-0.00;-1.04;-0.00
14;0.00;1.72;-0.00;-0.01;-1.04;-0.01
15;0.00;1.89;-0.00;-0.00;-1.04;-0.01
16;0.00;1.90;-0.00;-0.00;-1.03;-0.00
17;0.00;2.06;-0.00;-0.00;-1.04;-0.00
18;0.00;2.32;-0.00;-0.01;-1.04;-0.01
19;0.00;2.50;-0.00;-0.00;-1.04;-0.01
20;0.00;2.40;-0.00;-0.00;-1.04;-0.01
21;0.00;2.23;-0.00;-0.01;-1.04;-0.01
22;0.00;2.07;-0.00;-0.00;-1.03;-0.00
23;0.00;2.01;-0.00;-0.00;-1.04;-0.00
24;0.00;2.19;-0.00;-0.01;-1.04;-0.00
25;0.00;2.49;-0.00;-0.01;-1.04;-0.00
26;0.00;2.58;-0.00;-0.00;-1.03;-0.00
27;0.00;2.44;-0.00;-0.00;-1.04;-0.00
28;0.00;2.50;-0.00;-0.00;-1.04;-0.00
29;0.00;2.68;-0.00;-0.00;-1.04;-0.00
30;0.00;2.52;-0.00;-0.01;-1.04;-0.01
31;0.00;2.46;-0.00;-0.00;-1.04;-0.01
32;0.00;2.27;0.00;-0.00;-1.04;-0.00
33;0.00;2.23;0.00;-0.01;-1.04;-0.01
34;0.00;2.16;0.00;-0.00;-1.04;-0.01
35;0.00;1.87;0.00;-0.00;-1.04;-0.00
36;0.00;1.69;0.00;-0.00;-1.04;-0.00
37;0.00;1.82;0.00;-0.00;-1.04;-0.00
38;0.00;1.98;0.00;-0.00;-1.04;-0.00
39;0.00;1.85;0.00;-0.00;-1.04;-0.00
40;0.00;1.81;0.00;-0.00;-1.04;-0.00
