Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;2986640.00;0.45;0.24;0.00;-1.00;0.00
1;0.00;3072720.00;0.45;0.24;-0.00;-1.00;0.00
2;0.00;3158800.00;0.36;0.24;-0.00;-1.00;0.00
3;9.00;3244872.00;0.52;0.52;0.04;-0.94;0.14
4;9.00;3330976.00;2.86;0.65;0.20;-1.09;0.14
5;9.00;3417044.00;14.47;0.77;0.08;-1.02;0.04
6;9.00;3503132.00;26.24;0.61;-0.04;-1.01;0.06
7;9.00;3589212.00;33.12;0.61;-0.03;-0.98;0.06
8;9.00;3675292.00;36.64;0.61;0.08;-1.05;0.07
9;9.00;3761372.00;38.51;0.65;-0.11;-1.07;0.03
10;19.00;3847448.00;40.06;0.97;0.41;-0.83;0.01
11;19.00;3933524.00;53.56;1.34;-0.29;-0.91;0.01
12;19.00;4019620.00;85.83;1.62;0.37;-1.03;0.07
13;19.00;4105692.00;102.43;1.62;-0.28;-0.72;0.00
14;19.00;4191792.00;105.76;1.58;0.00;-1.05;0.03
15;19.00;4277876.00;106.24;1.58;0.13;-1.00;0.03
16;29.00;4363952.00;106.78;2.27;-0.39;-1.52;0.15
17;29.00;4450048.00;126.51;2.84;0.49;-0.07;0.04
18;29.00;4536116.00;178.74;3.37;0.02;-1.19;0.04
19;29.00;4622208.00;203.13;3.17;-0.61;-1.64;0.04
20;29.00;4708304.00;206.45;3.25;0.36;-0.26;0.14
21;39.00;4794376.00;207.27;4.43;-0.35;-1.53;0.08
22;39.00;4880440.00;228.56;5.33;-0.24;-0.15;0.07
23;39.00;4966524.00;296.92;6.06;0.94;-0.53;0.01
24;39.00;5052612.00;331.58;5.69;0.20;-1.29;0.00
25;39.00;5138684.00;335.46;5.65;-0.89;-1.24;0.02
26;39.00;5224764.00;336.26;5.69;-0.56;-0.96;0.11
27;49.00;5310832.00;337.54;7.44;0.40;-0.42;0.12
28;49.00;5396920.00;376.02;9.11;0.76;-1.15;0.16
29;49.00;5483004.00;460.18;10.49;-1.57;-1.09;0.02
30;49.00;5569100.00;488.13;10.33;-0.07;-0.28;0.04
31;59.00;5655168.00;490.19;9.96;1.10;-0.86;0.13
32;59.00;5741272.00;489.81;10.21;-1.15;-1.25;0.01
33;59.00;5827328.00;489.97;10.13;-0.33;-0.29;0.10
34;59.00;5913428.00;489.78;10.70;1.30;-1.08;0.27
35;59.00;5999532.00;489.09;10.29;-1.02;-1.17;0.08
36;69.00;6085580.00;487.82;10.21;-0.59;-0.42;0.17
37;69.00;6171684.00;487.71;9.60;1.38;-0.96;0.27
38;69.00;6257784.00;490.46;10.00;-1.19;-1.04;0.01
39;69.00;6343844.00;491.24;9.88;0.13;-0.25;0.26
40;69.00;6429952.00;488.12;10.21;1.14;-1.05;0.40
41;69.00;6516040.00;487.03;9.80;-1.08;-1.21;0.12
42;79.00;6602088.00;485.54;10.21;0.28;-0.46;0.08
43;79.00;6688172.00;485.35;9.96;1.17;-0.90;0.21
44;79.00;6774264.00;485.87;10.00;-1.57;-1.13;0.14
45;79.00;6860336.00;484.19;9.96;0.40;-0.54;0.38
46;79.00;6946412.00;482.60;10.37;0.58;-0.87;0.35
47;89.00;7032508.00;480.15;10.25;-1.57;-0.92;0.07
48;89.00;7118588.00;479.87;9.96;1.07;-0.62;0.44
49;89.00;7204668.00;479.55;9.44;0.10;-0.90;0.35
50;89.00;7290764.00;478.13;9.84;-1.29;-0.80;0.12
51;89.00;7376836.00;481.40;9.80;1.22;-0.83;0.42
52;89.00;7462928.00;482.48;10.05;-0.85;-1.13;0.20
53;100.00;7549008.00;483.07;10.13;-0.32;-0.25;0.21
54;100.00;7635092.00;481.15;10.62;1.06;-1.05;0.03
55;100.00;7721160.00;478.47;10.86;-1.48;-1.03;0.19
56;100.00;7807224.00;480.38;10.62;0.71;-0.44;0.18
57;100.00;7893324.00;481.98;10.00;0.09;-1.04;0.30
58;100.00;7979376.00;480.98;9.56;-0.99;-0.45;0.37
59;100.00;8065456.00;479.84;9.96;1.23;-0.90;0.38
60;100.00;8151548.00;481.33;10.21;-1.32;-1.27;0.04
61;100.00;8237616.00;482.51;10.66;0.44;-0.38;0.12
62;89.00;8323712.00;480.55;10.29;0.84;-1.23;0.24
63;89.00;8409784.00;478.40;10.00;-1.15;-0.91;0.18
64;89.00;8495860.00;478.67;10.09;1.27;-0.70;0.16
65;89.00;8581936.00;477.50;10.13;-0.75;-1.16;0.03
66;89.00;8668004.00;475.91;10.33;-0.03;-0.40;0.03
67;89.00;8754088.00;475.50;9.72;0.83;-0.93;0.07
68;79.00;8840168.00;477.55;9.52;-1.44;-0.86;0.19
69;79.00;8926252.00;478.51;9.31;1.25;-0.66;0.18
70;79.00;9012336.00;479.37;9.48;-0.81;-1.12;0.39
71;79.00;9098400.00;479.72;9.64;0.06;-0.22;0.18
72;79.00;9184484.00;479.48;10.00;0.42;-0.91;0.15
73;69.00;9270576.00;478.45;9.92;-1.17;-0.82;0.16
74;69.00;9356640.00;477.78;9.76;1.15;-0.88;0.33
75;69.00;9442724.00;478.99;9.60;-1.50;-1.10;0.01
76;59.00;9614880.00;478.50;10.21;-0.63;-1.38;0.19
77;59.00;9700948.00;476.88;10.25;-0.37;-0.39;0.08
78;49.00;9787052.00;475.09;10.33;1.08;-1.01;0.17
79;39.00;9873112.00;474.29;8.62;-0.69;-0.97;0.19
80;29.00;9959192.00;436.00;6.34;-0.64;-1.01;0.29
81;19.00;10045284.00;333.59;3.29;-0.12;-0.65;0.09
82;9.00;10131376.00;227.46;1.66;-0.27;-1.02;0.07
83;0.00;10217428.00;145.06;0.73;-0.08;-0.81;0.26
84;0.00;10303508.00;90.11;0.36;0.10;-0.98;0.00
85;0.00;10389616.00;54.62;0.24;0.12;-1.04;0.08
86;0.00;10475684.00;33.21;0.24;-0.19;-1.03;0.08
87;0.00;10561756.00;21.94;0.24;-0.02;-1.00;0.16
88;0.00;10647836.00;15.03;0.24;0.08;-0.99;0.04
