Messwert-Nr.;ESC-Werte;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;0.42;0.12;-0.01;-1.04;-0.01
1;0.00;0.38;0.12;-0.01;-1.04;-0.01
2;0.00;0.43;0.12;-0.00;-1.04;-0.01
3;0.00;0.46;0.12;-0.01;-1.04;-0.01
4;0.00;0.68;0.12;-0.00;-1.03;-0.00
5;0.00;0.47;0.12;-0.00;-1.04;-0.01
6;0.00;0.58;0.12;-0.00;-1.04;-0.01
7;0.00;0.55;0.12;-0.00;-1.04;-0.01
8;0.00;0.53;0.12;-0.01;-1.05;-0.01
9;0.00;0.63;0.12;-0.00;-1.04;-0.01
10;0.00;0.50;0.12;-0.00;-1.04;-0.01
11;0.00;0.42;0.12;-0.01;-1.04;-0.01
12;0.00;0.38;0.12;-0.01;-1.04;-0.01
13;0.00;0.35;0.12;-0.00;-1.04;-0.02
14;0.00;0.27;0.12;-0.01;-1.04;-0.01
15;0.00;0.45;0.12;-0.00;-1.04;-0.01
16;0.00;0.58;0.12;-0.00;-1.04;-0.00
17;0.00;0.48;0.12;-0.00;-1.04;-0.01
18;0.00;0.53;0.12;-0.00;-1.04;-0.02
19;0.00;0.49;0.12;-0.00;-1.04;-0.02
20;0.00;0.31;0.12;-0.01;-1.04;-0.01
21;0.00;0.32;0.12;-0.01;-1.05;-0.01
22;0.00;0.46;0.12;-0.01;-1.04;-0.01
23;0.00;0.37;0.12;-0.01;-1.03;-0.01
24;0.00;0.48;0.12;-0.00;-1.03;-0.01
25;0.00;0.50;0.12;-0.01;-1.04;-0.01
26;0.00;0.49;0.12;-0.01;-1.04;-0.01
27;0.00;0.32;0.12;-0.01;-1.04;-0.01
28;0.00;0.41;0.12;-0.01;-1.04;-0.01
29;0.00;0.47;0.12;-0.01;-1.04;-0.01
30;0.00;0.53;0.12;-0.01;-1.05;-0.02
31;0.00;0.40;0.12;-0.01;-1.04;-0.01
32;0.00;0.49;0.12;-0.01;-1.04;-0.01
33;0.00;0.55;0.12;-0.01;-1.04;-0.01
34;0.00;0.62;0.12;-0.01;-1.04;-0.01
35;0.00;0.65;0.12;-0.01;-1.04;-0.01
36;0.00;0.24;0.12;-0.01;-1.04;-0.01
37;0.00;0.32;0.12;-0.01;-1.04;-0.02
38;0.00;0.32;0.12;-0.00;-1.04;-0.01
39;0.00;0.66;0.12;-0.01;-1.04;-0.01
40;0.00;0.53;0.12;-0.00;-1.04;-0.02
41;0.00;0.41;0.12;-0.00;-1.04;-0.01
42;0.00;0.61;0.12;-0.01;-1.04;-0.02
43;0.00;0.49;0.12;-0.01;-1.04;-0.01
44;0.00;0.35;0.12;-0.01;-1.04;-0.01
45;0.00;0.45;0.12;-0.01;-1.04;-0.01
46;0.00;0.58;0.12;-0.00;-1.04;-0.00
47;0.00;0.73;0.12;-0.01;-1.04;-0.01
48;0.00;0.63;0.12;-0.00;-1.04;-0.01
49;0.00;0.64;0.16;-0.00;-1.04;-0.01
50;0.00;0.52;0.16;-0.00;-1.04;-0.02
51;0.00;0.43;0.16;-0.00;-1.03;-0.01
52;0.00;0.45;0.12;-0.00;-1.04;-0.01
53;0.00;0.61;0.12;-0.00;-1.04;-0.01
54;0.00;0.63;0.12;-0.01;-1.04;-0.01
55;0.00;0.45;0.12;-0.00;-1.04;-0.01
56;0.00;0.39;0.12;-0.01;-1.04;-0.01
57;0.00;0.39;0.12;-0.01;-1.04;-0.01
58;0.00;0.37;0.12;-0.01;-1.04;-0.01
59;0.00;0.38;0.12;-0.01;-1.04;-0.01
60;0.00;0.52;0.12;-0.00;-1.04;-0.01
61;0.00;0.50;0.12;-0.00;-1.05;-0.01
62;0.00;0.47;0.12;-0.01;-1.04;-0.01
63;0.00;0.51;0.12;-0.00;-1.04;-0.01
64;0.00;0.45;0.12;-0.01;-1.05;-0.02
65;0.00;0.43;0.12;-0.01;-1.04;-0.01
66;0.00;0.57;0.12;-0.01;-1.04;-0.01
67;0.00;0.59;0.12;-0.01;-1.04;-0.01
68;0.00;0.57;0.12;-0.01;-1.04;-0.01
69;0.00;0.48;0.12;-0.01;-1.04;-0.01
70;0.00;0.45;0.12;-0.01;-1.04;-0.02
71;0.00;0.57;0.12;-0.01;-1.04;-0.01
72;0.00;0.60;0.12;-0.01;-1.04;-0.02
73;0.00;0.52;0.12;-0.01;-1.04;-0.01
74;0.00;0.37;0.12;-0.00;-1.04;-0.01
75;0.00;0.40;0.12;-0.01;-1.04;-0.01
76;0.00;0.33;0.12;-0.00;-1.03;-0.01
77;0.00;0.30;0.12;-0.00;-1.04;-0.01
78;0.00;0.29;0.12;-0.01;-1.04;-0.01
79;40.00;0.41;0.32;-0.07;-1.07;-0.11
80;45.00;2.54;1.30;-0.09;-0.99;-0.02
81;50.00;19.69;1.99;-0.36;-1.38;0.06
82;55.00;78.93;2.88;-0.34;-1.54;0.04
83;60.00;147.21;3.13;-0.29;-0.42;-0.10
84;65.00;184.79;3.70;-0.74;-1.32;-0.13
85;70.00;210.20;4.10;-0.80;-0.40;-0.01
86;75.00;238.65;4.92;0.33;-1.49;0.01
87;80.00;271.23;6.10;-1.00;-0.89;-0.02
88;85.00;302.43;7.03;1.26;-1.54;-0.11
