Messwert-Nr.;ESC-Werte;Laufzeit seit Systemstart des MikroControllers in microsekunden;Gewicht in g;Strom in A;Beschleunigung X-Richtung in g;Beschleunigung Y-Richtung in g;Beschleunigung Z-Richtung in g
0;0.00;3033744.00;0.27;0.24;-0.00;-1.00;0.00
1;0.00;3205972.00;0.40;0.20;0.01;-1.00;0.00
2;0.00;3378176.00;0.49;0.20;0.00;-0.99;0.00
3;9.00;3550436.00;0.51;0.40;0.05;-1.02;0.10
4;9.00;3636556.00;3.01;0.52;-0.16;-0.99;0.14
5;19.00;3894876.00;34.48;0.93;0.47;-0.81;0.03
6;29.00;3981004.00;48.02;1.91;-0.30;-1.28;0.00
7;29.00;4153232.00;174.36;3.41;-0.09;-1.61;0.14
8;39.00;4325444.00;209.12;4.23;0.02;-0.47;0.05
9;49.00;4497684.00;307.78;7.77;-1.23;-1.35;0.20
10;59.00;4583772.00;363.99;8.78;0.17;-0.34;0.14
11;59.00;4756020.00;484.13;9.80;-1.32;-1.23;0.00
12;69.00;5014360.00;485.17;9.60;-0.50;-1.15;0.27
13;79.00;5186588.00;484.13;9.80;1.29;-0.42;0.13
14;89.00;5358812.00;482.72;10.09;-1.48;-0.72;0.04
15;100.00;5444928.00;482.77;9.72;1.20;-0.50;0.30
16;100.00;5617152.00;482.31;9.23;-1.30;-0.92;0.12
17;100.00;5789388.00;481.83;9.60;0.33;-0.95;0.26
18;89.00;5961620.00;480.56;10.41;1.25;-0.64;0.20
19;79.00;6047720.00;480.51;10.17;0.00;-0.96;0.20
20;79.00;6219956.00;478.59;10.00;1.41;-0.75;0.15
21;69.00;6392176.00;476.24;9.92;-0.66;-0.24;0.04
22;59.00;6564412.00;477.94;10.49;-1.40;-1.21;0.06
23;49.00;6736624.00;475.18;10.37;1.21;-0.93;0.02
24;39.00;6908852.00;474.34;8.38;0.42;-0.68;0.01
25;29.00;7081080.00;354.90;4.67;0.51;-0.35;0.16
26;19.00;7253308.00;237.07;2.31;0.22;-0.99;0.11
27;19.00;7339420.00;187.11;1.74;0.11;-0.92;0.10
28;9.00;7511664.00;113.56;1.01;0.13;-1.04;0.06
29;0.00;7683872.00;74.06;0.48;-0.10;-1.04;0.05
30;0.00;7856112.00;37.64;0.20;-0.13;-1.02;0.09
31;0.00;8028328.00;15.59;0.24;0.17;-1.00;0.04
32;0.00;8200532.00;7.38;0.20;0.02;-0.99;0.04
33;0.00;8372772.00;3.74;0.24;-0.01;-1.00;0.01
34;0.00;8544980.00;1.96;0.24;0.00;-0.99;0.02
35;0.00;8631120.00;1.31;0.24;0.00;-1.00;0.00
36;0.00;8803340.00;0.63;0.24;-0.00;-1.00;0.02
37;0.00;8975568.00;0.12;0.20;0.00;-1.00;0.00
38;0.00;9147792.00;0.16;0.20;-0.00;-1.00;0.02
39;0.00;9320008.00;-0.01;0.20;-0.00;-1.00;0.00
40;0.00;9492236.00;0.35;0.16;-0.00;-1.00;0.00
41;0.00;9664452.00;0.30;0.20;0.00;-1.00;0.01
42;0.00;9836668.00;0.25;0.24;0.00;-1.00;0.00
43;0.00;10008896.00;0.08;0.24;0.00;-1.00;0.00
